,Assists,GP,Goals,Name,Points,Year
0,,,,Igor Chibirev,,1996
1,,,,Mike Richard,,1996
2,,,,Dmitri Kvartalnov,,1996
3,,,,Marc Fortier,,1996
4,,,,Gilles Thibaudeau,,1996
