,Assists,GP,Goals,Name,Points,Year
0,,,,Ville Peltonen,,2004
1,,,,Mike Maneluk,,2004
2,,,,Jean-Guy Trudel,,2004
3,,,,Mikael Karlberg,,2004
4,,,,Hnat Domenichelli,,2004
5,,,,Petteri Nummelin,,2004
6,,,,Oleg Petrov,,2004
7,,,,Andrei Bashkirov,,2004
8,,,,Jukka Hentunen,,2004
9,,,,Jan Alston,,2004
10,,,,Lonny Bohonos,,2004
