,Assists,GP,Goals,Name,Points,Year
0,,,,Erik Westrum,,2008
1,,,,Josh Holden,,2008
2,,,,Juraj Kolnik,,2008
3,,,,Serge Aubin,,2008
4,,,,Kimmo Rintanen,,2008
5,,,,Jeff Toms,,2008
6,,,,Stacy Roest,,2008
7,,,,Dale McTavish,,2008
8,,,,Mariusz Czerkawski,,2008
