,Assists,GP,Goals,Name,Points,Year
0,,,,Ivan Hlinka,,1984
1,,,,Ron Wilson,,1984
2,,,,Guido Lindemann,,1984
3,,,,Daniel Poulin,,1984
4,,,,Merlin Malinowski,,1984
5,,,,Kent Johansson,,1984
6,,,,Milan Novy,,1984
7,,,,Reto Dekumbis,,1984
8,,,,Pietro Cunti,,1984
9,,,,Christian Weber,,1984
10,,,,Steve Metzger,,1984
11,,,,Bernard Bauer,,1984
12,,,,Peter Schranz,,1984
