,Assists,GP,Goals,Name,Points,Year
0,,,,Guido Lindemann,,1981
1,,,,Ron Wilson,,1981
2,,,,Reto Dekumbis,,1981
3,,,,Bryan Lefley,,1981
4,,,,Bruno Haas,,1981
5,,,,Peter Schranz,,1981
6,,,,Steve Metzger,,1981
7,,,,Peter Lehmann,,1981
8,,,,Pietro Cunti,,1981
9,,,,Walter Olds,,1981
10,,,,Lauri Mononen,,1981
11,,,,Wayne Dillon,,1981
12,,,,Dave Gardner,,1981
