,Assists,GP,Goals,Name,Points,Year
0,,,,Andrei Khomutov,,1995
1,,,,Vyacheslav Bykov,,1995
2,,,,Ken Yaremchuk,,1995
3,,,,Gaetano Orlando,,1995
4,,,,Patrick Lebeau,,1995
5,,,,Jan Alston,,1995
6,,,,Marc Fortier,,1995
7,,,,Dan Hodgson,,1995
8,,,,Mikael Johansson,,1995
9,,,,Andy Ton,,1995
