,Assists,GP,Goals,Name,Points,Year
0,,,,Vyacheslav Bykov,,1991
1,,,,Andrei Khomutov,,1991
2,,,,Kent Nilsson,,1991
3,,,,Peter Jaks,,1991
4,,,,Mike Bullard,,1991
5,,,,Kelly Glowa,,1991
