,Assists,GP,Goals,Name,Points,Year
0,,,,Dave Gardner,,1985
1,,,,Ron Wilson,,1985
2,,,,Merlin Malinowski,,1985
3,,,,Kent Johansson,,1985
4,,,,Norman Dupont,,1985
5,,,,Ivan Hlinka,,1985
6,,,,Bob Mongrain,,1985
7,,,,Daniel Poulin,,1985
