,Assists,GP,Goals,Name,Points,Year
0,,,,Norman Dupont,,1986
1,,,,Lance Nethery,,1986
2,,,,Kent Johansson,,1986
3,,,,Bob Mongrain,,1986
4,,,,Kelly Glowa,,1986
5,,,,Robert Miller,,1986
6,,,,Ron Wilson,,1986
7,,,,Dale McCourt,,1986
8,,,,Daniel Poulin,,1986
9,,,,Roberto Lavoie,,1986
