,Assists,GP,Goals,Name,Points,Year
0,,,,Vyacheslav Bykov,,1993
1,,,,Ramil Yuldashev,,1993
2,,,,Ken Yaremchuk,,1993
3,,,,Andrei Khomutov,,1993
4,,,,Mike Millar,,1993
5,,,,Mikael Johansson,,1993
