,Assists,GP,Goals,Name,Points,Year
0,,,,"Don ""Red"" Laurence",,1989
1,,,,Norman Dupont,,1989
2,,,,Ross Yates,,1989
3,,,,Dale McCourt,,1989
4,,,,Felix Hollenstein,,1989
5,,,,Corey Millen,,1989
6,,,,Kent Johansson,,1989
7,,,,Jean-Francois Sauve,,1989
8,,,,Peter Schlagenhauf,,1989
9,,,,Chris Kontos,,1989
10,,,,John Fritsche,,1989
