,Assists,GP,Goals,Name,Points,Year
0,,,,Randy Robitaille,,2005
1,,,,Jean-Guy Trudel,,2005
2,,,,Hnat Domenichelli,,2005
3,,,,Ville Peltonen,,2005
4,,,,Stacy Roest,,2005
5,,,,Dale McTavish,,2005
6,,,,Joe Thornton,,2005
7,,,,Oleg Petrov,,2005
8,,,,Kimmo Rintanen,,2005
9,,,,Robert Petrovicky,,2005
10,,,,Ryan Gardner,,2005
11,,,,Jeff Toms,,2005
12,,,,Petteri Nummelin,,2005
13,,,,Rick Nash,,2005
14,,,,Domenico Pittis,,2005
15,,,,Mikko Eloranta,,2005
