,Assists,GP,Goals,Name,Points,Year
0,,,,Gaetano Orlando,,1997
1,,,,Bill McDougall,,1997
2,,,,Ken Yaremchuk,,1997
3,,,,Vyacheslav Bykov,,1997
4,,,,Andrei Khomutov,,1997
5,,,,Dmitri Kvartalnov,,1997
6,,,,Dan Hodgson,,1997
7,,,,Michael Nylander,,1997
8,,,,Peter Jaks,,1997
