,Amateur Team,GP,Name,Overall Pick,Year
100,Hill (High-PA),,,101,1987
101,Denver (WCHA),,,102,1987
102,Ferris State (CCHA),,,103,1987
103,New Hampton School (High-NH),,,104,1987
104,Saskatoon (WHL),,,105,1987
105,Bos. College High (High-MA),,,106,1987
106,Edina (High-MN),,,107,1987
107,Sherwood Park (AJHL),,,108,1987
108,Kamloops (WHL),,,109,1987
109,Matignon (High-MA),,,110,1987
110,Victoria (WHL),,,111,1987
111,Richfield (High-MN),,,112,1987
112,Richmond,,,113,1987
113,Mount St. Charles (High-RI),,,114,1987
114,Dukla Jihlava (Czech-2),,,115,1987
115,Ohio State (CCHA),,,116,1987
116,Miami (Ohio) (CCHA),,,117,1987
117,Medicine Hat (WHL),,,118,1987
118,Archbishop Wms. (High-MA),,,119,1987
119,St. Mark's (High-MA),,,120,1987
120,Hill Murray (High-MN),,,121,1987
121,Nichols (High-NY),,,122,1987
122,Michigan Tech (WCHA),,,123,1987
123,Hull (QMJHL),,,124,1987
124,Dimond (High-AK),,,125,1987
125,Ceske Budejovice (Czech-2),,,126,1987
126,New Hampton School (High-NH),,,127,1987
127,Miami (Ohio) (CCHA),,,128,1987
128,Ohio State (CCHA),,,129,1987
129,KalPa Kuopio (Finland),,,130,1987
130,Chatham Jr. B,,,131,1987
131,Brynas Gavle (Sweden),,,132,1987
132,Moose Jaw (WHL),,,133,1987
133,Westboro (High-MA),,,134,1987
134,Minnetonka,,,135,1987
135,Bartlett (High-AK),,,136,1987
136,Laval (QMJHL),,,137,1987
137,Governor Dummer (High-MA),,,138,1987
138,Furuset,,,139,1987
139,Boston College (H-East),,,140,1987
140,Kamloops (WHL),,,141,1987
141,Harvard (ECAC),,,142,1987
142,Matignon (High-MA),,,143,1987
143,Buffalo Regal Midgets,,,144,1987
144,Nichols (High-NY),,,145,1987
145,Hayward (High-WI),,,146,1987
146,Zetor Brno (Czech),,,147,1987
147,Groton (High-MA),,,148,1987
148,Brick (High-NJ),,,149,1987
149,Spartak Moscow (KHL),,,150,1987
150,Kamloops (WHL),,,151,1987
151,Dukla Jihlava (Czech-2),,,152,1987
152,Deerfield Academy (High-MA),,,153,1987
153,Northwood School (High-NY),,,154,1987
154,Phillips Andover (High-MA),,,155,1987
155,Northfield (High-MA),,,156,1987
156,Essex Junction (High-VT),,,157,1987
157,Vernon (BCHL),,,158,1987
158,Hamilton College (NESCAC),,,159,1987
159,Jefferson (High-MN),,,160,1987
160,Northwood School (High-NY),,,161,1987
161,Vastra Frolunda (Sweden),,,162,1987
162,Karpat Oulu (Finland),,,163,1987
163,St. Paul Academy (High-MN),,,164,1987
164,Yale (ECAC),,,165,1987
165,Moose Jaw (WHL),,,166,1987
166,U. of Manitoba (CWUAA),,,167,1987
167,Storhammer (Norway),,,168,1987
168,Saskatoon (WHL),,,169,1987
169,Toronto (OHL),,,170,1987
170,New Hampton School (High-NH),,,171,1987
171,Lukko Rauma (Finland),,,172,1987
172,New Prep (High-MA),,,173,1987
173,Northern Michigan (WCHA),,,174,1987
174,Belleville (OHL),,,175,1987
175,Burnsville (High-MN),,,176,1987
176,Zetor Brno (Czech),,,177,1987
177,Tartan (High-MA),,,178,1987
178,Karpat Oulu (Finland),,,179,1987
179,Seattle (WHL),,,180,1987
180,Penticton (BCHL),,,181,1987
181,St. John (High-MA),,,182,1987
182,Zetor Brno (Czech),,,183,1987
183,White Bear Lake (High-MN),,,184,1987
184,Drummondville (QMJHL),,,185,1987
185,St. Lawrence (ECAC),,,186,1987
186,Wisconsin (WCHA),,,187,1987
187,Loomis Chaffee (High-CT),,,188,1987
188,RPI (ECAC),,,189,1987
189,Swift Current (WHL),,,190,1987
190,Victoria (WHL),,,191,1987
191,Clarkson (ECAC),,,192,1987
192,Warroad (High-MN),,,193,1987
193,Denver (WCHA),,,194,1987
194,Boston University (H-East),,,195,1987
195,Hamilton (OHL),,,196,1987
196,Brandon (WHL),,,197,1987
197,N. Battleford (SJHL),,,198,1987
198,Northern Michigan (WCHA),,,199,1987
199,Illinois-Chicago (CCHA),,,200,1987
200,Warroad (High-MN),,,201,1987
201,Babson College,,,202,1987
202,Cornell (ECAC),,,203,1987
203,Pembroke (CCHL),,,204,1987
204,Wexford Jr. B (MJHL),,,205,1987
205,Illinois-Chicago (CCHA),,,206,1987
206,Culver Military Academy (High-IN),,,207,1987
207,Springfield Jr. B,,,208,1987
208,Westminster,,,209,1987
209,Newburyport,,,210,1987
210,Boston College (H-East),,,211,1987
211,Drummondville (QMJHL),,,212,1987
212,Rogle Angelholm (Sweden),,,213,1987
213,Northwood School (High-NY),,,214,1987
214,Philadelphia Jrs.,,,215,1987
215,Gottwaldov (Czech),,,216,1987
216,Hamilton (OHL),,,217,1987
217,Natick (High-MA),,,218,1987
218,Ferris State (CCHA),,,219,1987
219,Choate Academy (High-CT),,,220,1987
220,Hill Murray (High-MN),,,221,1987
221,Brockville (CCHL),,,222,1987
222,St. John's (High-MA),,,223,1987
223,Northern Michigan (WCHA),,,224,1987
224,EHC Freiburg,,,225,1987
225,Madison,,,226,1987
226,Andover (High-MA),,,227,1987
227,Princeton (ECAC),,,228,1987
228,Orebro (Sweden-2),,,229,1987
229,Slovan Bratislava (KHL),,,230,1987
230,Minnesota (WCHA),,,231,1987
231,Guelph (OHL),,,232,1987
232,Langley (BCHL),,,233,1987
233,Country Day (High-MA),,,234,1987
234,Denver (WCHA),,,235,1987
235,Brynas Gavle (Sweden),,,236,1987
236,Brynas Gavle (Sweden),,,237,1987
237,North Yarmouth (High-ME),,,238,1987
238,Northwood School (High-NY),,,239,1987
239,Burnsville (High-MN),,,240,1987
240,Rodoure SK (Denmark),,,241,1987
241,IK Talje (Sweden),,,242,1987
242,Regina (WHL),,,243,1987
243,Belmont Hill (High-MA),,,244,1987
244,Matignon (High-MA),,,245,1987
245,RPI (ECAC),,,246,1987
246,Djurgarden (Sweden),,,247,1987
247,Dubuque (USHL),,,248,1987
248,Dartmouth (ECAC),,,249,1987
249,Leksand (Sweden),,,250,1987
250,Minnetonka (High-MN),,,251,1987
251,CSKA Moscow (Russia),,,252,1987
