,Amateur Team,GP,Name,Overall Pick,Year
181,Dubuque (USHL),,,182,1992
182,Omaha (USHL),,,183,1992
183,Seattle (WHL),,,184,1992
184,Portland (WHL),,,185,1992
185,Oshawa (OHL),,,186,1992
186,Duluth East (High-MN),,,187,1992
187,North Bay (OHL),,,188,1992
188,Kitchener (OHL),,,189,1992
189,Regina Midgets,,,190,1992
190,Kamloops (WHL),,,191,1992
191,Calgary (AJHL),,,192,1992
192,Seattle (WHL),,,193,1992
193,Victoriaville (QMJHL),,,194,1992
194,Thunder Bay (USHL),,,195,1992
195,Victoria (WHL),,,196,1992
196,RPI (ECAC),,,197,1992
197,Bowling Green (CCHA),,,198,1992
198,Malmo (Sweden),,,199,1992
199,Chicoutimi (QMJHL),,,200,1992
200,Edina (High-MN),,,201,1992
201,Lulea (Sweden),,,202,1992
202,Niagara Falls (OHL),,,203,1992
203,CSKA Moscow (Russia),,,204,1992
204,Clarkson (ECAC),,,205,1992
205,Tri-City (WHL),,,206,1992
206,MoDo Ornskoldsvik (Sweden),,,207,1992
207,MoDo Ornskoldsvik (Sweden),,,208,1992
208,Thayer Academy (High-MA),,,209,1992
209,Sault Ste. Marie (OHL),,,210,1992
210,White Bear Lake (High-MN),,,211,1992
211,St. Mark's (High-MA),,,212,1992
212,Medicine Hat (WHL),,,213,1992
213,Peterborough (OHL),,,214,1992
214,Kingston (OHL),,,215,1992
215,Choate Academy (High-CT),,,216,1992
216,Belleville (OHL),,,217,1992
217,Shawinigan (QMJHL),,,218,1992
218,Izhorets (Russia-2),,,219,1992
219,Wexford (MJHL),,,220,1992
220,Kristall Saratov (Russia-2),,,221,1992
221,Farjestad (Sweden),,,222,1992
222,Swift Current (WHL),,,223,1992
223,Thayer Academy (High-MA),,,224,1992
224,Thornhill (MJHL),,,225,1992
225,Blaine (High-MN),,,226,1992
226,Sault Ste. Marie (OHL),,,227,1992
227,Khimik Voskresensk (Russia-2),,,228,1992
228,Stoneham (High-MA),,,229,1992
229,Sokol Kiev (Russia),,,230,1992
230,Prince Albert (WHL),,,231,1992
231,London (OHL),,,232,1992
232,Cornwall (OHL),,,233,1992
233,Regina (WHL),,,234,1992
234,Belmont Hill (High-MA),,,235,1992
235,Dartmouth Midgets,,,236,1992
236,Saskatoon (WHL),,,237,1992
237,Hawkesbury (CJHL),,,238,1992
238,Belmont Hill (High-MA),,,239,1992
239,Cherepovets (KHL),,,240,1992
240,Sault Ste. Marie (OHL),,,241,1992
241,HPK Hameenlinna (Finland),,,242,1992
242,Riga (Latvia-Jr.),,,243,1992
243,Culver Military Academy (High-IN),,,244,1992
244,Regina (WHL),,,245,1992
245,Krylja Sovetov (Russia),,,246,1992
246,Beauport (QMJHL),,,247,1992
247,CSKA Moscow (Russia),,,248,1992
248,Vastra Frolunda (Sweden),,,249,1992
249,Roseville (High-MN),,,250,1992
250,Cornwall (OHL),,,251,1992
251,Dynamo Moscow (Russia),,,252,1992
252,St. Louis Park (High-MN),,,253,1992
253,Sokol Kiev (Russia),,,254,1992
254,Kiekko-Espoo (Finland),,,255,1992
255,Riga (Latvia-Jr.),,,256,1992
256,SKA Leningrad (KHL),,,257,1992
257,Argus Moscow,,,258,1992
258,Duluth East (High-MN),,,259,1992
259,Spokane (WHL),,,260,1992
260,Notre Dame. (SJHL),,,261,1992
261,Oshawa (OHL),,,262,1992
262,Nacka (Sweden),,,263,1992
263,,,,264,1992
