,Amateur Team,GP,Name,Overall Pick,Year
68,Oshawa (OHL),82,Daniel Altshuller,69,2012
69,Guelph (OHL),152,Scott Kosmachuk,70,2012
70,Guelph (OHL),3,Tanner Richard,71,2012
71,Prince George (WHL),52,Troy Bourke,72,2012
72,Saginaw (OHL),207,Justin Kea,73,2012
73,Jokerit Jr. (Finland-Jr.),64,Esa Lindell,74,2012
74,Indiana (USHL),24,Jon Gillies,75,2012
75,Calgary (WHL),7,Chris Driedger,76,2012
76,Regina (WHL),133,Chandler Stephenson,77,2012
77,Union (ECAC),76,Shayne Gostisbehere,78,2012
78,Nobles (High-MA),157,Chris Calnan,79,2012
79,Saginaw (OHL),22,Jake Paterson,80,2012
80,Skelleftea Jr. (Sweden-Jr.),197,Oskar Sundqvist,81,2012
81,Owen Sound (OHL),58,Jarrod Maidens,82,2012
82,Sault Ste. Marie (OHL),164,Matt Murray,83,2012
83,Victoria (WHL),153,Steven Hodges,84,2012
84,USA U-18 (USHL),9,Matthew Grzelcyk,85,2012
85,Fort McMurray (AJHL),80,Colton Parayko,86,2012
86,Frolunda (Sweden),71,Frederik Andersen,87,2012
87,Moncton (QMJHL),22,James Melindy,88,2012
88,Portland (WHL),3,Brendan Leipsic,89,2012
89,Windsor (OHL),88,Ben Johnson,90,2012
90,Belleville (OHL),3,Daniil Zharkov,91,2012
91,Kitchener (OHL),119,Matia Marcantuoni,92,2012
92,Djurgarden (Sweden),40,Erik Gustafsson,93,2012
93,Windsor (OHL),31,Brady Vail,94,2012
94,London (OHL),29,Josh Anderson,95,2012
95,Kitchener (OHL),2,Ben Thomson,96,2012
96,Lincoln (USHL),1,Kevin Roy,97,2012
97,Nobles (High-MA),5,Adam Gilmour,98,2012
98,Frolunda Jr. (Sweden-Jr.),53,Erik Karlsson,99,2012
99,USA U-18 (USHL),54,Thomas Di Pauli,100,2012
100,Blainville-Boisbriand (QMJHL),4,Cedric Paquette,101,2012
101,Okotoks (AJHL),15,Rhett Holland,102,2012
102,Cape Breton (QMJHL),,Loic Leduc,103,2012
103,Owen Sound (OHL),,Gemel Smith,104,2012
104,Vancouver (WCHL),,Brett Kulak,105,2012
105,Nobles (High-MA),,Timothy Boyle,106,2012
106,Notre Dame (CCHA),,Austin Wuthrich,107,2012
107,Chicoutimi (QMJHL),,Andrew O'Brien,108,2012
108,Acadie-Bathurst (QMJHL),,Christophe Lalancette,109,2012
109,London (OHL),,Andreas Athanasiou,110,2012
110,Brynas Jr. (Sweden-Jr.),,Fredric Larsson,111,2012
111,Shattuck-St. Mary's (High-MN),,Zach Stepan,112,2012
112,Powell River (BCHL),,Sean Maguire,113,2012
113,Mytischi 2 (Russia-Jr.),,Alexander Delnov,114,2012
114,Mississauga St. Michael's (OHL),,Trevor Carrick,115,2012
115,Everett (WHL),,Nicholas Walters,116,2012
116,Portland (WHL),,Taylor Leier,117,2012
117,HIFK Jr. (Finland-Jr.),,Mikko Vainonen,118,2012
118,Farjestad Jr. (Sweden-Jr.),,Calle Andersson,119,2012
119,Chicago (USHL),,Jaccob Slavin,120,2012
120,CSKA 2 (Russia-Jr.),,Nikolay Prokhorkin,121,2012
121,Chicoutimi (QMJHL),,Charles Hudon,122,2012
122,Denver (WCHA),,Joey Laleggia,123,2012
123,Quebec (QMJHL),,Ryan Culkin,124,2012
124,Kimball Union (High-NH),,Doyle Somerby,125,2012
125,Duluth East (High-MN),,Dominic Toninato,126,2012
126,Fargo (USHL),,Brian Cooper,127,2012
127,Lulea (Sweden),,Daniel Gunnarsson,128,2012
128,Wisconsin (WCHA),,Brendan Woods,129,2012
129,Odessa (NAHL),,Connor Hellebuyck,130,2012
130,London (OHL),,Seth Griffith,131,2012
131,Windsor (OHL),,Michael Clarke,132,2012
132,Victoria (WHL),,Logan Nelson,133,2012
133,Seattle (WHL),,Branden Troock,134,2012
134,Swift Current (WHL),,Graham Black,135,2012
135,Indiana (USHL),,Robert Baillargeon,136,2012
136,USA U-18 (USHL),,Connor Carrick,137,2012
137,St. Sebastian's (High-MA),,Daniel O'Regan,138,2012
138,Saginaw (OHL),,Garret Ross,139,2012
139,Lincoln (USHL),,Michael McKee,140,2012
140,Merritt (BCHL),,Reece Willcox,141,2012
141,Herning (Denmark),,Thomas Spelling,142,2012
142,Peterborough (OHL),,Clark Seymour,143,2012
143,Kalpa Jr. (Finland-Jr.),,Henri Kiviaho,144,2012
144,Plymouth (OHL),,Cody Payne,145,2012
145,Val-D'Or (QMJHL),,Francois Tremblay,146,2012
146,Nepean (CCHL),,Ben Hutton,147,2012
147,Blues Jr. (Finland-Jr.),,Niklas Tikkinen,148,2012
148,Moose Jaw (WHL),,Travis Brown,149,2012
149,Coquitlam (BCHL),,Alexander Kerfoot,150,2012
150,Sault Ste. Marie (OHL),,Colin Miller,151,2012
151,Rogle Jr. (Sweden-Jr.),,Daniel Zaar,152,2012
152,Cornell (ECAC),,John McCarron,153,2012
153,MODO Jr. (Sweden-Jr.),,Erik Nystrom,154,2012
154,Niagara (OHL),,Jesse Graham,155,2012
155,Erie (OHL),,Connor Brown,156,2012
156,London (OHL),,Ryan Rupert,157,2012
157,Bern (Swiss),,Christoph Bertschy,158,2012
158,USA U-18 (USHL),,Collin Olson,159,2012
159,Saskatoon (WHL),,Ryan Olsen,160,2012
160,Owen Sound (OHL),,Jake Dotchin,161,2012
161,Owen Sound (OHL),,Joseph Blandisi,162,2012
162,MODO Jr. (Sweden-Jr.),,Linus Ullmark,163,2012
163,Huddinge Jr. (Sweden-Jr.),,Simon Fernholm,164,2012
164,Swift Current (WHL),,Coda Gordon,165,2012
165,Quebec (QMJHL),,Francois Brassard,166,2012
166,USA U-18 (USHL),,Riley Barber,167,2012
167,Sioux City (USHL),,Clifford Watson,168,2012
168,Waterloo (USHL),,Vincent Hinostroza,169,2012
169,Toronto Lakeshore (OJHL),,James De Haas,170,2012
170,Gatineau (QMJHL),,Tomas Hyka,171,2012
171,Farjestad Jr. (Sweden-Jr.),,Max Gortz,172,2012
172,Shawinigan (QMJHL),,Anton Zlobin,173,2012
173,Rimouski (QMJHL),,Francis Beauvillier,174,2012
174,Spruce Grove (AJHL),,Matthew Benning,175,2012
175,Jokerit Jr. (Finland-Jr.),,Petteri Lindbohm,176,2012
176,Victoria (WHL),,Wesley Myron,177,2012
177,Shattuck-St. Mary's (High-MN),,Hunter Fejes,178,2012
178,Plzen (Czech),,Marek Mazanec,179,2012
179,Owen Sound (OHL),,Artur Gavrus,180,2012
180,Lincoln (USHL),,Paul Ladue,181,2012
181,Sault Ste. Marie (OHL),,Gianluca Curcuruto,182,2012
182,Zelenograd Jr./U. Mass-Lowell (H-East),,Dmitry Sinitsyn,183,2012
183,Pardubice Jr. (Czech),,Marek Langhamer,184,2012
184,Grand Rapids (High-MN),,Jake Bischoff,185,2012
185,Muskegon (USHL),,Matthew Deblouw,186,2012
186,Calgary (WHL),,Kenton Helgesen,187,2012
187,Edina High (High-MN),,Louis Nanne,188,2012
188,Malden Catholic (High-MA),,Brendan Collier,189,2012
189,Toronto Jr. Canadiens (OJHL),,Jamie Phillips,190,2012
190,Victoriaville (QMJHL),,Brandon Whitney,191,2012
191,Kamloops (WHL),,Colin Smith,192,2012
192,Belleville (OHL),,Brady Austin,193,2012
193,Linkoping Jr. (Sweden-Jr.),,Jonatan Nielsen,194,2012
194,Brynas Jr. (Sweden-Jr.),,Christian Djoos,195,2012
195,Mora (Sweden-2),,Mikael Wikstrand,196,2012
196,Calgary (WHL),,Jaynen Rissling,197,2012
197,Cornell (ECAC),,Joakim Ryan,198,2012
198,Sherwood Park (AJHL),,Matt Tomkins,199,2012
199,Ostersunds (Sweden),,Rasmus Bodin,200,2012
200,Spartak 2 (Russia-Jr.),,Valeri Vasiliev,201,2012
201,CSKA 2 (Russia-Jr.),,Nikita Gusev,202,2012
202,Novokuznetsk 2 (Russia-Jr.),,Sergey Kostenko,203,2012
203,Duluth Marshall (High-MN),,Judd Peterson,204,2012
204,Fargo (USHL),,Colton Hargrove,205,2012
205,Brandon (WHL),,Tyrel Seaman,206,2012
206,Exeter (High-NH),,Matthew Beattie,207,2012
207,Shawinigan (QMJHL),,Justin Hache,208,2012
208,Sodertalje (Sweden-2),,Viktor Loov,209,2012
209,Nebraska-Omaha (WCHA),,Jaycob Megna,210,2012
210,Windsor (OHL),,Nick Ebert,211,2012
