,Amateur Team,GP,Name,Overall Pick,Year
150,Chemopetrol Litvinov Jr. (Czech),,,151,1999
151,Calgary (WHL),,,152,1999
152,Denver (WCHA),,,153,1999
153,Kingston (OHL),,,154,1999
154,U. of Maine (H-East),,,155,1999
155,Acadie-Bathurst (QMJHL),,,156,1999
156,Lada Togliatti (KHL),,,157,1999
157,HV 71 Jonkoping Jr. (Sweden-Jr.),,,158,1999
158,Krylja Sovetov (Russia),,,159,1999
159,Cherepovets 2 (Russia-3),,,160,1999
160,Slavia Praha (Czech-2),,,161,1999
161,Davos (Swiss),,,162,1999
162,HV 71 Jonkoping Jr. (Sweden-Jr.),,,163,1999
163,Vitkovice (Czech),,,164,1999
164,Windsor (OHL),,,165,1999
165,Sault Ste. Marie (OHL),,,166,1999
166,Erie (OHL),,,167,1999
167,Grums (Sweden-3),,,168,1999
168,Brampton (OHL),,,169,1999
169,Cornell (ECAC),,,170,1999
170,London Jr. B,,,171,1999
171,Vernon (BCHL),,,172,1999
172,AIK Solna (Sweden),,,173,1999
173,Plymouth (OHL),,,174,1999
174,Harvard (ECAC),,,175,1999
175,Minnesota (WCHA),,,176,1999
176,Proctor (High-NH),,,177,1999
177,Val d'Or (QMJHL),,,178,1999
178,Regina (WHL),,,179,1999
179,Farjestad (Sweden),,,180,1999
180,Guelph (OHL),,,181,1999
181,Port Huron (IHL),,,182,1999
182,HPK Hameenlinna (Finland),,,183,1999
183,Prince George (WHL),,,184,1999
184,Barrie (OHL),,,185,1999
185,Kamloops (WHL),,,186,1999
186,ZPS Zlin Jr. (Czech-Jr.),,,187,1999
187,Green Bay (USHL),,,188,1999
188,Kelowna (WHL),,,189,1999
189,Windsor (OHL),,,190,1999
190,ZPS Zlin Jr. (Czech-Jr.),,,191,1999
191,AIK Solna Jr. (Sweden-2),,,192,1999
192,Belleville (OHL),,,193,1999
193,MoDo Ornskoldsvik Jr. (Sweden-Jr.),,,194,1999
194,U. Mass-Lowell (H-East),,,195,1999
195,Novokuznetsk (KHL),,,196,1999
196,Espoo (Finland),,,197,1999
197,Prince George (WHL),,,198,1999
198,Saskatoon (WHL),,,199,1999
199,Pisek (Czech-2),,,200,1999
200,HIFK Helsinki (Finland),,,201,1999
201,Oshawa (OHL),,,202,1999
202,Ferris State (CCHA),,,203,1999
203,London (OHL),,,204,1999
204,Neepawa,,,205,1999
205,Seattle (WHL),,,206,1999
206,Victoria (WHL),,,207,1999
207,Trinec (Czech),,,208,1999
208,Swift Current (WHL),,,209,1999
209,Timra (Sweden-2),,,210,1999
210,CSKA Moscow (Russia),,,211,1999
211,Hull (QMJHL),,,212,1999
212,Hull (QMJHL),,,213,1999
213,Colorado College (WCHA),,,214,1999
214,Oshawa (OHL),,,215,1999
215,HIFK Helsinki (Finland),,,216,1999
216,Saskatoon (WHL),,,217,1999
217,JyP HT Jyvaskyla (Finland),,,218,1999
218,CSKA Moscow (Russia),,,219,1999
219,Bratislava Jr.,,,220,1999
220,Surrey (BCHL),,,221,1999
221,Chicago (USHL),,,222,1999
222,Hull (QMJHL),,,223,1999
223,Vastra Frolunda Jr. (Sweden-Jr.),,,224,1999
224,JYP HT Jyvaskyla Jr. (Finland-Jr.),,,225,1999
225,Lada Togliatti 2 (Russia-3),,,226,1999
226,Val d'Or (QMJHL),,,227,1999
227,Ceske Budejovice (Czech-2),,,228,1999
228,Acadie-Bathurst (QMJHL),,,229,1999
229,Poldi Kladno (Czech),,,230,1999
230,Clarkson (ECAC),,,231,1999
231,Dynamo Moscow (Russia),,,232,1999
232,Saskatoon (WHL),,,233,1999
233,Fribourg,,,234,1999
234,Peterborough (OHL),,,235,1999
235,Boston University (H-East),,,236,1999
236,Lukko Rauma Jr. (Finland-Jr.),,,237,1999
237,Kamloops (WHL),,,238,1999
238,MoDo Ornskoldsvik (Sweden),,,239,1999
239,Green Bay (USHL),,,240,1999
240,NY Apple Core (EJHL),,,241,1999
241,Nobles (High-MA),,,242,1999
242,Thayer Academy (High-MA),,,243,1999
243,Grand Rapids (IHL),,,244,1999
244,Jokerit Helsinki (KHL),,,245,1999
245,St. Lawrence (ECAC),,,246,1999
246,TPS Turku (Finland),,,247,1999
247,New Hampshire (H-East),,,248,1999
248,Dynamo Moscow (Russia),,,249,1999
249,Des Moines (USHL),,,250,1999
250,MoDo Ornskoldsvik (Sweden),,,251,1999
251,CSKA Moscow (Russia),,,252,1999
252,Quebec (QMJHL),,,253,1999
253,Yekaterinburg (Russia-2),,,254,1999
254,Notre Dame (CCHA),,,255,1999
255,UTE Budapest,,,256,1999
256,Espoo (Finland),,,257,1999
257,Air Force (CHA),,,258,1999
258,Alaska-Anchorage (WCHA),,,259,1999
259,Cornell (ECAC),,,260,1999
260,RPI (ECAC),,,261,1999
261,Torpedo Ust-Kamenogorsk (Russia-2),,,262,1999
262,Prince Albert (WHL),,,263,1999
263,Dynamo-81 Riga,,,264,1999
264,Peterborough (OHL),,,265,1999
265,Portland (WHL),,,266,1999
266,U. of Maine (H-East),,,267,1999
267,Upper Canada College,,,268,1999
268,St. Petersburg (KHL),,,269,1999
269,Rouyn Noranda (QMJHL),,,270,1999
270,Tri-City (WHL),,,271,1999
271,Torpedo Yaroslavl (KHL),,,272,1999
