,Amateur Team,GP,Name,Overall Pick,Year
60,Lada Togliatti (KHL),1,Ryan Huska,61,1993
61,Peterborough (OHL),49,Milos Holan,62,1993
62,Sudbury (OHL),93,Steve Washburn,63,1993
63,Andover (High-MA),2,Ruslan Batyrshin,64,1993
64,Welland Jr. B (GOJHL),915,Jamal Mayers,65,1993
65,Kristall Elektrostal (Russia),601,Eric Daze,66,1993
66,MoDo Ornskoldsvik (Sweden),29,Warren Luhning,67,1993
67,Detroit (OHL),4,Ravil Gusmanov,68,1993
68,Laval (QMJHL),5,Bob Wren,69,1993
69,Minnetonka,261,Marty Murray,70,1993
70,Ceske Budejovice (Czech-2),113,John Jakopin,71,1993
71,TJ Vitkovice (Czech),21,Dieter Kochan,72,1993
72,Hull (QMJHL),465,Shawn Bates,73,1993
73,Trenton,190,Mikhail Shtalenkov,74,1993
74,Burlington (High-MA),1050,Miroslav Satan,75,1993
75,Kamloops (WHL),2,Jeff Lank,76,1993
76,TJ Vitkovice (Czech),592,Nolan Pratt,77,1993
77,Ottawa (OHL),526,Tommy Salo,78,1993
78,Dynamo Moscow (Russia),33,Larry Courville,79,1993
79,Kharkov,10,Tomas Vlasak,80,1993
80,Hodonin,85,John Emmons,81,1993
81,Hearst,31,Zdenek Nedved,82,1993
82,Detroit (OHL),829,Scott Walker,83,1993
83,Derby,66,Norm Maracle,84,1993
84,South Hadley,33,Anders Myrvold,85,1993
85,Lipetski,1,Chris Kelleher,86,1993
86,Newmarket (OHL),1,Petri Varis,87,1993
87,Sherbrooke (QMJHL),151,Antti Aalto,88,1993
88,Western Michigan (CCHA),74,Alain Nasreddine,89,1993
89,Beauport (QMJHL),2,Rick Mrozik,90,1993
90,Victoriaville (QMJHL),247,Per Svartvadet,91,1993
91,Calgary (AJHL),67,Mike Crowley,92,1993
92,Traktor Chelyabinsk (KHL),2,Steve Brule,93,1993
93,Detroit (OHL),35,Peter LeBoutillier,94,1993
94,Calgary (WHL),526,Michal Grosek,95,1993
95,Brandon (WHL),149,Jere Karalahti,96,1993
96,St. Michael's Jr. B (OJHL),32,Frank Banham,97,1993
97,Kelowna (BCHL),264,Andreas Karlsson,98,1993
98,Northwood School (High-NY),947,Darcy Tucker,99,1993
99,Laval (QMJHL),25,Christian Matte,100,1993
100,Hamilton (OHL),444,Patrick Lalime,101,1993
101,Augsburg (MIAC),1195,Todd Marchant,102,1993
102,Medford (High-MA),14,Sergei Petrenko,103,1993
103,Kiruna (Sweden),411,Darren Van Impe,104,1993
104,St. Hyacinthe (QMJHL),1110,Andrew Brunette,105,1993
105,Kiev (Russia),93,David Ling,106,1993
106,Seattle (WHL),1,Sean Selmser,107,1993
107,Milwaukee (IHL),7,Tom Askey,108,1993
108,Tacoma (WHL),365,Manny Legace,109,1993
109,Toronto,77,Paul Healey,110,1993
110,Dukla Trencin (Slovakia),178,Eric Boguniecki,111,1993
111,Sault Ste. Marie (OHL),14,Alan Letang,112,1993
112,Prince Albert (WHL),1108,Hal Gill,113,1993
113,Traktor Chelyabinsk (KHL),124,Brad Norton,114,1993
114,Portland (WHL),1060,Mike Grier,115,1993
115,AC Nitra (Slovakia),39,Barrie Moore,116,1993
116,Detroit (OHL),49,Martin Strbak,117,1993
117,Vasteras (Sweden-2),847,Pavol Demitra,118,1993
118,Newmarket (OHL),8,Harijs Vitolinsh,119,1993
119,Slavia Praha (Czech-2),18,Joel Prpic,120,1993
120,Hanmer,4,Anatoli Fedotov,121,1993
121,Yale (ECAC),1,Jordan Willis,122,1993
122,Sudbury (OHL),1108,Kimmo Timonen,123,1993
123,Owen Sound (OHL),624,German Titov,124,1993
124,Spokane (WHL),123,Bert Robertsson,125,1993
125,Saskatoon (WHL),45,Igor Chibirev,126,1993
126,Farjestad (Sweden),57,Ilja Byakin,127,1993
127,Reipas Lahti (Finland),4,Alexander Vasilevski,128,1993
128,Chelyabinsk (Russia-2),662,Scott Nichol,129,1993
129,St. Sebastian's (High-MA),56,Christer Olsson,130,1993
130,Sudbury (OHL),242,Hans Jonsson,131,1993
131,Assat Pori (Finland),,,132,1993
132,Val Caron,,,133,1993
133,TPS Turku (Finland),,,134,1993
134,Drummondville (QMJHL),,,135,1993
135,Cloquet (High-MN),,,136,1993
136,Bloomington-Jefferson (High-MN),,,137,1993
137,Lethbridge (WHL),,,138,1993
138,MoDo Ornskoldsvik (Sweden),,,139,1993
139,Bloomington-Jefferson (High-MN),,,140,1993
140,Calgary (WHL),,,141,1993
141,Calgary (WHL),,,142,1993
142,St. Jean (QMJHL),,,143,1993
143,Red Deer (WHL),,,144,1993
144,ZPS Zlin (Czech),,,145,1993
145,HIFK Helsinki (Finland),,,146,1993
146,Saskatoon (WHL),,,147,1993
147,Leksand (Sweden),,,148,1993
148,Utica (High-MA),,,149,1993
149,Notre Dame (SJHL),,,150,1993
150,Kamloops (WHL),,,151,1993
151,Kitchener (OHL),,,152,1993
152,Granby (QMJHL),,,153,1993
153,Ottawa (OHL),,,154,1993
154,Seattle (WHL),,,155,1993
155,Shawinigan (QMJHL),,,156,1993
156,Krylja Sovetov (Russia),,,157,1993
157,Torpedo Ust-Kamenogorsk (Russia-2),,,158,1993
158,Victoriaville (QMJHL),,,159,1993
159,Osseo (High-MN),,,160,1993
160,Kingston (OHL),,,161,1993
161,Cherepovets (KHL),,,162,1993
162,Dynamo Minsk (KHL),,,163,1993
163,Clarkson (ECAC),,,164,1993
164,Saskatoon (WHL),,,165,1993
165,Boston (ECAC),,,166,1993
166,Michigan State (CCHA),,,167,1993
167,Dynamo Moscow (Russia),,,168,1993
168,Salavat Yulayev Ufa (KHL),,,169,1993
169,Red Deer (WHL),,,170,1993
170,Hull (QMJHL),,,171,1993
171,Essex Junction (High-VT),,,172,1993
172,Minneapolis (High-MN),,,173,1993
173,Owen Sound (OHL),,,174,1993
174,North Bay (OHL),,,175,1993
175,Torpedo Nizhny Novogord (Russia-2),,,176,1993
176,Madison (High-IN),,,177,1993
177,CSKA Moscow (Russia),,,178,1993
178,Kingston (OHL),,,179,1993
179,Westminster (High-CT),,,180,1993
180,Boston (High-MA),,,181,1993
181,Red Deer (WHL),,,182,1993
182,Bells River,,,183,1993
183,Estevan (WCHL),,,184,1993
184,Peterborough (OHL),,,185,1993
185,Ohio State (CCHA),,,186,1993
186,Millbrook,,,187,1993
187,Niagara Falls (OHL),,,188,1993
188,Alaska-Anchorage (WCHA),,,189,1993
189,Omaha (USHL),,,190,1993
190,Burnsville (High-MN),,,191,1993
191,Prince Albert (WHL),,,192,1993
192,Westminster (High-CT),,,193,1993
193,Victoria (WHL),,,194,1993
194,Winnipeg (WHL),,,195,1993
195,Toronto,,,196,1993
196,Newmarket (OHL),,,197,1993
197,Peterborough (OHL),,,198,1993
198,Richmond Hill,,,199,1993
199,Rochester,,,200,1993
200,Tri-City (WHL),,,201,1993
201,Lake Superior State (CCHA),,,202,1993
202,Newmarket (OHL),,,203,1993
203,TJ Vitkovice (Czech),,,204,1993
204,Chemopetrol Litvinov (Russia),,,205,1993
205,Cloquet (High-MN),,,206,1993
206,Nashoba (High-MA),,,207,1993
207,Seattle (WHL),,,208,1993
208,Bemidji State (WCHA),,,209,1993
209,Djurgarden (Sweden),,,210,1993
210,Cowansville,,,211,1993
211,Minsk (Belarus-Jr.),,,212,1993
212,Tri-City (WHL),,,213,1993
213,CSKA Moscow (Russia),,,214,1993
214,Cushing Academy (High-MA),,,215,1993
215,Toronto,,,216,1993
216,Kristall Elektrostal (Russia),,,217,1993
217,Harvard (ECAC),,,218,1993
218,St. Sebastian's H.S. (High-MA),,,219,1993
219,Sudbury (OHL),,,220,1993
220,Chilliwack (BCHL),,,221,1993
221,Rogle Angelholm (Sweden),,,222,1993
222,Krylja Sovetov (Russia),,,223,1993
223,ZPA Presov (Slovakia-2),,,224,1993
224,Toronto,,,225,1993
225,Tabor Academy (High-MA),,,226,1993
226,Dukla Trencin (Slovakia),,,227,1993
227,Chur,,,228,1993
228,Montreal (QMJHL),,,229,1993
229,Buffalo,,,230,1993
230,Hawkesbury (CJHL),,,231,1993
231,Milton,,,232,1993
232,Waterloo Jr. B (GOJHL),,,233,1993
233,Wayzata (High-MN),,,234,1993
234,Hingham (High-CT),,,235,1993
235,Kitchener (OHL),,,236,1993
236,Kitchener (OHL),,,237,1993
237,Moncton (AHL),,,238,1993
238,Archbiship Williams (High-MA),,,239,1993
239,Kitchener (OHL),,,240,1993
240,Traktor Chelyabinsk (KHL),,,241,1993
241,Traktor Chelyabinsk (KHL),,,242,1993
242,London (OHL),,,243,1993
243,Brandon (WHL),,,244,1993
244,Poldi Kladno (Czech),,,245,1993
245,Calgary (WHL),,,246,1993
246,St. Jean (QMJHL),,,247,1993
247,Hull (QMJHL),,,248,1993
248,Newmarket (OHL),,,249,1993
249,KalPa Kuopio (Finland),,,250,1993
250,Rosenheim (Germany),,,251,1993
251,TPS Turku (Finland),,,252,1993
252,Toronto,,,253,1993
253,Sodertalje (Sweden-2),,,254,1993
254,Manchester (High-NH),,,255,1993
255,Syracuse (High-MA),,,256,1993
256,Edmonton (WHL),,,257,1993
257,Prince Albert (WHL),,,258,1993
258,Hammarby,,,259,1993
259,Moscow (KHL),,,260,1993
260,Gorky (Russia-3),,,261,1993
261,Sudbury (OHL),,,262,1993
262,Lethbridge (WHL),,,263,1993
263,Worcester Academy (High-MA),,,264,1993
264,Chicoutimi (QMJHL),,,265,1993
265,Fort Wayne (IHL),,,266,1993
266,Landshut (Germany),,,267,1993
267,Traktor Chelyabinsk (KHL),,,268,1993
268,Bloomington (High-MN),,,269,1993
269,Alaska All-Stars,,,270,1993
270,Victoria (WHL),,,271,1993
271,Portland (WHL),,,272,1993
272,London Jr. B,,,273,1993
273,Hull (QMJHL),,,274,1993
274,Brynas Gavle (Sweden),,,275,1993
275,Lugano (Swiss),,,276,1993
276,Penticton (BCHL),,,277,1993
277,St. Lawrence (ECAC),,,278,1993
278,Western Michigan (CCHA),,,279,1993
279,Kiev (Russia),,,280,1993
280,Culver Military Academy (High-IN),,,281,1993
281,Detroit Compuware (NAHL),,,282,1993
282,St. Paul (USHL),,,283,1993
283,Catholic Memorial (High-MA),,,284,1993
284,Swift Current (WHL),,,285,1993
285,MoDo Ornskoldsvik (Sweden),,,286,1993
