,Amateur Team,GP,Name,Overall Pick,Year
100,Ilves Tampere Jr. (Finland-Jr.),,Joonas Lehtivuori,101,2006
101,Apple Valley (High-MN),,Kyle Medvec,102,2006
102,Guelph (OHL),,Michael Caruso,103,2006
103,Vsetin (Czech),,David Kveton,104,2006
104,Ilves Tampere Jr. (Finland-Jr.),,Niko Snellman ,105,2006
105,Zurich ( ),,Reto Berra,106,2006
106,Penticton (BCHL),,Tyler Miller,107,2006
107,Sherwood Park ( ),,Jase Weslosky,108,2006
108,Ceske Budejovice Jr. ( ),,Jakub Kovar,109,2006
109,U.S. National U-18 (USNTDP),,Kevin Montgomery,110,2006
110,Bad Tolz ( ),,Korbinian Holzer,111,2006
111,Belleville (OHL),,Matt Beleskey,112,2006
112,Lethbridge (WHL),,Ben Wright,113,2006
113,Leksand ( ),,Niclas Andersen,114,2006
114,Kosice ( ),,Tomas Marcinko,115,2006
115,Eau Claire North (High-WI),,Derrick Lapoint,116,2006
116,Saint John (QMJHL),,Felix Schutz,117,2006
117,Rouyn Noranda (QMJHL),,Hugo Carpentier,118,2006
118,St. Sebastian's (High-MA),,Doug Rogers,119,2006
119,Cushing Academy (High-MA),,Richard Bachman,120,2006
120,Gatineau (QMJHL),,Pierre-Luc Lessard,121,2006
121,Brampton (OHL),,Luke Lynes,122,2006
122,Kingston (OHL),,Bobby Hughes,123,2006
123,St. Louis Park (High-MN),,Andy Sackrison,124,2006
124,Alaska-Fairbanks ( ),,Chad Johnson,125,2006
125,Des Moines (USHL),,Shane Sims,126,2006
126,Quebec (QMJHL),,Maxime Lacroix,127,2006
127,Halifax (QMJHL),,Andrew Bodnarchuk,128,2006
128,HIFK Helsinki Jr. ( ),,Robert Nyholm,129,2006
129,U.S. National U-18 (USNTDP),,Brett Bennett,130,2006
130,Poldi Kladno (Czech),,Martin Latal,131,2006
131,Jokerit Helsinki ( ),,Niko Hovinen,132,2006
132,Brampton (OHL),,Bryan Pitton,133,2006
133,Yale (ECAC),,David Meckler,134,2006
134,Sioux Falls (USHL),,Alex Kangas,135,2006
135,Michigan State (CCHA),,Nick Sucharski,136,2006
136,Dukla Trencin ( ),,Tomas Zaborsky,137,2006
137,Newmarket (OPJHL),,David McIntyre,138,2006
138,Neftekhimik ( ),,Pavel Valentenko,139,2006
139,Providence ( ),,Cody Wild,140,2006
140,Malmo Jr. ( ),,Kim Johansson,141,2006
141,Drummondville (QMJHL),,Maxime Frechette,142,2006
142,Kamloops (WHL),,Ashton Rome,143,2006
143,Champlain (QJHL),,Martin Nolet,144,2006
144,Providence ( ),,Jon Rheault,145,2006
145,Colgate ( ),,Mark Dekanich,146,2006
146,Salisbury (High-CT),,Alex Biega,147,2006
147,Rouyn Noranda (QMJHL),,Olivier Magnan,148,2006
148,Kalpa Kuopio Jr. (Finland-Jr.),,Juuso Puustinen,149,2006
149,HIFK Helsinki Jr. ( ),,Max Warn,150,2006
150,Saginaw (OHL),,Ryan Daniels,151,2006
151,Medicine Hat (WHL),,Jordan Bendfeld,152,2006
152,Lewiston (QMJHL),,Stefan Chaput,153,2006
153,Belmont Hill (High-MA),,Matthew McCollem,154,2006
154,Windsor (OHL),,Peter Aston,155,2006
155,Jokerit Helsinki Jr. (Finland-Jr.),,Jan-Mikael Juutilainen,156,2006
156,Lakeland Union (High-WI),,Brent Gwidt,157,2006
157,Swift Current (WHL),,Levi Nelson,158,2006
158,Prince George (WHL),,Jesse Dudas,159,2006
159,Moncton (QMJHL),,Andrew MacDonald,160,2006
160,Vastra Frolunda (Sweden),,Viktor Stalberg,161,2006
161,Basel ( ),,Julian Walker,162,2006
162,CSKA Moscow (Russia),,Sergei Shirokov,163,2006
163,Eisbaren Berlin (Germany),,Constantin Braun,164,2006
164,HIFK Helsinki Jr. ( ),,Jonas Enlund,165,2006
165,Shattuck-St. Mary's (High-MN),,Tyler Ruegsegger,166,2006
166,Kloten ( ),,Juraj Simek,167,2006
167,Swift Current (WHL),,Dane Crowley,168,2006
168,Wellington (OPJHL),,Chris Auger,169,2006
169,Lada Togliatti (KHL),,Alexander Bumagin,170,2006
170,Governor Dummer (High-MA),,Brian Day,171,2006
171,HPK Hameenlinna ( ),,Petteri Wirtanen,172,2006
172,Djurgarden Jr ( ),,Stefan Ridderwall,173,2006
173,Prince George (WHL),,Eric Hunter,174,2006
174,Baie-Comeau (QMJHL),,Michael Dupont,175,2006
175,U.S. National U-18 (USNTDP),,Ryan Flynn,176,2006
176,Acadie-Bathurst (QMJHL),,Mathieu Perreault,177,2006
177,NY Bobcats (AJHL),,Tony Romano,178,2006
178,Breck (High-MN),,Jordan Fulton,179,2006
179,Assat Pori ( ),,Leo Komarov,180,2006
180,Beaver Valley (KIJHL),,Kevin Koopman,181,2006
181,Ceske Budejovice Jr. ( ),,Jan Mursak ,182,2006
182,Clarkson ( ),,Nick Dodge,183,2006
183,Bjorkloven (Sweden),,Alexander Hellstrom,184,2006
184,HIFK Helsinki ( ),,Timo Seppanen,185,2006
185,Hamilton (OPJHL),,Peter Leblanc,186,2006
186,Sudbury (OHL),,Devin Didiomete,187,2006
187,Western Michigan (CCHA),,Chris Frank,188,2006
188,Medicine Hat (WHL),,Derek Dorsett,189,2006
189,Springfield (NAHL),,Troy Mattila,190,2006
190,Burnsville (High-MN),,Nick Oslund,191,2006
191,Cretin-Derham (High-MN),,Chris Hickey,192,2006
192,Nanaimo (BCHL),,Marc Cheverie,193,2006
193,Moncton (QMJHL),,Matt Marquardt,194,2006
194,Spruce Grove (AJHL),,Jesse Martin,195,2006
195,Boston College ( ),,Benn Ferriero,196,2006
196,Prince George (WHL),,Evan Fuller,197,2006
197,Tver ( ),,Denis Kazionov,198,2006
198,Portland (WHL),,Cameron Cepek,199,2006
199,CSKA Moscow 2 (Russia),,Arturs Kulda ,200,2006
200,Michigan (CCHA),,Billy Sauer,201,2006
201,Boston University ( ),,John McCarthy,202,2006
202,Sioux Falls (USHL),,Jay Barriball,203,2006
203,Trinec Jr. (Czech-Jr.),,Lukas Zeliska,204,2006
204,Chelyabinsk ( ),,Andrei Popov,205,2006
205,Vasteras Jr (Sweden-Jr.),,Viktor Sjodin,206,2006
206,Baie-Comeau (QMJHL),,Benjamin Breault,207,2006
207,Shawinigan (QMJHL),,Kyell Henegan,208,2006
208,Farjestad Jr. ( ),,Per Jonsson,209,2006
209,Tabor Academy (High-MA),,Will O'Neill,210,2006
210,Notre Dame (CCHA),,Erik Condra,211,2006
211,Regina (WHL),,Logan Pyett,212,2006
212,Penticton (BCHL),,Justin Krueger,213,2006
