,Amateur Team,GP,Name,Overall Pick,Year
37,Sarnia (OHL),341,Mathieu Garon,38,1996
38,Lethbridge (WHL),142,Pierre Dagenais,39,1996
39,Val d'Or (QMJHL),53,Daniel Goneau,40,1996
40,Twin Cities Jr. (USHL),797,Colin White,41,1996
41,Niagara Falls (OHL),3,Yuri Babenko,42,1996
42,Barrie (OHL),1410,Zdeno Chara,43,1996
43,Victoriaville (QMJHL),824,Tom Poti,44,1996
44,Medicine Hat (WHL),2,Chris Allen,45,1996
45,Niagara Falls (OHL),308,Scott Parker,46,1996
46,Moncton (QMJHL),493,Oleg Kvasha,47,1996
47,Granby (QMJHL),108,Gordie Dwyer,48,1996
48,Hull (QMJHL),469,Jon Sim,49,1996
49,Laval (QMJHL),789,Arron Asham,50,1996
50,Krylja Sovetov (Russia),31,Boyd Kane,51,1996
51,Spokane (WHL),21,Zenith Komarniski,52,1996
52,St. Hyacinthe (QMJHL),722,Mark Parrish,53,1996
53,St. Hyacinthe (QMJHL),29,Antti-Jussi Niemi,54,1996
54,Swift Current (WHL),73,Joey Tetarenko,55,1996
55,Dukla Trencin (Slovakia),3,Tyrone Garner,56,1996
56,Saskatoon (WHL),233,Craig MacDonald,57,1996
57,Krylja Sovetov (Russia),847,Toni Lydman,58,1996
58,Cushing Academy (High-MA),47,Josef Boumedienne,59,1996
59,Kingston (OHL),820,Eric Belanger,60,1996
60,CSKA Moscow (Russia),194,Trent Whitfield,61,1996
61,MoDo Ornskoldsvik (Sweden),675,Matt Bradley,62,1996
62,Kelowna (WHL),963,Michal Rozsival,63,1996
63,Niagara Falls (OHL),37,Bubba Berenzweig,64,1996
64,CSKA Moscow (Russia),7,Ryan Christie,65,1996
65,Guelph (OHL),30,Alexei Tezikov,66,1996
66,Beauport (QMJHL),112,Richard Lintner,67,1996
67,Detroit (OHL),172,Jesse Boulerice,68,1996
68,Regina (WHL),613,Andreas Dackell,69,1996
69,Sarnia (OHL),3,Michel Larocque,70,1996
70,Red Deer (WHL),186,Robert Esche,71,1996
71,Regina (WHL),2,Dmitri Yakushin,72,1996
72,Torpedo Yaroslavl (KHL),381,Brian Willsie,73,1996
73,Michigan Tech (WCHA),689,Brett Clark,74,1996
74,Tri-City (WHL),16,Xavier Delisle,75,1996
75,CSKA Moscow (Russia),503,Dan Hinote,76,1996
76,Calgary (WHL),77,Daniel Corso,77,1996
77,Kamloops (WHL),1,Greg Kuznik,78,1996
78,St. Cloud State (WCHA),616,Trevor Letowski,79,1996
79,Owen Sound (OHL),798,Samuel Pahlsson,80,1996
80,Jokerit Helsinki (KHL),256,Reed Low,81,1996
81,Portland (WHL),970,Pavel Kubina,82,1996
82,Oshawa (OHL),74,Eric Meloche,83,1996
83,Mora (Sweden-2),46,Steve Valiquette,84,1996
84,Kingston (OHL),42,Evgeny Korolev,85,1996
85,Lake Superior State (CCHA),69,Kai Nurminen,86,1996
86,Owen Sound (OHL),282,Joel Kwiatkowski,87,1996
87,Harvard (ECAC),462,Fernando Pisani,88,1996
88,Reipas Lahti (Finland),8,Andrej Podkonicky,89,1996
89,Tri-City (WHL),907,Willie Mitchell,90,1996
90,Huddinge (Sweden),984,Tomas Kaberle,91,1996
91,Malmo (Sweden),1,Erich Goldmann,92,1996
92,Huddinge (Sweden),89,Ivan Ciernik,93,1996
93,Granby (QMJHL),951,Craig Adams,94,1996
94,Red Deer (WHL),9,Lubomir Vaic,95,1996
95,Beauport (QMJHL),342,Ronald Petrovicky,96,1996
96,"Avtomobilist Yekaterinburg, CIS (KHL)",5,Konstantin Shafranov,97,1996
97,Harvard (ECAC),1,Ronnie Sundin,98,1996
98,Beauport (QMJHL),878,Sami Salo,99,1996
99,Spokane (WHL),,,100,1996
100,Vernon (BCHL),,,101,1996
101,Kingston (OHL),,,102,1996
102,Torpedo Yaroslavl (KHL),,,103,1996
103,Detroit (OHL),,,104,1996
104,Dukla Jihlava (Czech-2),,,105,1996
105,Peterborough (OHL),,,106,1996
106,Kamloops (WHL),,,107,1996
107,HV 71 Jonkoping (Sweden),,,108,1996
108,Michigan (CCHA),,,109,1996
109,Sault Ste. Marie (OHL),,,110,1996
110,London (OHL),,,111,1996
111,Owen Sound (OHL),,,112,1996
112,Torpedo Yaroslavl (KHL),,,113,1996
113,Notre Dame (CCHA),,,114,1996
114,Lada Togliatti (KHL),,,115,1996
115,Kitchener (OHL),,,116,1996
116,Boston College (H-East),,,117,1996
117,Windsor (OHL),,,118,1996
118,Dukla Trencin (Slovakia),,,119,1996
119,Niagara Falls (OHL),,,120,1996
120,Kelowna (WHL),,,121,1996
121,Chemopetrol Litvinov (Russia),,,122,1996
122,Oshawa (OHL),,,123,1996
123,Leksand (Sweden),,,124,1996
124,Niagara Falls (OHL),,,125,1996
125,Peterborough (OHL),,,126,1996
126,Val d'Or (QMJHL),,,127,1996
127,Ceske Budejovice (Czech-2),,,128,1996
128,Guelph (OHL),,,129,1996
129,Peterborough (OHL),,,130,1996
130,Niagara Falls (OHL),,,131,1996
131,Halifax (QMJHL),,,132,1996
132,Detroit (OHL),,,133,1996
133,Kelowna (WHL),,,134,1996
134,Sault Ste. Marie (OHL),,,135,1996
135,Brynas Gavle (Sweden),,,136,1996
136,Boston University (H-East),,,137,1996
137,Sarnia (OHL),,,138,1996
138,Detroit (OHL),,,139,1996
139,Pembroke (CCHL),,,140,1996
140,Medicine Hat (WHL),,,141,1996
141,Owen Sound (OHL),,,142,1996
142,Tri-City (WHL),,,143,1996
143,Vita Hasten (Sweden),,,144,1996
144,Michigan (CCHA),,,145,1996
145,Guelph (OHL),,,146,1996
146,Thunder Bay (USHL),,,147,1996
147,Michigan State (CCHA),,,148,1996
148,Prince Albert (WHL),,,149,1996
149,Kamloops (WHL),,,150,1996
150,Shawinigan (QMJHL),,,151,1996
151,CSKA Moscow (Russia),,,152,1996
152,Northern Michigan (WCHA),,,153,1996
153,U. of Maine (H-East),,,154,1996
154,Spokane (WHL),,,155,1996
155,Merrimack (H-East),,,156,1996
156,Granby (QMJHL),,,157,1996
157,Djurgarden (Sweden),,,158,1996
158,Olds (AJHL),,,159,1996
159,Dusseldorf (Germany),,,160,1996
160,Sarnia (OHL),,,161,1996
161,Shawinigan (QMJHL),,,162,1996
162,Val d'Or (QMJHL),,,163,1996
163,Kamloops (WHL),,,164,1996
164,Hotchkiss (High-CT),,,165,1996
165,London (OHL),,,166,1996
166,Army (NCAA-Ind.),,,167,1996
167,St. Hyacinthe (QMJHL),,,168,1996
168,Victoriaville (QMJHL),,,169,1996
169,Ohio State (CCHA),,,170,1996
170,Seattle (WHL),,,171,1996
171,JyP HT Jyvaskyla (Finland),,,172,1996
172,Melfort (SJHL),,,173,1996
173,Sarnia (OHL),,,174,1996
174,Medicine Hat (WHL),,,175,1996
175,MoDo Ornskoldsvik (Sweden),,,176,1996
176,Moose Jaw (WHL),,,177,1996
177,Minnesota (WCHA),,,178,1996
178,Vitkovice (Czech),,,179,1996
179,Minnesota (WCHA),,,180,1996
180,JyP HT Jyvaskyla (Finland),,,181,1996
181,Sarnia (OHL),,,182,1996
182,Victoriaville (QMJHL),,,183,1996
183,Guelph (OHL),,,184,1996
184,Taft School (High-CT),,,185,1996
185,Cornwall (OHL),,,186,1996
186,Avangard Omsk (KHL),,,187,1996
187,Chemopetrol Litvinov (Russia),,,188,1996
188,North Bay (OHL),,,189,1996
189,Sudbury (OHL),,,190,1996
190,Brandon (WHL),,,191,1996
191,Peterborough (OHL),,,192,1996
192,HV 71 Jonkoping (Sweden),,,193,1996
193,Prince George (WHL),,,194,1996
194,St. Albert (AJHL),,,195,1996
195,ZTK Zvolen (Slovakia),,,196,1996
196,Calgary (WHL),,,197,1996
197,Prince Albert (WHL),,,198,1996
198,Melfort (SJHL),,,199,1996
199,Omaha (USHL),,,200,1996
200,Vernon (BCHL),,,201,1996
201,Victoria (WHL),,,202,1996
202,Lawrence Academy (High-MA),,,203,1996
203,Poldi Kladno (Czech),,,204,1996
204,Spokane (WHL),,,205,1996
205,Dynamo Moscow (Russia),,,206,1996
206,Ambri-Piotta (Swiss),,,207,1996
207,St. Lawrence (ECAC),,,208,1996
208,CSKA Moscow (Russia),,,209,1996
209,Moose Jaw (WHL),,,210,1996
210,London (OHL),,,211,1996
211,Mannheim (Germany),,,212,1996
212,Moose Jaw (WHL),,,213,1996
213,Hotchkiss (High-CT),,,214,1996
214,Tri-City (WHL),,,215,1996
215,Nitra (Slovakia),,,216,1996
216,Drummondville (QMJHL),,,217,1996
217,Calgary (WHL),,,218,1996
218,Drummondville (QMJHL),,,219,1996
219,Guelph (OHL),,,220,1996
220,Kingston (OHL),,,221,1996
221,Medicine Hat (WHL),,,222,1996
222,Harvard (ECAC),,,223,1996
223,Malmo (Sweden),,,224,1996
224,Tappara Tampere (Finland),,,225,1996
225,Chicoutimi (QMJHL),,,226,1996
226,Kosice (Slovakia),,,227,1996
227,Prince George (WHL),,,228,1996
228,Fort Wayne (IHL),,,229,1996
229,Spokane (WHL),,,230,1996
230,Salavat Yulayev Ufa (KHL),,,231,1996
231,London (OHL),,,232,1996
232,Shawinigan (QMJHL),,,233,1996
233,MoDo Ornskoldsvik (Sweden),,,234,1996
234,Hull (QMJHL),,,235,1996
235,Cherepovets (KHL),,,236,1996
236,Vastra Frolunda (Sweden),,,237,1996
237,"Junkkarit Kalajoki, FIN (Finland-2)",,,238,1996
238,TPS Turku (Finland),,,239,1996
239,Michigan (CCHA),,,240,1996
240,Detroit L.C. Midgets,,,241,1996
