,Amateur Team,GP,Name,Overall Pick,Year
113,Omsk 2 (Russia-Jr.),,Dmitry Zhukenov,114,2015
114,Gatineau (QMJHL),,Alexandre Carrier,115,2015
115,Swift Current (WHL),,Glenn Gawdin,116,2015
116,USA U-18 (USHL),,Caleb Jones,117,2015
117,Kalpa (Finland),,Jonne Tammela,118,2015
118,Djurgarden Jr. (Sweden-Jr.),,Daniel Bernhardt,119,2015
119,Saint John (QMJHL),,Mathieu Joseph,120,2015
120,Boston College H.S. (High-MA),,Ryan Shea,121,2015
121,Kelowna (WHL),,Devante Stephens,122,2015
122,Moncton (QMJHL),,Conor Garland,123,2015
123,Seattle (WHL),,Ethan Bear,124,2015
124,Quebec (QMJHL),,Dmytro Timashov,125,2015
125,Noble & Greenough (High-MA),,Luke Stevens,126,2015
126,Kalpa Jr. (Finland-Jr.),,Niko Mikkola,127,2015
127,Chomutov (Czech-2),,David Kase,128,2015
128,Prince George (WHL),,Sam Ruopp,129,2015
129,Riga 2 (Russia-Jr.),,Karlis Cukste,130,2015
130,Medicine Hat (WHL),,Matthew Bradley,131,2015
131,Culver Academy (High-IN),,Karch Bachman,132,2015
132,Muskegon (USHL),,Joseph Cecconi,133,2015
133,Sudbury (OHL),,Matt Schmalz,134,2015
134,Novokuznetsk (Russia),,Kirill Kaprizov,135,2015
135,Calgary (WHL),,Pavel Karnaukhov,136,2015
136,Plzen (Czech),,Dominik Simon,137,2015
137,Saint John (QMJHL),,Spencer Smallman,138,2015
138,Lulea Jr. (Sweden-Jr.),,Christian Jaros,139,2015
139,Youngstown (USHL),,Chase Pearson,140,2015
140,Blues Jr. (Finland-Jr.),,Veeti Vainio,141,2015
141,Stavanger (Norway),,Rudolfs Balcers,142,2015
142,Regina (WHL),,Connor Hobbs,143,2015
143,Sherbrooke (QMJHL),,Carl Neill,144,2015
144,Pardubice Jr. (Czech-Jr.),,Karel Vejmelka,145,2015
145,USA U-18 (USHL),,Luke Opilka,146,2015
146,Brandon (WHL),,Ryan Pilon,147,2015
147,USA U-18 (USHL),,Troy Terry,148,2015
148,Cedar Rapids (USHL),,Adam Gaudette,149,2015
149,Sioux City (USHL),,Ryan Zuhlsdorf,150,2015
150,Kosice (Slovakia),,Radovan Bondra,151,2015
151,Lethbridge (WHL),,Giorgio Estephan,152,2015
152,Omaha (USHL),,Kristian Oldham,153,2015
153,South Shore (USPHL),,John Marino,154,2015
154,Oshawa (OHL),,Stephen Desrocher,155,2015
155,Kimball Union (High-NH),,Jake Massie,156,2015
156,Merrimack (H-East),,Brett Seney,157,2015
157,Sioux Falls (USHL),,Cooper Marody,158,2015
158,Yaroslavl (Russia),,Vladislav Gavrikov,159,2015
159,Wausau West (High-WI),,Adam Parsells,160,2015
160,Drummondville (QMJHL),,Sergei Boikov,161,2015
161,Tri-City (USHL),,Christopher Wilkie,162,2015
162,JYP Jr. (Finland-Jr.),,Markus Ruusu,163,2015
163,Barrie (OHL),,Roy Radke,164,2015
164,Wisconsin (Big Ten),,Cameron Hughes,165,2015
165,Barrie (OHL),,Andrew Mangiapane,166,2015
166,Western Michigan (NCHC),,Frederik Tiffels,167,2015
167,Tri-City (USHL),,Mason Appleton,168,2015
168,Cushing Academy (High-MA),,David Cotton,169,2015
169,Boston Advantage U18 (USMAAA),,Patrick Holway,170,2015
170,USA U-18 (USHL),,Nicholas Boka,171,2015
171,Lawrenceville (Mid-Atlantic),,Andong Song,172,2015
172,Regina (WHL),,Colby Williams,173,2015
173,Trinec (Czech),,Lukas Jasek,174,2015
174,Harvard (ECAC),,Tyler Moy,175,2015
175,Owen Sound (OHL),,Liam Dunda,176,2015
176,Rimouski (QMJHL),,Simon Bourque,177,2015
177,USA U-18 (USHL),,Steven Ruggiero,178,2015
178,Madison (USHL),,Garrett Metcalf,179,2015
179,Saint John (QMJHL),,Bokondji Imama,180,2015
180,HPK (Finland),,Joni Tuulola,181,2015
181,Minnesota Wilderness (NAHL),,Ivan Chukarov,182,2015
182,Linkoping Jr. (Sweden-Jr.),,Erik Kallgren,183,2015
183,Green Bay (USHL),,Adam Huska,184,2015
184,Sarnia (OHL),,Nikita Korostelev,185,2015
185,Peterborough (OHL),,Steven Lorentz,186,2015
186,Victoria (WHL),,Chaz Reddekopp,187,2015
187,Nizhnekamsk 2 (Russia-Jr.),,Ivan Fedotov,188,2015
188,Karpat (Finland),,Markus Nutivaara,189,2015
189,Langley (BCHL),,Marcus Vela,190,2015
190,Rogle Jr. (Sweden-Jr.),,Gustav Olhaver,191,2015
191,Kimball Union (High-NH),,Patrick Shea,192,2015
192,Lone Star (NAHL),,John Kupsky,193,2015
193,Michigan Tech (WCHA),,Matt Roy,194,2015
194,Mahtomedi (High-MN),,Jack Becker,195,2015
195,North Bay (OHL),,Riley Bruce,196,2015
196,Des Moines (USHL),,Nikita Pavlychev,197,2015
197,JYP 2 (Finland-2),,Sami Niku,198,2015
198,Cushing Academy (High-MA),,Joel Daccord,199,2015
199,Saint John (QMJHL),,Adam Marsh,200,2015
200,Sault Ste. Marie (OHL),,Gustav Bouramman,201,2015
201,Linkoping Jr. (Sweden-Jr.),,Petter Hansson,202,2015
202,Prince Albert (WHL),,Matteo Gennaro,203,2015
203,Lakeville North (High-MN),,Jack Sadek,204,2015
204,Austin (NAHL),,Evan Smith,205,2015
205,Johnstown (NAHL),,Ryan Bednard,206,2015
206,Ottawa (OHL),,Jeremiah Addison,207,2015
207,Trinec Jr. (Czech-Jr.),,Miroslav Svoboda,208,2015
208,Kazan (Russia),,Ziyat Paigin,209,2015
209,Prince George (WHL),,Tate Olson,210,2015
210,Frolunda Jr. (Sweden-Jr.),,John Dahlstrom,211,2015
