,Amateur Team,GP,Name,Overall Pick,Year
100,Lincoln (USHL),324,Jared Boll,101,2005
101,Moose Jaw (WHL),9,Blair Jones,102,2005
102,Leksand Jr. (Sweden-Jr.),234,Mattias Ritola,103,2005
103,N.H. Jr. Monarchs (EJHL),353,Matt Duffy,104,2005
104,Cushing Academy (High-MA),286,Keith Yandle,105,2005
105,Slavia Praha (Czech-2),6,Vladimir Sobotka,106,2005
106,Saginaw (OHL),41,Tom Pyatt,107,2005
107,HV 71 Jonkoping Jr. (Sweden-Jr.),682,Niklas Hjalmarsson,108,2005
108,Denver (WCHA),139,Andrew Thomas,109,2005
109,Portland (WHL),9,Kyle Bailey,110,2005
110,Vancouver (WCHL),630,J.D. Watt,111,2005
111,Cedar Rapids (USHL),,Alex Stalock,112,2005
112,Miami (Ohio) (CCHA),,Nathan Davis,113,2005
113,Chicoutimi (QMJHL),,Alexandre Vincent,114,2005
114,SaiPa (Finland),,Janne Kolehmainen,115,2005
115,Quebec (QMJHL),,Jordan Smotherman,116,2005
116,Chelyabinsk (Russia-2),,Denis Istomin,117,2005
117,Saginaw (OHL),,Patrick McNeill,118,2005
118,Halifax (QMJHL),,Jeremy Duchesne,119,2005
119,Prince Edward (QMJHL),,Viacheslav Trukhno,120,2005
120,Skalica (Slovakia),,Juraj Mikus,121,2005
121,Vastra Frolunda Jr. (Sweden-Jr.),,Morten Madsen,122,2005
122,Dukla Trencin Jr. (Slovak-Jr.),,Ondrej Otcenas,123,2005
123,Kamloops (WHL),,Ray Macias,124,2005
124,Karpat Oulu Jr. (Finland-Jr.),,Tommi Leinonen,125,2005
125,South Surrey (BCHL),,Tim Crowder,126,2005
126,Kingston (OHL),,Bobby Bolt,127,2005
127,Belleville (OHL),,Kevin Lalande,128,2005
128,Thayer Academy (High-MA),,Anthony Aiello,129,2005
129,Lewiston (QMJHL),,Mathieu Aubin,130,2005
130,Sparta Praha (Czech),,Tomas Popperle,131,2005
131,Medicine Hat (WHL),,Darren Helm,132,2005
132,Chicoutimi (QMJHL),,Stanislav Lascek,133,2005
133,Notre Dame (SJHL),,Brennan Turner,134,2005
134,Trinec Jr. (Czech-Jr.),,Tomas Pospisil,135,2005
135,Zlin Jr. (Slovak-Jr.),,Tomas Kudelka,136,2005
136,Kumla Jr.,,Johan Ryno,137,2005
137,Chilliwack (BCHL),,Matt Butcher,138,2005
138,Malmo Jr. (Sweden-Jr.),,Patrik Hersley,139,2005
139,Kootenay (WHL),,Taylor Dakers,140,2005
140,Colorado College (WCHA),,Brian Salcido,141,2005
141,U.S. National U-18 (USNTDP),,Nathan Gerbe,142,2005
142,Brampton (OHL),,Daren Machesney,143,2005
143,Moose Jaw (WHL),,Masi Marjamaki,144,2005
144,N.E. Jr. Falcons (EJHL),,Tim Kunes,145,2005
145,Sodertalje Jr. (Sweden-Jr.),,Tom Wandell,146,2005
146,Owen Sound (OHL),,Trevor Koverko,147,2005
147,Lada Togliatti 2 (Russia-3),,Anton Krysanov,148,2005
148,Ottawa (OHL),,Derek Joslin,149,2005
149,Windsor (OHL),,Cal O'Reilly,150,2005
150,Prince Albert (WHL),,Jeff May,151,2005
151,London (OHL),,Josh Beaulieu,152,2005
152,Junior Bruins (EJHL),,Alex Berry,153,2005
153,Saskatoon (WHL),,Wacey Rabbit,154,2005
154,Nobles (High-MA),,Mark Fayne,155,2005
155,Brandon (WHL),,Ryan Reaves,156,2005
156,Vastra Frolunda Jr. (Sweden-Jr.),,Fredrik Pettersson,157,2005
157,Medicine Hat (WHL),,Matt Keetley,158,2005
158,Karpat Oulu Jr. (Finland-Jr.),,Risto Korhonen,159,2005
159,Vernon (BCHL),,Matt Watkins,160,2005
160,N.H. Jr. Monarchs (EJHL),,Brian Foster,161,2005
161,Massachusetts (H-East),,P.J. Fenton,162,2005
162,Saginaw (OHL),,Marek Kvapil,163,2005
163,Spartak St. Petersburg (Russia-2),,Roman Derlyuk,164,2005
164,Sudbury (OHL),,Kevin Beech,165,2005
165,Spokane (WHL),,Jason Lynch,166,2005
166,Vermont (ECAC),,Joe Fallon,167,2005
167,U.S. National U-18 (USNTDP),,Justin Mercier,168,2005
168,Prince Albert (WHL),,Mike Gauthier,169,2005
169,Spokane (WHL),,Sean Zimmerman,170,2005
170,Prince George (WHL),,Nick Drazenovic,171,2005
171,Liberec Jr. (Czech-Jr.),,Lukas Vantuch,172,2005
172,MoDo Ornskoldsvik Jr. (Sweden-Jr.),,Johan Dahlberg,173,2005
173,Red Deer (WHL),,John Flatters,174,2005
174,Ilves Tampere Jr. (Finland-Jr.),,Juho Mielonen,175,2005
175,Harvard (ECAC),,Ryan Maki,176,2005
176,Regina (WHL),,Derek Reinhart,177,2005
177,Lake of the Woods (High-MN),,Greg Beller,178,2005
178,Kootenay (WHL),,Brett Sutter,179,2005
179,Salmon Arm (BCHL),,Tyrell Mason,180,2005
180,Sioux City (USHL),,Tim Kennedy,181,2005
181,London (OHL),,Adam Dennis,182,2005
182,Ottawa (OHL),,Will Colbert,183,2005
183,Plymouth (OHL),,Ryan McGinnis,184,2005
184,Notre Dame (SJHL),,Kris Fredheim,185,2005
185,Lokomotiv Yaroslavl 2 (Russia-3),,Dmitri Megalinsky,186,2005
186,Salavat Yulayev Ufa 2 (Russia-3),,Andrei Zubarev,187,2005
187,Sioux City (USHL),,Joe Charlebois,188,2005
188,Vastra Frolunda Jr. (Sweden-Jr.),,Kirill Starkov,189,2005
189,Guelph (OHL),,Matt D'Agostini,190,2005
190,Krylja Sovetov (Russia),,Vyacheslav Buravchikov,191,2005
191,Chicoutimi (QMJHL),,Nicolas Blanchard,192,2005
192,Wayzata (High-MN),,Tony Lucia,193,2005
193,Shawinigan (QMJHL),,Jean-Philippe Paquet,194,2005
194,Sioux Falls (USHL),,Joe Vitale,195,2005
195,Sarnia (OHL),,Nick Tuzzolino,196,2005
196,Rouyn Noranda (QMJHL),,Jean-Philippe Levasseur,197,2005
197,U.S. National U-18 (USNTDP),,Kyle Lawson,198,2005
198,Tri-City (WHL),,Riley Emmerson,199,2005
199,Gomel (Belarus-Jr.),,Sergei Kostitsyn,200,2005
200,Peterborough (OHL),,Trevor Hendrikx,201,2005
201,Ceske Budejovice Jr. (Czech-Jr.),,David Kuchejda,202,2005
202,Spokane (WHL),,Adam Hobson,203,2005
203,Upper Canada College,,Colin Greening,204,2005
204,Dubnica,,Mario Bliznak,205,2005
205,Sioux City (USHL),,Josh Meyers,206,2005
206,Spokane (WHL),,Myles Stoesz,207,2005
207,N.E. Jr. Falcons (EJHL),,Matt Generous,208,2005
208,CSKA Moscow 2 (Russia),,Viktor Dovgan,209,2005
209,Brampton (OHL),,Luciano Aquino,210,2005
210,Kootenay (WHL),,Ryan Russell,211,2005
211,Worcester Academy (High-MA),,Pat Brosnihan,212,2005
212,Windsor (OHL),,Scott Todd,213,2005
213,Seattle (WHL),,Bretton Stamler,214,2005
214,Chicago (USHL),,Matt Clackson,215,2005
215,Skovde (Sweden),,Anton Stralman,216,2005
216,Omaha (USHL),,Brock Bradford,217,2005
217,Bjorkloven (Sweden-2),,Alexander Sundstrom,218,2005
218,CSKA Moscow (Russia),,Nikolai Lemtyugov,219,2005
219,Fort McMurray (AJHL),,Matthew Glasser,220,2005
220,Swift Current (WHL),,Myles Rumsey,221,2005
221,Kelowna (WHL),,Kyle Cumiskey,222,2005
222,Team Illinois (MWEHL),,Pat McGann,223,2005
223,Waterloo (USHL),,Zach Bearson,224,2005
224,Blake (High-MN),,John Wessbecker,225,2005
225,Brampton (OHL),,John Seymour,226,2005
226,Thayer Academy (High-MA),,Andrew Orpik,227,2005
227,Des Moines (USHL),,Chad Rau,228,2005
228,Salisbury (High-CT),,Philippe Paquet,229,2005
229,Vasby,,Patric Hornqvist,230,2005
