,Amateur Team,GP,Name,Overall Pick,Year
60,Peterborough (OHL),168,Ken Priestlay,61,1985
61,Hamilton (OHL),4,Bruce Major,62,1985
62,Kirkland Lake,92,Jiri Latal,63,1985
63,Orono,488,Shane Churla,64,1985
64,New Hampton School (High-NH),30,Brian McReynolds,65,1985
65,Lincoln (High-MN),932,Randy McKay,66,1985
66,Calgary (WHL),52,Gord Hynes,67,1985
67,Belleville (OHL),268,Donald Dufresne,68,1985
68,Lethbridge (WHL),6,Rod Dallman,69,1985
69,Notre Dame,902,Joe Reekie,70,1985
70,Windsor (OHL),291,Tim Sweeney,71,1985
71,Long Island (High-CT),318,Danton Cole,72,1985
72,Scituate (High-MA),2,Victor Posa,73,1985
73,Drummondville (QMJHL),128,Pat Jablonski,74,1985
74,Trois-Rivieres (QMJHL),9,Ed Cristofoli,75,1985
75,Regina (WHL),729,Stu Grimson,76,1985
76,Tillsonburg,154,Tony Horacek,77,1985
77,White Bear Lake (High-MN),295,Paul Stanton,78,1985
78,Kelowna (WHL),706,Randy Burridge,79,1985
79,Troja (Sweden-3),27,Hank Lammens,80,1985
80,Farjestad (Sweden),1,Trent Kaese,81,1985
81,North Bay (OHL),40,Mario Brunetta,82,1985
82,Guelph (OHL),53,Tom Draper,83,1985
83,Quincy (High-NY),217,Jim Paek,84,1985
84,Lawrence Academy (High-MA),352,Jamie Huscroft,85,1985
85,Prince Albert (WHL),1,Stephane Brochu,86,1985
86,Toronto (OHL),11,Jiri Sejba,87,1985
87,Zetor Brno (Czech),1,Darryl Olsen,88,1985
88,AIK Solna (Sweden),1182,Kelly Buchberger,89,1985
89,Calgary (WHL),862,Gord Murphy,90,1985
90,Chusoga City (High-MN),7,Bobby Reynolds,91,1985
91,St. Clair Shores (NAHL),12,Steve Nemeth,92,1985
92,Tesla Pardubice (Czech),120,Dallas Eakins,93,1985
93,London (OHL),258,Bob Beers,94,1985
94,Sudbury (OHL),11,Tim Armstrong,95,1985
95,Hastings (High-MN),921,Igor Larionov,96,1985
96,Boston University (H-East),23,Robert Burakovsky,97,1985
97,Victoria (WHL),21,John Byce,98,1985
98,Richmond Jr.,70,Guy Larose,99,1985
99,St. Thomas Academy (High-MN),173,David Williams,100,1985
100,TPS Turku (Finland),106,Tommy Sjodin,101,1985
101,Burnsville (High-MN),364,Rudy Poeschek,102,1985
102,Granby (QMJHL),696,Ken Baumgartner,103,1985
103,Gottwaldov (Czech),27,Anssi Melametsa,104,1985
104,Nepean (CCHL),,,105,1985
105,Sparta Praha (Czech),,,106,1985
106,Regina (WHL),,,107,1985
107,North Bay (OHL),,,108,1985
108,Ingstad Brno,,,109,1985
109,Medicine Hat (WHL),,,110,1985
110,Deerfield Academy (High-MA),,,111,1985
111,Orillia (OJHL),,,112,1985
112,Michigan Tech (WCHA),,,113,1985
113,Longueuil (QMJHL),,,114,1985
114,Medicine Hat (WHL),,,115,1985
115,Sodertalje (Sweden-2),,,116,1985
116,Trois-Rivieres (QMJHL),,,117,1985
117,Prince Albert (WHL),,,118,1985
118,Cornwall (OHL),,,119,1985
119,Eau Claire Memorial (High-WI),,,120,1985
120,Catholic Memorial (High-MA),,,121,1985
121,Weymouth N. (High-MA),,,122,1985
122,Aurora (OJHL),,,123,1985
123,Farmington,,,124,1985
124,Walden,,,125,1985
125,Kitchener (OHL),,,126,1985
126,North Bay (OHL),,,127,1985
127,London (OHL),,,128,1985
128,Burnsville (High-MN),,,129,1985
129,Coquitlam (BCHL),,,130,1985
130,Sault Ste. Marie (OHL),,,131,1985
131,Peabody (High-MA),,,132,1985
132,Kamloops (WHL),,,133,1985
133,AIK Solna (Sweden),,,134,1985
134,Red Deer (WHL),,,135,1985
135,AIK Solna (Sweden),,,136,1985
136,Wisconsin (WCHA),,,137,1985
137,Detroit Compuware (NAHL),,,138,1985
138,Kansack,,,139,1985
139,Savonlinna,,,140,1985
140,Sault Ste. Marie (OHL),,,141,1985
141,Penticton (BCHL),,,142,1985
142,Regina (WHL),,,143,1985
143,Nelson,,,144,1985
144,Sudbury (OHL),,,145,1985
145,Bramalea,,,146,1985
146,Kelowna (WHL),,,147,1985
147,Belmont Hill (High-MA),,,148,1985
148,Catholic Memorial (High-MA),,,149,1985
149,St. Paul's (High-NH),,,150,1985
150,Orebro (Sweden-2),,,151,1985
151,Red Deer (WHL),,,152,1985
152,Mayo (High-MN),,,153,1985
153,Seattle (WHL),,,154,1985
154,Burnsville (High-MN),,,155,1985
155,Hibbing (High-MN),,,156,1985
156,Peterborough (OHL),,,157,1985
157,Windsor (OHL),,,158,1985
158,Port Huron Jr.,,,159,1985
159,St. Lawrence (ECAC),,,160,1985
160,Lethbridge (WHL),,,161,1985
161,Quebec (QMJHL),,,162,1985
162,Medicine Hat (WHL),,,163,1985
163,Brunswick (High-MA),,,164,1985
164,Vermont (ECAC),,,165,1985
165,Toronto (OHL),,,166,1985
166,St. Albert (AJHL),,,167,1985
167,Alaska-Anchorage (NCAA-Ind.),,,168,1985
168,Kent School (High-CT),,,169,1985
169,Oshawa (OHL),,,170,1985
170,Seattle (WHL),,,171,1985
171,North Battleford (SJHL),,,172,1985
172,Miami (Ohio) (CCHA),,,173,1985
173,Woodstock,,,174,1985
174,Quebec (QMJHL),,,175,1985
175,Saugus (High-MA),,,176,1985
176,Henry Carr (MJHL),,,177,1985
177,Providence (H-East),,,178,1985
178,Boucherville (QMJHL),,,179,1985
179,Minnetonka,,,180,1985
180,Enchant,,,181,1985
181,Dukla Jihlava (Czech-2),,,182,1985
182,Mississauga (OHL),,,183,1985
183,Sarnia (OHL),,,184,1985
184,St. Albert (AJHL),,,185,1985
185,Henry Carr (MJHL),,,186,1985
186,St. John's,,,187,1985
187,Moose Jaw (WHL),,,188,1985
188,Oshawa (OHL),,,189,1985
189,St. Clair Shores (NAHL),,,190,1985
190,Reading (High-MA),,,191,1985
191,International Falls (High-MN),,,192,1985
192,Southington,,,193,1985
193,Coquitlam (BCHL),,,194,1985
194,Cranston East (High-RI),,,195,1985
195,Lethbridge (WHL),,,196,1985
196,Lukko Rauma (Finland),,,197,1985
197,Montreal (QMJHL),,,198,1985
198,Streetsville Jr. B,,,199,1985
199,Calgary (WHL),,,200,1985
200,Nobles (High-MA),,,201,1985
201,Prince Andrew,,,202,1985
202,Alaska-Anchorage (NCAA-Ind.),,,203,1985
203,Malden (High-MA),,,204,1985
204,Dundee,,,205,1985
205,Iserlohn (Germany),,,206,1985
206,U. of Moncton (AUS),,,207,1985
207,Peterborough (OHL),,,208,1985
208,Chicoutimi (QMJHL),,,209,1985
209,Buffalo Jr. (OJHL),,,210,1985
210,Toronto (OHL),,,211,1985
211,Edmonton (WHL),,,212,1985
212,Fredericton,,,213,1985
213,CSKA Moscow (Russia),,,214,1985
214,Harvard (ECAC),,,215,1985
215,Pardubice (Czech),,,216,1985
216,Leksand (Sweden),,,217,1985
217,Farjestad (Sweden),,,218,1985
218,Brandon (WHL),,,219,1985
219,Madison Memorial (High-WI),,,220,1985
220,Brockville (CCHL),,,221,1985
221,Hopkins (High-MN),,,222,1985
222,Halifax (QMJHL),,,223,1985
223,Guelph (OHL),,,224,1985
224,Arlington Catholic (High-MA),,,225,1985
225,Sarnia (OHL),,,226,1985
226,Cornell (ECAC),,,227,1985
227,Kingsville,,,228,1985
228,Notre Dame,,,229,1985
229,Radville,,,230,1985
230,St. Paul's (High-NH),,,231,1985
231,Chicoutimi (QMJHL),,,232,1985
232,Choate-Rosemary (High-CT),,,233,1985
233,Calgary (WHL),,,234,1985
234,Denver (WCHA),,,235,1985
235,Timra (Sweden-2),,,236,1985
236,Kamloops (WHL),,,237,1985
237,AIK Solna (Sweden),,,238,1985
238,Bratislava (KHL),,,239,1985
239,Burlington (OJHL),,,240,1985
240,Avon Old Farms (High-CT),,,241,1985
241,Minnetonka,,,242,1985
242,Prince Albert (WHL),,,243,1985
243,Prince Albert (WHL),,,244,1985
244,Trois-Rivieres (QMJHL),,,245,1985
245,Montreal (QMJHL),,,246,1985
246,Victoria (WHL),,,247,1985
247,HIFK Helsinki (Finland),,,248,1985
248,Toronto (OHL),,,249,1985
249,Hull (High-MA),,,250,1985
250,Sault Ste. Marie (OHL),,,251,1985
251,,,,252,1985
