,Amateur Team,GP,Name,Overall Pick,Year
59,Wayzata (High-MN),3,Mario Lucia,60,2011
60,Ottawa (OHL),271,Shane Prince,61,2011
61,JyP HT Jr. (Finland-Jr.),158,Samu Perhonen,62,2011
62,Guelph (OHL),2,Andrey Pedan,63,2011
63,Saginaw (OHL),2,Vincent Trocheck,64,2011
64,Mississauga St. Michael's (OHL),82,Joseph Cramarossa,65,2011
65,U of Notre Dame (CCHA),163,T.J. Tynan,66,2011
66,Swift Current (WHL),12,Adam Lowry,67,2011
67,Sault Ste. Marie (OHL),157,Nick Cousins,68,2011
68,USA U-18 (USHL),156, forfeited pick,69,2011
69,Victoriaville (QMJHL),227,Michael Paliotta,70,2011
70,Edina High (High-MN),4,David Honzik,71,2011
71,Edmonton (WHL),84,Steven Fogarty,72,2011
72,Edmonton (WHL),54,Keegan Lowe,73,2011
73,Indiana (USHL),1,Travis Ewanyk,74,2011
74,Cape Breton (QMJHL),1,Blake Coleman,75,2011
75,Sault Ste. Marie (OHL),9,Logan Shaw,76,2011
76,Stouffville (OJHL),36,Daniel Catenacci,77,2011
77,Linkoping (Sweden),3,Brennan Serville,78,2011
78,Oshawa (OHL),19,Klas Dahlbeck,79,2011
79,Saginaw (OHL),308,Andy Andreoff,80,2011
80,Denver (WCHA),84,Anthony Camara,81,2011
81,Green Bay (USHL),120,Nick Shore,82,2011
82,Prince Albert (WHL),13,Andy Welinski,83,2011
83,Peterborough (OHL),295,Harrison Ruopp,84,2011
84,Sudbury (OHL),17,Alan Quine,85,2011
85,Shawinigan (QMJHL),294,Josh Leivo,86,2011
86,Owen Sound (OHL),7,Jonathan Racine,87,2011
87,Sudbury (OHL),10,Jordan Binnington,88,2011
88,Halifax (QMJHL),93,Justin Sefton,89,2011
89,Sioux Falls (High-MN),19,Alexandre Grenier,90,2011
90,North Dakota (WCHA),7,Kyle Rau,91,2011
91,Linkoping Jr. (Sweden-Jr.),68,Dillon Simpson,92,2011
92,Saginaw (OHL),13,Joachim Nermark,93,2011
93,USA U-18 (USHL),433,Josh Shalla,94,2011
94,Gatineau (QMJHL),6,Robbie Russo,95,2011
95,Cedar Rapids (USHL),2,Jean-Gabriel Pageau,96,2011
96,Shattuck St. Mary's (High-MN),132,Josiah Didier,97,2011
97,USA U-18 (USHL),76,Mike Reilly,98,2011
98,Mora Jr. (Sweden-Jr.),14,Reid Boucher,99,2011
99,Holy Angels (High-MN),5,Tom Nilsson,100,2011
100,Shawinigan (QMJHL),1,Joseph Labate,101,2011
101,Ambri (Swiss),110,Yannick Veilleux,102,2011
102,Dubuque (USHL),245,Gregory Hofmann,103,2011
103,Brynas Jr. (Sweden-Jr.),27,John Gaudreau,104,2011
104,Edmonton (WHL),7,Emil Molin,105,2011
105,Seattle (WHL),8,Michael St. Croix,106,2011
106,Val-d'Or (QMJHL),37,Colin Jacobs,107,2011
107,Chelyabinsk Jr. (Russia-Jr.),35,Olivier Archambault,108,2011
108,Wisconsin (WCHA),2,Maxim Shalunov,109,2011
109,Medicine Hat (WHL),114,Michael Mersch,110,2011
110,Boston University (H-East),121,Kale Kessy,111,2011
111,Farjestad (Sweden),36,Garrett Noonan,112,2011
112,Kitchener (OHL),17,Magnus Nygren,113,2011
113,Vancouver (WCHL),62,Tobias Rieder,114,2011
114,Oshawa (OHL),12,Marek Tvrdon,115,2011
115,Manglerud (Norway),150,Colin Suellentrop,116,2011
116,Seattle (WHL),20,Steffen Soberg,117,2011
117,Tri-City (WHL),170,Marcel Noebels,118,2011
118,Djurgarden Jr. (Sweden-Jr.),121,Zachary Yuen,119,2011
119,Indiana (USHL),353,Ludwig Blomstrand,120,2011
120,Kosice Jr. (Slovak-Jr.),153,Brian Ferlin,121,2011
121,Plymouth (OHL),,Martin Gernat,122,2011
122,Magnitogorsk Jr. (Russia-Jr.),,Garrett Meurs,123,2011
123,Red Deer (WHL),,Yaroslav Kosov,124,2011
124,Djurgarden (Sweden),,John Persson,125,2011
125,Spokane (WHL),,Fredrik Claesson,126,2011
126,Omaha (USHL),,Brenden Kichton,127,2011
127,USA U-18 (USHL),,Seth Ambroz,128,2011
128,Wayzata (High-MN),,Blake Pietila,129,2011
129,Eden Prairie (High-MN),,Tony Cameranesi,130,2011
130,AIK Jr. (Sweden-Jr.),,Nick Seeler,131,2011
131,Indiana (USHL),,Niklas Lundstrom,132,2011
132,Kelowna (WHL),,Sean Kuraly,133,2011
133,Victoriaville (QMJHL),,Shane McColgan,134,2011
134,Baie-Comeau (QMJHL),,Troy Vance,135,2011
135,Barrie (OHL),,Samuel Noreau,136,2011
136,Saskatoon (WHL),,Alex Lepkowski,137,2011
137,Owen Sound (OHL),,Darren Dietz,138,2011
138,Victoria (WHL),,Andrew Shaw,139,2011
139,Saskatoon (WHL),,Joel Lowry,140,2011
140,Malmo Jr. (Sweden-Jr.),,Darian Dziurzynski,141,2011
141,Skovde (Sweden-3),,Simon Karlsson,142,2011
142,Spokane (WHL),,Max Friberg,143,2011
143,Choate-Rosemary (High-CT),,Dominik Uher,144,2011
144,Linkoping Jr. (Sweden-Jr.),,Philippe Hudon,145,2011
145,RPI (ECAC),,Mattias Backman,146,2011
146,Chelyabinsk Jr. (Russia-Jr.),,Patrick Koudys,147,2011
147,Belleville (OHL),,Nikita Nesterov,148,2011
148,Sudbury (OHL),,Austen Brassard,149,2011
149,Milton Academy (High-MA),,Frank Corrado,150,2011
150,Sault Ste. Marie (OHL),,Rob O'Gara,151,2011
151,Val-d'Or (QMJHL),,David Broll,152,2011
152,Burnsville (High-MN),,Gabriel Beaupre,153,2011
153,Owen Sound (OHL),,Eddie Wittchow,154,2011
154,Spokane (WHL),,Andrew Fritsch,155,2011
155,Portage (MJHL),,Darren Kramer,156,2011
156,Ceske Budejovice Jr. (Czech),,Jason Kasdorf,157,2011
157,Swift Current (WHL),,Lukas Sedlak,158,2011
158,Salmon Arm (BCHL),,Reece Scarlett,159,2011
159,Loomis-Chaffee (High-CT),,Josh Manson,160,2011
160,Saint John (QMJHL),,Steve Michalek,161,2011
161,Plymouth (OHL),,Ryan Tesink,162,2011
162,Edmonton (WHL),,Matt Mahalak,163,2011
163,Saskatoon (WHL),,Laurent Brossoit,164,2011
164,Yaroslavl (KHL),,Matej Stransky,165,2011
165,Kootenay (WHL),,Daniil Sobchenko,166,2011
166,Sparta Jr. (Czech),,Nathan Lieuwen,167,2011
167,Camrose (AJHL),,Daniel Pribyl,168,2011
168,Western Michigan (CCHA),,Sam Jardine,169,2011
169,Sioux City (USHL),,Chase Balisy,170,2011
170,Trencin Jr. (Slovak-Jr.),,Max McCormick,171,2011
171,Brown (ECAC),,Peter Ceresnak,172,2011
172,Brainerd-High (High-MN),,Dennis Robertson,173,2011
173,Swift Current (WHL),,Josh Archibald,174,2011
174,Hotchkiss School (High-CT),,Richard Nedomlel,175,2011
175,USA U-18 (USHL),,Petr Placek,176,2011
176,Green Bay (USHL),,Travis Boyd,177,2011
177,Mississauga St. Michael's (OHL),,Adam Wilcox,178,2011
178,Malmo (Sweden-2),,Dylan Demelo,179,2011
179,Blues Jr. (Finland-Jr.),,Pathrik Westerholm,180,2011
180,Jokerit Jr. (Finland-Jr.),,Lars Volden,181,2011
181,Shawinigan (QMJHL),,Frans Tuohimaa,182,2011
182,KalPa Kuopio (Finland),,Dillon Donnelly,183,2011
183,Niagara (OHL),,Iiro Pakarinen,184,2011
184,Brandon (WHL),,Mitchell Theoret,185,2011
185,Green Bay (USHL),,Jordan Fransoo,186,2011
186,MODO Jr. (Sweden-Jr.),,Aaron Harstad,187,2011
187,Benilde-St.Margaret's (High-MN),,Anton Forsberg,188,2011
188,Guelph (OHL),,Patrick Daly,189,2011
189,Ottawa (OHL),,Garret Sparks,190,2011
190,Jokerit (Finland),,Tyler Graovac,191,2011
191,Lethbridge (WHL),,Teemu Eronen,192,2011
192,St. John's Prep (High-MA),,Brody Sutter,193,2011
193,Ilves Tampere (Finland),,Colin Blackwell,194,2011
194,USA U-18 (USHL),,Jyrki Jokipakka,195,2011
195,Waupaca (High-WI),,Zac Larraza,196,2011
196,Avon Old Farms (High-CT),,Brad Navin,197,2011
197,Green Bay (USHL),,Colin Sullivan,198,2011
198,Frolunda Jr. (Sweden-Jr.),,Alex Broadhurst,199,2011
199,Pembroke (CCHL),,Michael Schumacher,200,2011
200,Halifax (QMJHL),,Matthew Peca,201,2011
201,Edina High (High-MN),,Brent Andrews,202,2011
202,Lincoln (USHL),,Max Everson,203,2011
203,CSKA (KHL),,Ryan Dzingel,204,2011
204,Peterborough (OHL),,Alexei Marchenko,205,2011
205,Fargo (USHL),,Derek Mathers,206,2011
206,Drummondville (QMJHL),,Garrett Haar,207,2011
207,Georgetown (OJHL),,Ondrej Palat,208,2011
208,Frolunda (Sweden),,Scott Wilson,209,2011
209,Sodertalje Jr. (Sweden-Jr.),,Henrik Tommernes,210,2011
210,,,Johan Mattsson,211,2011
