,Amateur Team,GP,Name,Overall Pick,Year
176,Sault Ste. Marie (OHL),,,177,1989
177,Philadelphia Jr. B,,,178,1989
178,Cushing Academy (High-MA),,,179,1989
179,Culver Military Academy (High-IN),,,180,1989
180,Laval (QMJHL),,,181,1989
181,Victoria (WHL),,,182,1989
182,Deerfield Academy (High-MA),,,183,1989
183,Sparta Praha (Czech),,,184,1989
184,Seattle (WHL),,,185,1989
185,Portland (WHL),,,186,1989
186,Traktor Chelyabinsk (KHL),,,187,1989
187,CSKA Moscow (Russia),,,188,1989
188,CSKA Moscow (Russia),,,189,1989
189,Greenway (High-MN),,,190,1989
190,Minnetonka,,,191,1989
191,Lake Superior State (CCHA),,,192,1989
192,Northeastern (H-East),,,193,1989
193,Dynamo Riga (KHL),,,194,1989
194,Kitchener (OHL),,,195,1989
195,Detroit Compuware (NAHL),,,196,1989
196,Kamloops (WHL),,,197,1989
197,Belleville (OHL),,,198,1989
198,Humboldt (Sweden-Jr.),,,199,1989
199,Khimik Voskresensk (Russia-2),,,200,1989
200,Toronto (OHL),,,201,1989
201,Illinois-Chicago (CCHA),,,202,1989
202,Hill-Murray (High-MN),,,203,1989
203,Estevan (SJHL),,,204,1989
204,Melville (SJHL),,,205,1989
205,Olomouc (Czech-2),,,206,1989
206,Nichols (High-NY),,,207,1989
207,Ramapo Jrs.,,,208,1989
208,Nipawin (OJHL),,,209,1989
209,Lethbridge (WHL),,,210,1989
210,Toronto (OHL),,,211,1989
211,Wayzata (High-MN),,,212,1989
212,Windsor (OHL),,,213,1989
213,Clarkson (ECAC),,,214,1989
214,Minnesota (WCHA),,,215,1989
215,Lathrop (High-AK),,,216,1989
216,Niagara (OJHL),,,217,1989
217,London (OHL),,,218,1989
218,CSKA Moscow (Russia),,,219,1989
219,St. Michael's Jr. B (OJHL),,,220,1989
220,Niagara Falls (OHL),,,221,1989
221,Thunder Bay (USHL),,,222,1989
222,Ceske Budejovice (Czech-2),,,223,1989
223,Spokane (WHL),,,224,1989
224,Boston College (H-East),,,225,1989
225,Tri-City (WHL),,,226,1989
226,North Dakota (WCHA),,,227,1989
227,Dynamo Moscow (Russia),,,228,1989
228,Edina (High-MN),,,229,1989
229,Oshawa (OHL),,,230,1989
230,Drummondville (QMJHL),,,231,1989
231,CSKA Moscow (Russia),,,232,1989
232,Sodertalje (Sweden-2),,,233,1989
233,Catholic Memorial (High-MA),,,234,1989
234,Dynamo Riga (KHL),,,235,1989
235,Cornwall (OHL),,,236,1989
236,Krylja Sovetov (Russia),,,237,1989
237,Swift Current (WHL),,,238,1989
238,Madison,,,239,1989
239,Vermont Academy (High-VT),,,240,1989
240,Hull (QMJHL),,,241,1989
241,Cushing Academy (High-MA),,,242,1989
242,Hull (QMJHL),,,243,1989
243,Saskatoon (WHL),,,244,1989
244,Sodertalje (Sweden-2),,,245,1989
245,Harvard (ECAC),,,246,1989
246,Miami (Ohio) (CCHA),,,247,1989
247,Shawinigan (QMJHL),,,248,1989
248,Djurgarden (Sweden),,,249,1989
249,,,,250,1989
250,,,,251,1989
251,,,,252,1989
