,Amateur Team,GP,Name,Overall Pick,Year
38,London (OHL),479,Ossi Vaananen,39,1998
39,Cape Breton (QMJHL),1088,Mike Fisher,40,1998
40,St. Thomas Jr. B (GOJHL),1074,Mike Ribeiro,41,1998
41,Seattle (WHL),81,Justin Papineau,42,1998
42,Jokerit Helsinki Jr. (Finland-Jr.),29,Norm Milley,43,1998
43,Sudbury (OHL),150,Jonathan Girard,44,1998
44,Rouyn-Noranda (QMJHL),6,Jaroslav Kristek,45,1998
45,Belleville (OHL),51,Bobby Allen,46,1998
46,Laval (QMJHL),69,Steve Moore,47,1998
47,Laval (QMJHL),2,Ryan Barnes,48,1998
48,Brandon (WHL),91,Tyler Bouck,49,1998
49,ZPS Zlin (Czech),6,Chris Bala,50,1998
50,Guelph (OHL),352,Denis Arkhipov,51,1998
51,Boston College (H-East),174,Joe DiPenta,52,1998
52,Harvard (ECAC),8,Paul Manning,53,1998
53,CSKA Moscow (Russia),209,Lance Ward,54,1998
54,Sudbury (OHL),1126,Brad Richards,55,1998
55,Ilves Tampere Jr. (Finland-Jr.),187,Jason LaBarbera,56,1998
56,Prince George (WHL),177,Alex Henry,57,1998
57,Harvard (ECAC),652,Jarkko Ruutu,58,1998
58,Portland (WHL),892,Erik Cole,59,1998
59,Ak Bars Kazan (Russia),227,Dmitry Afanasenkov,60,1998
60,Boston University (H-East),1,Julien Vauclair,61,1998
61,Colorado College (WCHA),887,Francois Beauchemin,62,1998
62,Red Deer (WHL),3,Mike Pandolfo,63,1998
63,Rimouski (QMJHL),2,Peter Nordstrom,64,1998
64,Halifax (QMJHL),1006,Brian Gionta,65,1998
65,Portland (WHL),314,Matt Walker,66,1998
66,London (OHL),678,Alexei Ponikarovsky,67,1998
67,HIFK Helsinki (Finland),8,Ryan Jardine,68,1998
68,Brandon (WHL),460,Josef Vasicek,69,1998
69,Plymouth (OHL),53,Eric Beaudoin,70,1998
70,Clarkson (ECAC),203,Tommy Westlund,71,1998
71,Torpedo Yaroslavl 2 (Russia-2),1,Mikko Jokela,72,1998
72,Robbinsdale (High-MN),219,Rob Davison,73,1998
73,Lugano (Swiss),1008,Shawn Horcoff,74,1998
74,Laval (QMJHL),129,Petr Schastlivy,75,1998
75,Krylja Sovetov 2 (Russia-2),61,Kip Brennan,76,1998
76,St. Sebastian's (High-MA),12,Miroslav Zalesak,77,1998
77,Farjestad Jr. (Sweden-Jr.),142,Pierre Dagenais,78,1998
78,Kitchener Jr. B,381,Krys Barch,79,1998
79,Prince Albert (WHL),8,Chris Corrinet,80,1998
80,Colorado College (WCHA),57,Dany Sabourin,81,1998
81,Boston College (H-East),31,Boyd Kane,82,1998
82,Portland (WHL),70,Jay Leach,83,1998
83,Sault Ste. Marie (OHL),880,Jaroslav Spacek,84,1998
84,Michigan (CCHA),2,Mike Siklenka,85,1998
85,HV 71 Jonkoping Jr. (Sweden-Jr.),50,Patrick Leahy,86,1998
86,Dynamo 2 (KHL),73,Jiri Dopita,87,1998
87,North Iowa (NAHL),10,Francis Belanger,88,1998
88,Sault Ste. Marie (OHL),22,Robert Schnabel,89,1998
89,Tri-City (WHL),141,Tomas Kloucek,90,1998
90,Slavia Praha Jr. (Czech-Jr.),30,Andrei Bashkirov,91,1998
91,Guelph (OHL),783,Rob Scuderi,92,1998
92,Brynas Gavle (Sweden),280,Andrew Raycroft,93,1998
93,U. of Maine (H-East),31,Ryan Flinn,94,1998
94,Windsor (OHL),699,Mikael Samuelsson,95,1998
95,HIFK Helsinki (Finland),497,Trent Hunter,96,1998
96,Guelph (OHL),108,Gordie Dwyer,97,1998
97,North Bay (OHL),32,Pavel Patera,98,1998
98,Michigan State (CCHA),55,Allan Rourke,99,1998
99,Sarnia (OHL),318,Kent Huskins,100,1998
100,Torpedo Yaroslavl (KHL),79,Rickard Wallin,101,1998
101,Lethbridge (WHL),1026,Chris Neil,102,1998
102,Sudbury (OHL),990,Andrei Markov,103,1998
103,Plastika Nitra (Slovakia),25,Tomas Zizka,104,1998
104,Rouyn-Noranda (QMJHL),542,Ales Kotalik,105,1998
105,London (OHL),234,Antero Niittymaki,106,1998
106,Princeton (ECAC),953,Pavel Datsyuk,107,1998
107,Sherbrooke (QMJHL),397,Niko Kapanen,108,1998
108,Drummondville (QMJHL),16,Jesse Fibiger,109,1998
109,Prince George (WHL),42,Evgeny Korolev,110,1998
110,Moose Jaw (WHL),487,Tyler Arnason,111,1998
111,HV 71 Jonkoping Jr. (Sweden-Jr.),29,Mike Morrison,112,1998
112,Ilves Tampere (Finland),27,Erik Westrum,113,1998
113,Regina (WHL),8,Brad Moran,114,1998
114,Providence (H-East),6,Rastislav Stana,115,1998
115,Lincoln (USHL),5,Tomas Divisek,116,1998
116,Farjestad (Sweden),41,Jonas Frogren,117,1998
117,Lloydminster (AJHL),54,Johan Witehall,118,1998
118,Torpedo Yaroslavl 2 (Russia-2),134,Jaroslav Svoboda,119,1998
119,Oshawa (OHL),92,Jim Fahey,120,1998
120,Calgary (WHL),806,Michael Ryder,121,1998
121,Miami (Ohio) (CCHA),1,David Moravec,122,1998
122,DS Olomouc (Czech-2),13,Mike Farrell,123,1998
123,Rimouski (QMJHL),832,Karlis Skrastins,124,1998
124,Maple Grove H.S. (High-MN),23,Jan Mertzig,125,1998
125,Moncton (QMJHL),6,Petr Hubacek,126,1998
126,Oshawa (OHL),398,Toby Petersen,127,1998
127,Medicine Hat (WHL),5,Matthew Yeats,128,1998
128,Slavia Praha (Czech-2),154,Martin Cibak,129,1998
129,Kelowna (WHL),67,Bruno St. Jacques,130,1998
130,Slavia Praha Jr. (Czech-Jr.),21,Matt Hussey,131,1998
131,Fort Wayne/Las Vegas (IHL),115,John Pohl,132,1998
132,Rimouski (QMJHL),,,133,1998
133,Boston College (H-East),,,134,1998
134,Sudbury (OHL),,,135,1998
135,Leksand (Sweden),,,136,1998
136,Brandon (WHL),,,137,1998
137,Sherbrooke (QMJHL),,,138,1998
138,Saskatoon (WHL),,,139,1998
139,Kitchener (OHL),,,140,1998
140,Tri-City (WHL),,,141,1998
141,Hammarby (Sweden-3),,,142,1998
142,Laval (QMJHL),,,143,1998
143,Kristall Elektrostal (Russia),,,144,1998
144,Sodertalje (Sweden-2),,,145,1998
145,Torpedo Yaroslavl 2 (Russia-2),,,146,1998
146,Prince Albert (WHL),,,147,1998
147,Red Deer (WHL),,,148,1998
148,Fort McMurray (AJHL),,,149,1998
149,Prince George (WHL),,,150,1998
150,Barrie (OHL),,,151,1998
151,Beauport (QMJHL),,,152,1998
152,AIK Solna (Sweden),,,153,1998
153,Kitchener (OHL),,,154,1998
154,Western Michigan (CCHA),,,155,1998
155,Clarkson (ECAC),,,156,1998
156,Medicine Hat (WHL),,,157,1998
157,Karpat Oulu (Finland),,,158,1998
158,Cape Breton (QMJHL),,,159,1998
159,Farjestad Jr. (Sweden-Jr.),,,160,1998
160,North Bay (OHL),,,161,1998
161,Khimik Voskresensk (Russia-2),,,162,1998
162,ZPS Zlin (Czech),,,163,1998
163,Ceske Budejovice Jr. (Czech-Jr.),,,164,1998
164,Kitchener (OHL),,,165,1998
165,Drummondville (QMJHL),,,166,1998
166,Victoriaville (QMJHL),,,167,1998
167,TPS Turku Jr. (Finland-Jr.),,,168,1998
168,Slavia Praha (Czech-2),,,169,1998
169,Torpedo Ust-Kamenogorsk (Russia-2),,,170,1998
170,Yekaterinburg (Russia),,,171,1998
171,Moncton (QMJHL),,,172,1998
172,HPK Hameenlinna (Finland),,,173,1998
173,Swift Current (WHL),,,174,1998
174,Medicine Hat (WHL),,,175,1998
175,Peterborough (OHL),,,176,1998
176,Hull (QMJHL),,,177,1998
177,Minnesota-Duluth (WCHA),,,178,1998
178,Seattle (WHL),,,179,1998
179,Brynas Gavle (Sweden),,,180,1998
180,Cape Breton (QMJHL),,,181,1998
181,London (OHL),,,182,1998
182,St. Cloud State (WCHA),,,183,1998
183,Clarkson (ECAC),,,184,1998
184,Sault Ste. Marie (OHL),,,185,1998
185,U. of Maine (H-East),,,186,1998
186,Minnesota (WCHA),,,187,1998
187,Shawinigan (QMJHL),,,188,1998
188,Lada Togliatti (KHL),,,189,1998
189,TPS Turku Jr. (Finland-Jr.),,,190,1998
190,Calgary (WHL),,,191,1998
191,Sparta Praha (Czech),,,192,1998
192,Kosice (Slovakia),,,193,1998
193,North Bay (OHL),,,194,1998
194,Slavia Praha (Czech-2),,,195,1998
195,London (OHL),,,196,1998
196,Brandon (WHL),,,197,1998
197,Prince Albert (WHL),,,198,1998
198,Des Moines (USHL),,,199,1998
199,Boston University (H-East),,,200,1998
200,Michigan (CCHA),,,201,1998
201,Sherbrooke (QMJHL),,,202,1998
202,Ottawa (OHL),,,203,1998
203,Northeastern (H-East),,,204,1998
204,Quebec (QMJHL),,,205,1998
205,Farjestad (Sweden),,,206,1998
206,Leksand (Sweden),,,207,1998
207,Olomouc (Czech-2),,,208,1998
208,Sherbrooke (QMJHL),,,209,1998
209,Kingston (OHL),,,210,1998
210,Michigan (CCHA),,,211,1998
211,Northeastern (H-East),,,212,1998
212,Granby (QMJHL),,,213,1998
213,Prince George (WHL),,,214,1998
214,Halifax (QMJHL),,,215,1998
215,Hull (QMJHL),,,216,1998
216,Ottawa (OHL),,,217,1998
217,Vitkovice (Czech),,,218,1998
218,Bowling Green (CCHA),,,219,1998
219,Providence (H-East),,,220,1998
220,Swift Current (WHL),,,221,1998
221,Kelowna (WHL),,,222,1998
222,Torpedo Yaroslavl 2 (Russia-2),,,223,1998
223,Assat Pori (Finland),,,224,1998
224,Khimik Voskresensk (Russia-2),,,225,1998
225,HV 71 Jonkoping (Sweden),,,226,1998
226,KalPa Kuopio (Finland),,,227,1998
227,Chemopetrol Litvinov (Russia),,,228,1998
228,Cape Breton (QMJHL),,,229,1998
229,TPS Turku (Finland),,,230,1998
230,EHC Kloten (Swiss),,,231,1998
231,London (OHL),,,232,1998
232,Farjestad (Sweden),,,233,1998
233,Guelph (OHL),,,234,1998
234,Lulea (Sweden),,,235,1998
235,Dynamo-2 Moscow (Russia),,,236,1998
236,Walpole (High-MA),,,237,1998
237,Sherbrooke (QMJHL),,,238,1998
238,Prince George (WHL),,,239,1998
239,Khimik Voskresensk (Russia-2),,,240,1998
240,London (OHL),,,241,1998
241,Sault Ste. Marie (OHL),,,242,1998
242,Kometa Brno (Czech-2),,,243,1998
243,Colorado College (WCHA),,,244,1998
244,HV 71 Jonkoping (Sweden),,,245,1998
245,Dukla Trencin (Slovakia),,,246,1998
246,Kitchener (OHL),,,247,1998
247,Olds (AJHL),,,248,1998
248,Baie-Comeau (QMJHL),,,249,1998
249,Slavia Praha (Czech-2),,,250,1998
250,Tri-City (WHL),,,251,1998
251,Medicine Hat (WHL),,,252,1998
252,Baie-Comeau (QMJHL),,,253,1998
253,Avon Old Farms (High-CT),,,254,1998
254,Red Wing High (High-MN),,,255,1998
255,Saskatoon (WHL),,,256,1998
256,Kitchener (OHL),,,257,1998
257,Dynamo-2 Moscow (Russia),,,258,1998
