,Amateur Team,GP,Name,Overall Pick,Year
114,Ottawa (OHL),,,115,1984
115,Verdun (QMJHL),,,116,1984
116,Penticton (BCHL),,,117,1984
117,Scarborough,,,118,1984
118,Leksand (Sweden),,,119,1984
119,McLennan,,,120,1984
120,Portage la Prairie,,,121,1984
121,Toronto (OHL),,,122,1984
122,Carleton,,,123,1984
123,Bowmanville,,,124,1984
124,Minneapolis (High-MN),,,125,1984
125,Dukla Trencin (Slovakia),,,126,1984
126,Boston (High-MA),,,127,1984
127,Winnipeg (WHL),,,128,1984
128,Greenfield (High-MA),,,129,1984
129,Cambridge (GOJHL),,,130,1984
130,Belleville (OHL),,,131,1984
131,Cornwall (OHL),,,132,1984
132,Goteborg (Sweden-3),,,133,1984
133,New Westminster (WCHL),,,134,1984
134,Bramalea Jr. B,,,135,1984
135,Portland (WHL),,,136,1984
136,Fredericton (High-NB),,,137,1984
137,Red Deer (WHL),,,138,1984
138,Chemopetrol Litvinov (Russia),,,139,1984
139,Newmarket (High-ON),,,140,1984
140,Brynas Gavle (Sweden),,,141,1984
141,Kitchener (OHL),,,142,1984
142,Karpat Oulu (Finland),,,143,1984
143,Kelowna (WHL),,,144,1984
144,Ottawa (OHL),,,145,1984
145,Regina (WHL),,,146,1984
146,Salla,,,147,1984
147,Geraldton,,,148,1984
148,Poldi Kladno (Czech),,,149,1984
149,Vermont (ECAC),,,150,1984
150,Brandon (WHL),,,151,1984
151,Karlstad (Sweden),,,152,1984
152,Sudbury (OHL),,,153,1984
153,Ornskoldsvik,,,154,1984
154,C. Columbus (High-MA),,,155,1984
155,Michigan (CCHA),,,156,1984
156,Brandon (WHL),,,157,1984
157,Ann Arbor (High-MI),,,158,1984
158,Sparta Praha (Czech),,,159,1984
159,Providence (High-CT),,,160,1984
160,Willmar (High-MN),,,161,1984
161,Helsinki (High-MN),,,162,1984
162,Toronto (OHL),,,163,1984
163,Regina (WHL),,,164,1984
164,Stockholm (Sweden-2),,,165,1984
165,St. Paul's (High-NH),,,166,1984
166,Verdun (QMJHL),,,167,1984
167,New Westminster (WCHL),,,168,1984
168,Toronto (OHL),,,169,1984
169,St. Paul (High-MN),,,170,1984
170,Hull (QMJHL),,,171,1984
171,Flin Flon (WHL),,,172,1984
172,Scituate (High-MA),,,173,1984
173,Shawinigan (QMJHL),,,174,1984
174,New Westminster (WCHL),,,175,1984
175,Granby (QMJHL),,,176,1984
176,Edmonton (WHL),,,177,1984
177,Mission City,,,178,1984
178,Shawinigan (QMJHL),,,179,1984
179,Wisconsin (WCHA),,,180,1984
180,St. Paul (High-MN),,,181,1984
181,HIFK Helsinki (Finland),,,182,1984
182,St. Jerome (QJHL),,,183,1984
183,Cambridge (High-MA),,,184,1984
184,Toronto (OHL),,,185,1984
185,Weymouth (High-MA),,,186,1984
186,Derbyshire,,,187,1984
187,Leksand (Sweden),,,188,1984
188,St. Paul (High-MN),,,189,1984
189,Greenway (High-MN),,,190,1984
190,Western Michigan (CCHA),,,191,1984
191,Trinity-Pawling (High-NY),,,192,1984
192,Edmonton (WHL),,,193,1984
193,Brynas Gavle (Sweden),,,194,1984
194,Newton (High-MA),,,195,1984
195,Orillia (OJHL),,,196,1984
196,Esterhazy,,,197,1984
197,Revere,,,198,1984
198,U.S. International U. (GWHC),,,199,1984
199,Sparta Praha (Czech),,,200,1984
200,Moorhead (High-MN),,,201,1984
201,Redford Jr. (GLJHL),,,202,1984
202,Calgary (WHL),,,203,1984
203,Edmonton (WHL),,,204,1984
204,Henry Carr Jr. B (MJHL),,,205,1984
205,Toronto (OHL),,,206,1984
206,St. Catharines (OHL),,,207,1984
207,Slavia Praha (Czech-2),,,208,1984
208,Oshawa (OHL),,,209,1984
209,Moorhead (High-MN),,,210,1984
210,Lahti,,,211,1984
211,St. John's,,,212,1984
212,Edina (High-MN),,,213,1984
213,Western Michigan (CCHA),,,214,1984
214,Simley (High-MN),,,215,1984
215,Leamington (GOJHL),,,216,1984
216,Guelph (OHL),,,217,1984
217,Sudbury (OHL),,,218,1984
218,Colorado College (WCHA),,,219,1984
219,Winnipeg (WHL),,,220,1984
220,Sodertalje (Sweden-2),,,221,1984
221,Denver (High-MN),,,222,1984
222,St. Paul (High-MN),,,223,1984
223,Victoria (WHL),,,224,1984
224,Sokol Kiev (Russia),,,225,1984
225,Kelowna (WHL),,,226,1984
226,Ipswich (High-MA),,,227,1984
227,Virginia (High-MN),,,228,1984
228,Victoria (WHL),,,229,1984
229,Hamilton (OHL),,,230,1984
230,South Windsor,,,231,1984
231,St. Catharines (OHL),,,232,1984
232,Banska Bystrica (Slovakia),,,233,1984
233,North Bay (OHL),,,234,1984
234,Oak Park,,,235,1984
235,Scarborough,,,236,1984
236,Waterloo (USHL),,,237,1984
237,Milton,,,238,1984
238,Becej,,,239,1984
239,Verdun (QMJHL),,,240,1984
240,Ceske Budejovice (Czech-2),,,241,1984
241,South St. Paul (High-MN),,,242,1984
242,Lloydminster (AJHL),,,243,1984
243,Sodertalje (Sweden-2),,,244,1984
244,Kosice (Slovakia),,,245,1984
245,Brynas Gavle (Sweden),,,246,1984
246,Seattle (WHL),,,247,1984
247,Winchester (High-MA),,,248,1984
248,New Hampshire (H-East),,,249,1984
249,Belleville (OHL),,,250,1984
