,Amateur Team,GP,Name,Overall Pick,Year
35,Karlovy Vary (Czech),232,Vojtech Polak,36,2003
36,St. Michael's (OJHL),1,Kevin Klein,37,2003
37,Brampton (OHL),122,Kamil Kreps,38,2003
38,Zurich (Swiss),16,Tim Ramholt,39,2003
39,Montreal (QMJHL),23,Cory Urquhart,40,2003
40,Shattuck-St. Mary's (High-MN),17,Matt Smaby,41,2003
41,Halifax (QMJHL),954,Petr Vrana,42,2003
42,Quebec (QMJHL),256,Josh Hennessy,43,2003
43,Ust-Kamenogorsk (Russia-3),730,Konstantin Pushkarev,44,2003
44,Acadie-Bathurst (QMJHL),867,Patrice Bergeron,45,2003
45,Sarnia (OHL),1,Dan Fritsche,46,2003
46,River City (USHL),148,Matt Carle,47,2003
47,Voskresensk (Russia-2),409,Dmitri Chernykh,48,2003
48,Kelowna (WHL),445,Shea Weber,49,2003
49,Dubnica Jr. (Slovak-Jr.),20,Ivan Baranka,50,2003
50,New England (EJHL),334,Colin McDonald,51,2003
51,Moncton (QMJHL),57,Corey Crawford,52,2003
52,Elektrostal (Russia-2),34,Evgeny Tunik,53,2003
53,Barrie (OHL),614,B.J. Crombeen,54,2003
54,Medicine Hat (WHL),844,Stefan Meyer,55,2003
55,Mississauga (OHL),7,Patrick O'Sullivan,56,2003
56,Andover (High-MA),447,John Doherty,57,2003
57,Prince Albert (WHL),1,Jeremy Colliton,58,2003
58,Ceske Budejovice (Czech-2),166,Michal Barinka,59,2003
59,Halifax (QMJHL),359,Marc-Andre Bernier,60,2003
60,Montreal (QMJHL),5,Maxim Lapierre,61,2003
61,Lincoln (USHL),429,David Backes,62,2003
62,Plymouth (OHL),552,David Liffiton,63,2003
63,U. of Maine (H-East),2,Jimmy Howard,64,2003
64,Bratislava Jr.,308,Branislav Fabry,65,2003
65,Red Deer (WHL),55,Masi Marjamaki,66,2003
66,Dynamo Moscow (Russia),253,Igor Mirnov,67,2003
67,Baie-Comeau (QMJHL),126,Jean-Francois Jacques,68,2003
68,Red Deer (WHL),1,Colin Fraser,69,2003
69,Prince George (WHL),131,Jonathan Filewich,70,2003
70,CSKA Moscow (Russia),257,Dmitry Kosmachev,71,2003
71,Arboga (Sweden-3),116,Mikhail Zhukov,72,2003
72,Sarnia (OHL),5,Daniel Carcillo,73,2003
73,Medicine Hat (WHL),627,Clarke MacArthur,74,2003
74,St. Sebastian's (High-MA),97,Ken Roche,75,2003
75,Sherbrooke (QMJHL),6,Richard Stehlik,76,2003
76,Swift Current (WHL),2,Tyler Redenbach,77,2003
77,Lincoln (USHL),9,Danny Irmen,78,2003
78,Nanaimo (BCHL),23,Ryan O'Byrne,79,2003
79,Magnitogorsk (KHL),202,Dmitri Pestunov,80,2003
80,Nitra (Slovakia),130,Stefan Ruzicka,81,2003
81,Sarnia (OHL),65,Ryan Munce,82,2003
82,Massachusetts (H-East),586,Steve Werner,83,2003
83,Tjumen (Russia-2),186,Konstantin Barulin,84,2003
84,Halifax (QMJHL),10,Alexandre Picard,85,2003
85,Cornell (ECAC),30,Shane Hynes,86,2003
86,Lincoln (USHL),890,Ryan Potulny,87,2003
87,Seattle (WHL),212,Zack Fitzgerald,88,2003
88,Kamloops (WHL),159,Paul Brown,89,2003
89,Northern Michigan (CCHA),4,Juha Alen,90,2003
90,Dukla Trencin (Slovakia),548,Martin Sagat,91,2003
91,Hamburg (Germany),1,Alexander Sulzer,92,2003
92,Elektrostal (Russia-2),663,Ivan Khomutov,93,2003
93,Sudbury (OHL),600,Zack Stortini,94,2003
94,Brandon (WHL),57,Rick Kozak,95,2003
95,Halifax (QMJHL),2,Jonathan Boutin,96,2003
96,Windsor (OHL),418,Ryan Donally,97,2003
97,Lokomotiv Yaroslavl 2 (Russia-3),599,Grigory Shafigulin,98,2003
98,Texas (NAHL),10,Matt Nickerson,99,2003
99,Kloten (Swiss),571,Philippe Seydoux,100,2003
100,Yunost Minsk (Belarus-Jr.),39,Konstantin Zakharov,101,2003
101,Peterborough (OHL),5,Aaron Dawson,102,2003
102,Stouffville (OPJHL),2,Kevin Jarman,103,2003
103,Hull (QMJHL),2,Philippe Dupuis,104,2003
104,Brampton (OHL),8,Martin Lojek,105,2003
105,Slavia Praha ( ),167,Jan Hejda,106,2003
106,Nanaimo (BCHL),869,Byron Bitz,107,2003
107,Geneve (Swiss),78,Kevin Romy,108,2003
108,Malmo ( ),7,Andreas Valdix,109,2003
109,Halifax (QMJHL),828,Jim Sharrow,110,2003
110,Oshawa (OHL),66,Brandon Nolan,111,2003
111,Peterborough (OHL),32,Jamie Tardif,112,2003
112,Ottawa (OHL),2,Corey Locke,113,2003
113,CSK VVS Samara ( ),117,Denis Ezhov,114,2003
114,Mora ( ),1,Liam Lindstrom,115,2003
115,Rouyn Noranda (QMJHL),6,Guillaume Desbiens,116,2003
116,TPS Turku ( ),715,Teemu Lassila,117,2003
117,Windsor (OHL),808,Frank Rediker,118,2003
118,Moncton (QMJHL),1,Nathan Saunders,119,2003
119,Dukla Trencin Jr. ( ),537,Stefan Blaho,120,2003
120,Saginaw (OHL),36,Paul Bissonnette,121,2003
121,Michigan State (CCHA),1,Corey Potter,122,2003
122,Rimouski (QMJHL),650,Danny Stewart,123,2003
123,Providence ( ),518,James Pemberton,124,2003
124,Dynamo-2 Moscow ( ),439,Konstantin Volkov,125,2003
125,Medicine Hat (WHL),159,Kevin Nastiuk,126,2003
126,Rouyn Noranda (QMJHL),234,Alexandre Bolduc,127,2003
127,St. Albert ( ),245,Ty Morris,128,2003
128,Ostrava Jr. ( ),462,Patrik Valcak,129,2003
129,Regina (WHL),413,Matej Trojovsky,130,2003
130,Seattle (WHL),,David Svagrovsky,131,2003
131,London (OHL),,Kyle Quincey,132,2003
132,CSKA Moscow 2 ( ),,Rustam Sidikov,133,2003
133,Lokomotiv Yaroslavl 2 (Russia-3),,Alexander Naurov,134,2003
134,Brynas Gavle Jr. (Sweden-Jr.),,Mattias Karlsson,135,2003
135,Sioux Falls (USHL),,Michael Vannelli,136,2003
136,Vernon (BCHL),,Tyson Strachan,137,2003
137,Jokerit Helsinki Jr. (Finland-Jr.),,Arsi Piispanen,138,2003
138,Hannover ( ),,Patrick Ehelechner,139,2003
139,Hull (QMJHL),,David Tremblay,140,2003
140,Deerfield Academy (High-MA),,Dan Travis,141,2003
141,River City (USHL),,Tim Cook,142,2003
142,U. of Maine ( ),,Greg Moore,143,2003
143,Kalpa Kuopio Jr. (Finland-Jr.),,Eero Kilpelainen,144,2003
144,Colorado College ( ),,Brett Sterling,145,2003
145,New England ( ),,Mark McCutcheon,146,2003
146,Vastra Frolunda Jr. ( ),,Kalle Olsson,147,2003
147,Dartmouth ( ),,Lee Stempniak,148,2003
148,Kootenay (WHL),,Nigel Dawes,149,2003
149,Des Moines (USHL),,Thomas Morrow,150,2003
150,Karpat Oulu ( ),,Lasse Kukkonen,151,2003
151,Salmon Arm (BCHL),,Brady Murray,152,2003
152,Saginaw (OHL),,Mike Brown,153,2003
153,Detroit Compuware (NAHL),,David Rohlfs,154,2003
154,Proctor (High-NH),,Josh Robertson,155,2003
155,Lokomotiv Yaroslavl 2 ( ),,Alexei Ivanov,156,2003
156,Nowy Targ (Poland),,Marcin Kolusz,157,2003
157,Plymouth (OHL),,John Mitchell,158,2003
158,Oshawa (OHL),,Chris Beckford-Tseu,159,2003
159,Brynas Gavle (Sweden),,Nicklas Danielsson,160,2003
160,Cherepovets ( ),,Evgeni Isakov,161,2003
161,Chemopetrol Litvinov Jr. ( ),,Martin Tuma,162,2003
162,Owen Sound (OHL),,Brad Richardson,163,2003
163,Brampton (OHL),,Ryan Oulahen,164,2003
164,Minnesota (WCHA),,Gino Guyer,165,2003
165,Cherepovets ( ),,Sergei Gimayev,166,2003
166,Chilliwack (BCHL),,Zach Tarkir,167,2003
167,London (OHL),,Marc Methot,168,2003
168,Sparta Praha Jr. ( ),,Lukas Bolf,169,2003
169,Linkoping ( ),,Andreas Sundin,170,2003
170,Novokuznetsk ( ),,Denis Stasyuk,171,2003
171,Mississauga (OHL),,Pavel Voroshnin,172,2003
172,Moose Jaw (WHL),,Esa Pirnes,173,2003
173,Tappara Tampere (Finland),,Mike Hamilton,174,2003
174,Merritt (BCHL),,Ivan Dornic,175,2003
175,Bratislava Jr. (Slovak-Jr.),,Chris Heino-Lindberg,176,2003
176,Hammarby (Sweden),,Ryan Gibbons,177,2003
177,Seattle (WHL),,Philippe Furrer,178,2003
178,Bern (Swiss),,Chris Holt,179,2003
179,U.S. National U-18 (USNTDP),,Johan Andersson,180,2003
180,Troja ( ),,Bruno Gervais,181,2003
181,Acadie-Bathurst (QMJHL),,Nate Thompson,182,2003
182,Seattle (WHL),,Dragan Umicevic,183,2003
183,Sodertalje (Sweden),,Francis Wathier,184,2003
184,Hull (QMJHL),,Drew Miller,185,2003
185,River City (USHL),,Miroslav Kopriva,186,2003
186,Poldi Kladno (Czech),,Mark Flood,187,2003
187,Peterborough (OHL),,Jonathan Lehun,188,2003
188,St. Cloud State (WCHA),,Chad Brownlee,189,2003
189,Vernon (BCHL),,Rejean Beauchemin,190,2003
190,Prince Albert (WHL),,Doug O'Brien,191,2003
191,Hull (QMJHL),,Ville Hostikka,192,2003
192,SaiPa Jr. ( ),,Stefan Blom,193,2003
193,Hammarby Jr. ( ),,Drew Bagnall,194,2003
194,Battlefords (SJHL),,Elias Granath,195,2003
195,Leksand Jr. ( ),,Jason Smith,196,2003
196,Lennoxville ( ),,Shay Stephenson,197,2003
197,Red Deer (WHL),,Andy Chiodo,198,2003
198,St. Michael's (OJHL),,Alexander Guskov,199,2003
199,Lokomotiv Yaroslavl (KHL),,Jonathan Tremblay,200,2003
200,Acadie-Bathurst (QMJHL),,Nathan Paetsch,201,2003
201,Moose Jaw (WHL),,Denis Loginov,202,2003
202,Ak Bars Kazan ( ),,Linus Videll,203,2003
203,Sodertalje Jr. (Sweden-Jr.),,Joe Pavelski,204,2003
204,Waterloo (USHL),,Thomas Bellemare,205,2003
205,Drummondville (QMJHL),,Georgy Misharin,206,2003
206,Yekaterinburg ( ),,Randall Gelech,207,2003
207,Kelowna (WHL),,Dylan Reese,208,2003
208,Pittsburgh (NAHL),,Andrei Mukhachev,209,2003
209,CSKA Moscow ( ),,Mike Brodeur,210,2003
210,Camrose (AJHL),,Denis Rehak,211,2003
211,Dukla Trencin Jr. ( ),,Miroslav Hanuljak,212,2003
212,Chemopetrol Litvinov Jr. ( ),,Kyle Brodziak,213,2003
213,Moose Jaw (WHL),,Mathieu Roy,214,2003
214,Val d'Or (QMJHL),,Kai Hospelt,215,2003
215,Koln ( ),,Oskari Korpikari,216,2003
216,Karpat Oulu ( ),,Dirk Southern,217,2003
217,Northern Michigan (CCHA),,Adam Courchaine,218,2003
218,Vancouver (WCHL),,Jeremy Williams,219,2003
219,Swift Current (WHL),,Evgeny Skachkov,220,2003
220,Kapitan Jr. (Russia),,Francois-Pierre Guenette,221,2003
221,Halifax (QMJHL),,Dany Roussin,222,2003
222,Rimouski (QMJHL),,Gerald Coleman,223,2003
223,London (OHL),,Brett Hemingway,224,2003
224,Coquitlam (BCHL),,Tomas Kollar,225,2003
225,Hammarby (Sweden),,Jay Rosehill,226,2003
226,Olds (AJHL),,Will Colbert,227,2003
227,Ottawa (OHL),,Stephen Dixon,228,2003
228,Cape Breton (QMJHL),,Jamie Hoffmann,229,2003
229,Des Moines (USHL),,Matt Zaba,230,2003
230,Vernon (BCHL),,Joe Jensen,231,2003
231,St. Cloud State (WCHA),,Mathieu Gravel,232,2003
232,Shawinigan (QMJHL),,Petr Kadlec,233,2003
233,Slavia Praha ( ),,Jeff Weber,234,2003
234,Plymouth (OHL),,Alexander Hult,235,2003
235,Tranas ( ),,Shaun Landolt,236,2003
236,Calgary (WHL),,Cody Blanshan,237,2003
237,U. Nebraska-Omaha (CCHA),,Toby Enstrom,238,2003
238,MODO Ornskoldsvik ( ),,Cam Cunning,239,2003
239,Kamloops (WHL),,Jimmy Bonneau,240,2003
240,Montreal (QMJHL),,Eduard Lewandowski,241,2003
241,Koln ( ),,Jan Marek,242,2003
242,Trinec (Czech),,Mike Sullivan,243,2003
243,Stouffville (OPJHL),,Dustin Byfuglien,244,2003
244,Prince George (WHL),,Igor Volkov,245,2003
245,Salavat Yulayev Ufa ( ),,Benoit Mondou,246,2003
246,Shawinigan (QMJHL),,Josef Hrabal,247,2003
247,Vsetin Jr. (Czech),,Andrew Joudrey,248,2003
248,Notre Dame (SJHL),,Shane O'Brien,249,2003
249,St. Michael's (OHL),,Mathieu Melanson,250,2003
250,Chicoutimi (QMJHL),,Sergei Topol,251,2003
251,Avangard Omsk ( ),,Andrei Pervyshin,252,2003
252,Lokomotiv Yaroslavl 2 ( ),,Nathan McIver,253,2003
253,St. Michael's (OHL),,Raimonds Danilics,254,2003
254,Stalkers (Latvia-Jr.),,Brady Greco,255,2003
255,Chicago (USHL),,Darryl Yacboski,256,2003
256,Regina (WHL),,Vladimir Kutny,257,2003
257,Quebec (QMJHL),,Niko Vainio,258,2003
258,Jokerit Helsinki Jr. (Finland-Jr.),,Ossi Louhivaara,259,2003
259,KooKoo Kouvola ( ),,Joey Tenute,260,2003
260,Sarnia (OHL),,Ryan Rorabeck,261,2003
261,St. Michael's (OHL),,Matt Moulson,262,2003
262,Cornell (ECAC),,John Hecimovic,263,2003
263,Sarnia (OHL),,Tanner Glass,264,2003
264,Nanaimo (BCHL),,Louis-Philippe Martin,265,2003
265,Baie-Comeau (QMJHL),,Brian O'Hanley,266,2003
266,Bos. College High (High-MA),,Lauris Darzins,267,2003
267,Lukko Rauma Jr. (Finland-Jr.),,Rylan Kaip,268,2003
268,Notre Dame (SJHL),,Kevin Harvey,269,2003
269,Georgetown ( ),,Jaroslav Halak,270,2003
270,Bratislava Jr. (Slovak-Jr.),,Sean Sullivan,271,2003
271,St. Sebastian's (High-MA),,Albert Vishnyakov,272,2003
272,Ak Bars Kazan ( ),,Marty Guerin,273,2003
273,Des Moines (USHL),,Michael Grenzy,274,2003
274,Chicago (USHL),,Carter Lee,275,2003
275,Canterbury (High-CT),,Kevin Regan,276,2003
276,St. Sebastian's (High-MA),,Troy Bodie,277,2003
277,Kelowna (WHL),,Mark Olafson,278,2003
278,Kelowna (WHL),,Ville Mantymaa,279,2003
279,Tappara Tampere (Finland),,Jean-Michel Bolduc,280,2003
280,Quebec (QMJHL),,Chris Porter,281,2003
281,Lincoln (USHL),,Trevor Hendrikx,282,2003
282,Peterborough (OHL),,Juhamatti Aaltonen,283,2003
283,Karpat Oulu Jr. ( ),,Matthew Hansen,284,2003
284,Seattle (WHL),,Zbynek Hrdel,285,2003
285,Rimouski (QMJHL),,Nick Tarnasky,286,2003
286,Lethbridge (WHL),,David Jones,287,2003
287,Coquitlam (BCHL),,Mikael Johansson,288,2003
288,Arvika ( ),,Loic Burkhalter,289,2003
289,Ambri-Piotta ( ),,Brian Elliott,290,2003
290,Ajax (OPJHL),,Arseny Bondarev,291,2003
291,Lokomotiv Yaroslavl 2 (Russia-3),,,292,2003
