,Amateur Team,GP,Name,Overall Pick,Year
102,HIFK Helsinki (Finland),66,Aaron Rome,103,2002
103,Swift Current (WHL),591,Rosario Ruggeri,104,2002
104,Chicoutimi (QMJHL),,Ivan Koltsov,105,2002
105,Cherepovets-2 (Russia-3),,Mikko Kalteva,106,2002
106,Jokerit Helsinki Jr. (Finland-Jr.),,Jakub Hulva,107,2002
107,Vitkovice Jr. (Czech-Jr.),,Jevon Desautels,108,2002
108,Spokane (WHL),,Jarkko A. Immonen,109,2002
109,Blues Espoo Jr. (Finland-Jr.),,Jonas Almtorp,110,2002
110,MoDo Ornskoldsvik Jr. (Sweden-Jr.),,Yuri Artemenkov,111,2002
111,Krylja Sovetov 2 (Russia-2),,Scott Dobben,112,2002
112,Erie (OHL),,John Laliberte,113,2002
113,N.H. Jr. Monarchs (EJHL),,Mark Rooneem,114,2002
114,Kamloops (WHL),,Patrick Dwyer,115,2002
115,Western Michigan (CCHA),,Cam Janssen,116,2002
116,Windsor (OHL),,Petr Dvorak,117,2002
117,Havirov-Jr. (Czech-Jr.),,Jekabs Redlihs,118,2002
118,NY Apple Core (EJHL),,Robin Jonsson,119,2002
119,Bofors,,Marty Magers,120,2002
120,Omaha (USHL),,David Turon,121,2002
121,Havirov (Czech-2),, invalid pick,122,2002
122,Moose Jaw (WHL),,Lane Manson,123,2002
123,Malmo Jr. (Sweden-Jr.),,Johan Bjork,124,2002
124,Lada Togliatti (KHL),,Konstantin Baranov,125,2002
125,Green Bay (USHL),,Nate Guenin,126,2002
126,Cowichan Valley (BCHL),,Matt Ellison,127,2002
127,Chicago (USHL),,Tom Gilbert,128,2002
128,Pardubice Jr. (Czech-Jr.),,Jan Kubista,129,2002
129,Sunne (Sweden-3),,Johan Berggren,130,2002
130,Sioux City (USHL),,John Zeiler,131,2002
131,Karpat Oulu (Finland),,Lasse Pirjeta,132,2002
132,Karpat Oulu (Finland),,Topi Jaakola,133,2002
133,N.H. Jr. Monarchs (EJHL),,Joe Pearce,134,2002
134,Greenway (High-MN),,Andrew Sertich,135,2002
135,Kelowna (WHL),,Cam Paddock,136,2002
136,Owen Sound (OHL),,Patrick Jarrett,137,2002
137,Sarnia (OHL),,Kris Newbury,138,2002
138,Cape Breton (QMJHL),,George Davis,139,2002
139,Zlin Jr. (Slovak-Jr.),,Jiri Cetkovsky,140,2002
140,Kloten (Swiss),,Emanuel Peter,141,2002
141,Detroit Compuware (NAHL),,Mike Walsh,142,2002
142,Brampton (OHL),,Paul Flache,143,2002
143,Sarnia (OHL),,Rob Gherson,144,2002
144,CSKA Moscow 2 (Russia),,Viktor Bobrov,145,2002
145,Moose Jaw (WHL),,David Bararuk,146,2002
146,Ft-Saskatchewan (AJHL),,Glenn Fisher,147,2002
147,Morrum (Sweden-2),,Marcus Paulsson,148,2002
148,Quesnel (BCHL),,Brock Hooton,149,2002
149,Brandon (WHL),,Rob McVicar,150,2002
150,Miami (Ohio) (CCHA),,Greg Hogeboom,151,2002
151,Kingston (OHL),,Peter Hamerlik,152,2002
152,Metalurgs Liepaja (Belarus-Jr.),,Krisjanis Redlihs,153,2002
153,Shawinigan (QMJHL),,Armands Berzins,154,2002
154,Plymouth (OHL),,James Wisniewski,155,2002
155,St. Albert (AJHL),,Joel Andresen,156,2002
156,Topeka (USHL),,Vince Bellissimo,157,2002
157,MoDo Ornskoldsvik Jr. (Sweden-Jr.),,Kristofer Persson,158,2002
158,Victoriaville (QMJHL),,Daniel Manzato,159,2002
159,Harvard (ECAC),,Dov Grumet-Morris,160,2002
160,Kootenay (WHL),,Gerard Dicaire,161,2002
161,Deerfield Academy (High-MA),,Tom Walsh,162,2002
162,Tri-City (WHL),,Tyler Weiman,163,2002
163,Boston University (H-East),,Justin Maiser,164,2002
164,Lethbridge (WHL),,Logan Koopmans,165,2002
165,Spokane (WHL),,Brad Schell,166,2002
166,Brandon (WHL),,Tim Konsorada,167,2002
167,Barrie (OHL),,Jeremy Swanson,168,2002
168,Cedar Rapids (USHL),,P.J. Atherton,169,2002
169,Cedar Rapids (USHL),,Robert Goepfert,170,2002
170,St. Lawrence (ECAC),,Mike McKenna,171,2002
171,Prince Albert (WHL),,Luke Fritshaw,172,2002
172,Ilves Tampere Jr. (Finland-Jr.),,Karri Akkanen,173,2002
173,Merrimack (H-East),,Matt Foy,174,2002
174,Colorado College (WCHA),,Curtis McElhinney,175,2002
175,Green Bay (USHL),,Jake Taylor,176,2002
176,Elektrostal (Russia-2),,Maxim Scheviev,177,2002
177,Vancouver (WCHL),,Marian Havel,178,2002
178,Kurgan,,Kirill Sidorenko,179,2002
179,Tappara Tampere (Finland),,Mikko Luoma,180,2002
180,Belleville (OHL),,Andre Deveaux,181,2002
181,Oshawa (OHL),,Paul Ranger,182,2002
182,Continental Zlin (Czech),,Jaroslav Balastik,183,2002
183,Boston College (H-East),,Jeff Pietrasiak,184,2002
184,Berkshire (High-MA),,Eric Johansson,185,2002
185,Tri-City (WHL),,Kevin Kantee,186,2002
186,Jokerit Helsinki Jr. (Finland-Jr.),,Alexei Stonkus,187,2002
187,Elektrostal (Russia-2),,D.J. King,188,2002
188,Lethbridge (WHL),,Ian White,189,2002
189,Swift Current (WHL),,Nikita Korovkin,190,2002
190,Kamloops (WHL),,Joey Mormina,191,2002
191,Colgate (ECAC),,Kim Hirschovits,192,2002
192,HIFK Helsinki (Finland),,Taylor Christie,193,2002
193,Bowling Green (CCHA),,Mikael Vuorio,194,2002
194,Lukko Rauma Jr. (Finland-Jr.),,Jimmy Cuddihy,195,2002
195,Shawinigan (QMJHL),,Nathan Oystrick,196,2002
196,South Surrey (BCHL),,Greg Mauldin,197,2002
197,Massachusetts (H-East),,Denis Yachmenev,198,2002
198,North Bay (OHL),,Mathieu Brunelle,199,2002
199,Victoriaville (QMJHL),,Patrik Baertschi,200,2002
200,Kloten (Swiss),,Josh Morrow,201,2002
201,Tri-City (WHL),,Niklas Eckerblom,202,2002
202,Djurgarden Jr. (Sweden-Jr.),,J.F. Dufort,203,2002
203,Cape Breton (QMJHL),,David Van Der Gulik,204,2002
204,Chilliwack (BCHL),,Pierre Johnsson,205,2002
205,Farjestad Jr. (Sweden-Jr.),,Radoslav Hecl,206,2002
206,Bratislava (KHL),,Joni Lindlof,207,2002
207,Tappara Tampere Jr. (Finland-Jr.),,Bryan Hamm,208,2002
208,Peterborough (OHL),,Patrick Murphy,209,2002
209,Newmarket (OHL),,Jonathan Ferland,210,2002
210,Acadie-Bathurst (QMJHL),,Fredrik Norrena,211,2002
211,TPS Turku (Finland),,Marc-Andre Roy,212,2002
212,Baie-Comeau (QMJHL),,Mikhail Lyubushin,213,2002
213,Krylja Sovetov (Russia),,Ladislav Kouba,214,2002
214,Red Deer (WHL),,Tim Conboy,215,2002
215,Topeka (USHL),,Ilkka Pikkarainen,216,2002
216,HIFK Helsinki (Finland),,Tyson Kellerman,217,2002
217,North Bay (OHL),,Brad Topping,218,2002
218,Brampton (OHL),,Jonas Johnson,219,2002
219,Vastra Frolunda (Sweden),,Scott May,220,2002
220,Ohio State (CCHA),,Ilja Krikunov,221,2002
221,Elektrostal (Russia-2),,Adam Taylor,222,2002
222,Kootenay (WHL),,Steven Goertzen,223,2002
223,Seattle (WHL),,Joey Crabb,224,2002
224,Green Bay (USHL),,Ryan Steeves,225,2002
225,Yale (ECAC),,Dmitri Utkin,226,2002
226,Lokomotiv Yaroslavl 2 (Russia-3),,Derek Meech,227,2002
227,Red Deer (WHL),,Colton Fretter,228,2002
228,Chatham (GOJHL),,Jaroslav Kracik,229,2002
229,Plzen Jr. (Czech-Jr.),,Peter Hafner,230,2002
230,Taft School (High-CT),,Vasily Koshechkin,231,2002
231,Lada Togliatti 2 (Russia-3),,Maxime Talbot,232,2002
232,Hull (QMJHL),,Kaleb Betts,233,2002
233,Chilliwack (BCHL),,Tyler Boldt,234,2002
234,Kamloops (WHL),,Christoph Brandner,235,2002
235,Krefeld (Germany),,Jyri Marttinen,236,2002
236,JyP HT Jyvaskyla (Finland),,Ryan Lannon,237,2002
237,Harvard (ECAC),,Petr Prucha,238,2002
238,Pardubice (Czech),,Dennis Wideman,239,2002
239,London (OHL),,Igor Ignatushkin,240,2002
240,Elektrostal (Russia-2),,Tuomas Mikkonen,241,2002
241,JyP HT Jyvaskyla (Finland),,Dwight Helminen,242,2002
242,Michigan (CCHA),,Tomas Micka,243,2002
243,Slavia Praha Jr. (Czech-Jr.),,Josef Vavra,244,2002
244,Vsetin Jr. (Czech-Jr.),,Matt Violin,245,2002
245,Lake Superior State (CCHA),,Tuukka Pulliainen,246,2002
246,TuTo (Finland-2),,Marcus Smith,247,2002
247,Kitchener (OHL),,Dan Glover,248,2002
248,Camrose (AJHL),,Jason Kostadine,249,2002
249,Hull (QMJHL),,Martin Chabada,250,2002
250,Sparta Praha (Czech),,Tom Koivisto,251,2002
251,Jokerit Helsinki (KHL),,Jarkko Immonen,252,2002
252,Assat Pori (Finland),,Ryan Craig,253,2002
253,Brandon (WHL),,Darren Reid,254,2002
254,Medicine Hat (WHL),,Pauli Levokari,255,2002
255,HIFK Helsinki (Finland),,Sergei Shemetov,256,2002
256,Elektrostal (Russia-2),,Yan Stastny,257,2002
257,Notre Dame (CCHA),,Pierre-Olivier Beaulieu,258,2002
258,Quebec (QMJHL),,Francois Caron,259,2002
259,Moncton (QMJHL),,Christian Soderstrom,260,2002
260,Timra (Sweden-2),,Sergei Mozyakin,261,2002
261,CSKA Moscow (Russia),,Matt Davis,262,2002
262,Moncton (QMJHL),,Dwight Labrosse,263,2002
263,Guelph (OHL),,Steven Spencer,264,2002
264,Swift Current (WHL),,Chris Petrow,265,2002
265,Oshawa (OHL),,Mikhail Tyulyapkin,266,2002
266,Nizhny Novgorod 2,,Mika Hannula,267,2002
267,Malmo (Sweden),,Rob Flynn,268,2002
268,Harvard (ECAC),,Martin Cizek,269,2002
269,Slavia Praha Jr. (Czech-Jr.),,Patric Blomdahl,270,2002
270,AIK Solna Jr. (Sweden-2),,Ned Havern,271,2002
271,Boston College (H-East),,Fredrik Johansson,272,2002
272,Vastra Frolunda Jr. (Sweden-Jr.),,Konstantin Korneev,273,2002
273,Krylja Sovetov 2 (Russia-2),,Vitali Atyushov,274,2002
274,Perm (Russia-2),,Thomas Nussli,275,2002
275,EV Zug (Swiss),,Matt Gens,276,2002
276,St. Cloud State (WCHA),,Connor James,277,2002
277,Denver (WCHA),,Russell Spence,278,2002
278,Opaskwayak,,Bill Kinkel,279,2002
279,Kitchener (OHL),,Adam Burish,280,2002
280,Green Bay (USHL),,Per Braxenholm,281,2002
281,Morrum (Sweden-2),,Ryan MacMurchy,282,2002
282,Notre Dame (SJHL),,Staffan Kronwall,283,2002
283,Huddinge (Sweden),,Alexei Glukhov,284,2002
284,Voskresensk 2 (Russia-3),,John Toffey,285,2002
285,Ohio State (CCHA),,Michael Hutchins,286,2002
286,Des Moines (USHL),,Sean Collins,287,2002
287,New Hampshire (H-East),,Pavel Frolov,288,2002
288,Nizhny Novgorod 2,,Jonathan Ericsson,289,2002
289,Hasten Jr. (Sweden-Jr.),,,290,2002
290,,,,291,2002
