,Amateur Team,GP,Name,Overall Pick,Year
55,Victoria (WHL),1,Greg Crozier,56,1994
56,Brandon (WHL),607,Chris Clark,57,1994
57,Tacoma (WHL),267,Hnat Domenichelli,58,1994
58,North Bay (OHL),91,David Nemirovsky,59,1994
59,Portland (WHL),6,Steve McLaren,60,1994
60,Drummondville (QMJHL),1020,Milan Hejduk,61,1994
61,Itil Kazan,493,Vaclav Varada,62,1994
62,Kamloops (WHL),658,Brad Lukowich,63,1994
63,Yepandhin Dev Timra (Sweden-3),58,Matt Herr,64,1994
64,Saskatoon (WHL),124,Jamie Wright,65,1994
65,SKA St. Petersburg (KHL),118,Eric Nickulas,66,1994
66,Red Deer (WHL),115,Sylvain Blouin,67,1994
67,Val d'Or (QMJHL),411,Pavel Trnka,68,1994
68,Guelph (OHL),264,Nils Ekman,69,1994
69,TPS Turku (Finland),31,Craig Mills,70,1994
70,Tri-City (WHL),10,Chris Schmidt,71,1994
71,Fairfield Prep (High-CT),9,Tony Tuzzolino,72,1994
72,Lawrence Academy (High-MA),70,Brian Swanson,73,1994
73,Granby (QMJHL),543,Marty Turco,74,1994
74,Spokane (WHL),580,Bates Battaglia,75,1994
75,CSKA Moscow (Russia),1246,Daniel Alfredsson,76,1994
76,Springfield Jr. B,786,Bryce Salvador,77,1994
77,Tacoma (WHL),459,Alex Selivanov,78,1994
78,Burlington Jr. B (OJHL),296,Alexander Korolyuk,79,1994
79,Red Deer (WHL),515,Andre Roy,80,1994
80,New Haven (High-CT),374,Serge Aubin,81,1994
81,Medicine Hat (WHL),311,Colin Forbes,82,1994
82,Kamloops (WHL),133,Roman Vopat,83,1994
83,Ottawa (OHL),550,Shane Hnidy,84,1994
84,North Bay (OHL),186,Ladislav Kohn,85,1994
85,Spartak Moscow (KHL),321,Steve Webb,86,1994
86,Pardubice (Czech),38,Raymond Giroux,87,1994
87,Brandon (WHL),15,Eric Bertrand,88,1994
88,Vitkovice (Czech),4,Vitali Yeremeyev,89,1994
89,Kamloops (WHL),13,Frederic Cassivi,90,1994
90,Red Deer (WHL),7,Jan Nemecek,91,1994
91,Brandon (WHL),426,Tim Thomas,92,1994
92,Hotchkiss (High-CT),373,Johan Hedberg,93,1994
93,Vernon (BCHL),697,Evgeni Nabokov,94,1994
94,KalPa Kuopio (Finland),256,Bill Muckalt,95,1994
95,Kiekko-Espoo (Finland),114,Craig Millar,96,1994
96,Rogle Angelholm (Sweden),700,Tomas Vokoun,97,1994
97,Guelph (OHL),81,Jorgen Jonsson,98,1994
98,Cushing Academy (High-MA),224,John Grahame,99,1994
99,Traktor Chelyabinsk (KHL),1011,Steve Sullivan,100,1994
100,Victoriaville (QMJHL),654,Eric Boulton,101,1994
101,Springfield Jr. B,374,Tyson Nash,102,1994
102,Chemopetrol Litvinov (Russia),745,Richard Zednik,103,1994
103,Laval (QMJHL),38,Mike Peluso,104,1994
104,Windsor (OHL),502,Sergei Berezin,105,1994
105,Skoda Plzen (Czech),1026,Tomas Holmstrom,106,1994
106,Hammarby,89,Per Gustafsson,107,1994
107,Belleville (OHL),207,Jeremy Stevenson,108,1994
108,Guelph (OHL),161,Ladislav Benysek,109,1994
109,Dubuque Jr. B,2,Brian White,110,1994
110,Seattle (WHL),306,Dick Tarnstrom,111,1994
111,Guelph (OHL),50,Antti Tormanen,112,1994
112,Michigan State (CCHA),23,Scott Fankhouser,113,1994
113,Granby (QMJHL),55,Pavel Torgaev,114,1994
114,Omaha (USHL),739,Kim Johnsson,115,1994
115,St. Sebastian's (High-MA),,,116,1994
116,Laval (QMJHL),,,117,1994
117,Cornwall (OHL),,,118,1994
118,Chicoutimi (QMJHL),,,119,1994
119,Vasteras (Sweden-2),,,120,1994
120,Medicine Hat (WHL),,,121,1994
121,St. Hyacinthe (QMJHL),,,122,1994
122,Dusseldorf (Germany),,,123,1994
123,Cambridge Jr. B,,,124,1994
124,Duncan,,,125,1994
125,Saskatoon (WHL),,,126,1994
126,Brockville (CCHL),,,127,1994
127,Duluth East (High-MN),,,128,1994
128,St. Hyacinthe (QMJHL),,,129,1994
129,Beauport (QMJHL),,,130,1994
130,St. John's (High-MA),,,131,1994
131,Caledon (MJHL),,,132,1994
132,Vastra Frolunda (Sweden),,,133,1994
133,Meadville H.S. (High-PA),,,134,1994
134,Donetsk,,,135,1994
135,Niagara (OJHL),,,136,1994
136,Governor Dummer (High-MA),,,137,1994
137,Lethbridge (WHL),,,138,1994
138,Cornwall (OHL),,,139,1994
139,Spartak Moscow (KHL),,,140,1994
140,Krylja Sovetov (Russia),,,141,1994
141,Simley (High-MN),,,142,1994
142,Montreal (QMJHL),,,143,1994
143,Oshawa (OHL),,,144,1994
144,Avangard Omsk (KHL),,,145,1994
145,Red Deer (WHL),,,146,1994
146,Medicine Hat (WHL),,,147,1994
147,Regina Midgets,,,148,1994
148,Grums,,,149,1994
149,Spartak Moscow (KHL),,,150,1994
150,Chicoutimi (QMJHL),,,151,1994
151,Newmarket (OHL),,,152,1994
152,Krylja Sovetov (Russia),,,153,1994
153,CSKA Moscow (Russia),,,154,1994
154,Michigan Tech (WCHA),,,155,1994
155,Shawinigan (QMJHL),,,156,1994
156,Kitchener (OHL),,,157,1994
157,Wisconsin (USHL),,,158,1994
158,Hotchkiss (High-CT),,,159,1994
159,Leduc,,,160,1994
160,Granby (QMJHL),,,161,1994
161,Tivali Minsk (Belarus-Jr.),,,162,1994
162,Sudbury (OHL),,,163,1994
163,Moncton (QMJHL),,,164,1994
164,Powell River (BCHL),,,165,1994
165,Sherwood Park (AJHL),,,166,1994
166,Dynamo Moscow (Russia),,,167,1994
167,Granby (QMJHL),,,168,1994
168,Avangard Omsk (KHL),,,169,1994
169,Tacoma (WHL),,,170,1994
170,Toronto,,,171,1994
171,Chemopetrol Litvinov (Russia),,,172,1994
172,Prince Albert (WHL),,,173,1994
173,Regina (WHL),,,174,1994
174,Swift Current (WHL),,,175,1994
175,Peterborough (OHL),,,176,1994
176,Medicine Hat (WHL),,,177,1994
177,Assat Pori (Finland),,,178,1994
178,Red Deer (WHL),,,179,1994
179,Wayzata,,,180,1994
180,Guelph (OHL),,,181,1994
181,CSKA Moscow 2 (Russia),,,182,1994
182,Laval (QMJHL),,,183,1994
183,Kimball Union (High-NH),,,184,1994
184,Ottawa (OHL),,,185,1994
185,Izhevsk,,,186,1994
186,St. John's (High-MA),,,187,1994
187,Sharon (High-ON),,,188,1994
188,Sudbury (OHL),,,189,1994
189,Dynamo-2 Moscow (Russia),,,190,1994
190,Spokane (WHL),,,191,1994
191,Lethbridge (WHL),,,192,1994
192,Guelph (OHL),,,193,1994
193,New Liskeard,,,194,1994
194,Regina (WHL),,,195,1994
195,Victoria (WHL),,,196,1994
196,Kent School (High-CT),,,197,1994
197,Stratford Jr. B (GOJHL),,,198,1994
198,Kelowna (WHL),,,199,1994
199,Vastra Frolunda (Sweden),,,200,1994
200,Swift Current (WHL),,,201,1994
201,Powasson Jr.,,,202,1994
202,Vastra Frolunda (Sweden),,,203,1994
203,Niagara (OJHL),,,204,1994
204,Kimberley (KIJHL),,,205,1994
205,CSKA Moscow (Russia),,,206,1994
206,Granby (QMJHL),,,207,1994
207,Park Center (High-MN),,,208,1994
208,Torpedo Ust-Kamenogorsk (Russia-2),,,209,1994
209,St. Hyacinthe (QMJHL),,,210,1994
210,Laval (QMJHL),,,211,1994
211,Leksand (Sweden),,,212,1994
212,Harvard (ECAC),,,213,1994
213,Victoria (WHL),,,214,1994
214,Ceske Budejovice (Czech-2),,,215,1994
215,Spartak Moscow (KHL),,,216,1994
216,Vermont (ECAC),,,217,1994
217,Leksand (Sweden),,,218,1994
218,Ust-Kamenogorsk (Russia-3),,,219,1994
219,Kingston (OHL),,,220,1994
220,Kelowna (BCHL),,,221,1994
221,Chemopetrol Litvinov Jrs. (Czech),,,222,1994
222,Kent School (High-CT),,,223,1994
223,Tri-City (WHL),,,224,1994
224,Swift Current (WHL),,,225,1994
225,Kladno (Czech-2),,,226,1994
226,Rogle Angelholm (Sweden),,,227,1994
227,Tacoma (WHL),,,228,1994
228,Sioux City (USHL),,,229,1994
229,Detroit (OHL),,,230,1994
230,Michigan Tech (WCHA),,,231,1994
231,Hill-Murray (High-MN),,,232,1994
232,Sault Ste. Marie (OHL),,,233,1994
233,Oshawa (OHL),,,234,1994
234,Kiekko-Espoo (Finland),,,235,1994
235,KalPa Kuopio (Finland),,,236,1994
236,Cushing Academy (High-MA),,,237,1994
237,Loomis Chaffee (High-CT),,,238,1994
238,Westminster (High-CT),,,239,1994
239,Pardubice (Czech),,,240,1994
240,Spartak Moscow (KHL),,,241,1994
241,Seattle (WHL),,,242,1994
242,Stephenville,,,243,1994
243,Sault Ste. Marie (OHL),,,244,1994
244,Marquette Elec. AAA,,,245,1994
245,Calgary (WHL),,,246,1994
246,Kamloops (WHL),,,247,1994
247,Lugano (Swiss),,,248,1994
248,Banska Bystrica (Slovakia),,,249,1994
249,Wexford (MJHL),,,250,1994
250,Spruce Grove,,,251,1994
251,Northwood School (High-NY),,,252,1994
252,Omaha (USHL),,,253,1994
253,Thunder Bay (USHL),,,254,1994
254,Halifax (QMJHL),,,255,1994
255,Khimik Voskresensk (Russia-2),,,256,1994
256,Boden,,,257,1994
257,Torpedo Yaroslavl (KHL),,,258,1994
258,Waterloo (USHL),,,259,1994
259,Slovan Bratislava (KHL),,,260,1994
260,HV 71 Jonkoping (Sweden),,,261,1994
261,Sault Ste. Marie (OHL),,,262,1994
262,Belmont Hill (High-MA),,,263,1994
263,Neudorf,,,264,1994
264,Oshawa (OHL),,,265,1994
265,Olomouc Jr. (Czech-Jr.),,,266,1994
266,Tacoma (WHL),,,267,1994
267,Arlington Catholic (High-MA),,,268,1994
268,Minot (High-ND),,,269,1994
269,Slovan Bratislava (KHL),,,270,1994
270,St. Hyacinthe (QMJHL),,,271,1994
271,AIK Solna (Sweden),,,272,1994
272,Medicine Hat (WHL),,,273,1994
273,Jokerit Helsinki (KHL),,,274,1994
274,Chelyabinsk (Russia-2),,,275,1994
275,Loomis Chaffee (High-CT),,,276,1994
276,Owen Sound (OHL),,,277,1994
277,Regina (WHL),,,278,1994
278,TPS Turku (Finland),,,279,1994
279,Swift Current (WHL),,,280,1994
280,Salavat Yulayev Ufa (KHL),,,281,1994
281,Catholic Memorial (High-MA),,,282,1994
282,Krylja Sovetov (Russia),,,283,1994
283,Sioux City (USHL),,,284,1994
284,Sherbrooke (QMJHL),,,285,1994
285,Malmo (Sweden),,,286,1994
