,Amateur Team,GP,Name,Overall Pick,Year
156,Trinity-Pawling (High-NY),,,157,1988
157,U. of Maine (H-East),,,158,1988
158,Waltham (High-MA),,,159,1988
159,Madison Memorial (High-WI),,,160,1988
160,Malmo (Sweden),,,161,1988
161,Penticton (BCHL),,,162,1988
162,Milton Academy (High-MA),,,163,1988
163,St. Paul's (High-NH),,,164,1988
164,Boston University (H-East),,,165,1988
165,Minnesota-Duluth (WCHA),,,166,1988
166,Duluth East (High-MN),,,167,1988
167,Brandon (WHL),,,168,1988
168,Armstrong (High-MN),,,169,1988
169,Lulea (Sweden),,,170,1988
170,U. of Alberta (CWUAA),,,171,1988
171,Bishop Hendricken (High-RI),,,172,1988
172,St. Cloud State (WCHA),,,173,1988
173,Canterbury (High-CT),,,174,1988
174,Mount St. Joseph (High-RI),,,175,1988
175,Edina (High-MN),,,176,1988
176,Saskatoon (WHL),,,177,1988
177,Ann Arbor (High-MI),,,178,1988
178,Michigan State (CCHA),,,179,1988
179,Victoria (WHL),,,180,1988
180,Etobicoke Jr. B,,,181,1988
181,Dukla Trencin (Slovakia),,,182,1988
182,St. Thomas College (MIAC),,,183,1988
183,Colorado College (WCHA),,,184,1988
184,Grand Rapids (High-MN),,,185,1988
185,Woburn (High-MA),,,186,1988
186,Dynamo Riga (KHL),,,187,1988
187,St. Paul (USHL),,,188,1988
188,Assat Pori (Finland),,,189,1988
189,Burlington Jr. B (OJHL),,,190,1988
190,Michigan (CCHA),,,191,1988
191,Hamilton (OHL),,,192,1988
192,Cornwall (OHL),,,193,1988
193,Medford (High-MA),,,194,1988
194,Windsor (OHL),,,195,1988
195,Chicoutimi (QMJHL),,,196,1988
196,North St. Paul (High-MN),,,197,1988
197,CSKA Moscow (Russia),,,198,1988
198,Prince Albert (WHL),,,199,1988
199,Brandon (WHL),,,200,1988
200,North Yarmouth (High-ME),,,201,1988
201,Cushing Academy (High-MA),,,202,1988
202,U. of Maine (H-East),,,203,1988
203,St. John's (High-MA),,,204,1988
204,Seattle (WHL),,,205,1988
205,Dynamo Moscow (Russia),,,206,1988
206,CSKA Moscow (Russia),,,207,1988
207,Dynamo Minsk (KHL),,,208,1988
208,Victoriaville (QMJHL),,,209,1988
209,Minnesota (WCHA),,,210,1988
210,Illinois-Chicago (CCHA),,,211,1988
211,CSKA Moscow (Russia),,,212,1988
212,St. Cloud Apollo (High-MN),,,213,1988
213,Sault Ste. Marie (OHL),,,214,1988
214,Cushing Academy (High-MA),,,215,1988
215,Lake Superior State (CCHA),,,216,1988
216,St. Paul's (High-NH),,,217,1988
217,Spring Lake Park (High-MN),,,218,1988
218,Lethbridge (WHL),,,219,1988
219,St. Lawrence (ECAC),,,220,1988
220,Catholic Memorial (High-MA),,,221,1988
221,Choate Academy (High-CT),,,222,1988
222,Madison,,,223,1988
223,Western Michigan (CCHA),,,224,1988
224,Osseo (High-MN),,,225,1988
225,Cornwall (OHL),,,226,1988
226,Ohio State (CCHA),,,227,1988
227,Boston University (H-East),,,228,1988
228,Bowling Green (CCHA),,,229,1988
229,Clarkson (ECAC),,,230,1988
230,Cornwall (OHL),,,231,1988
231,Troja (Sweden-3),,,232,1988
232,Laval (QMJHL),,,233,1988
233,Lethbridge (WHL),,,234,1988
234,Choate Academy (High-CT),,,235,1988
235,Windsor (OHL),,,236,1988
236,Canterbury (High-CT),,,237,1988
237,Landshut (Germany),,,238,1988
238,Harvard (ECAC),,,239,1988
239,U. Manitoba (CWUAA),,,240,1988
240,Deerfield Academy (High-MA),,,241,1988
241,Miami (Ohio) (CCHA),,,242,1988
242,Rosenheim (Germany),,,243,1988
243,Dukla Jihlava (Czech-2),,,244,1988
244,Belmont Hill (High-MA),,,245,1988
245,Babson College,,,246,1988
246,Michigan (CCHA),,,247,1988
247,Kitchener (OHL),,,248,1988
248,Swift Current (WHL),,,249,1988
249,U. of Guelph (OUA),,,250,1988
250,Krylja Sovetov (Russia),,,251,1988
251,,,,252,1988
