,Amateur Team,GP,Name,Overall Pick,Year
43,Prince Albert (WHL),968,Igor Pohanka,44,2001
44,Lethbridge (WHL),906,Martin Podlesak,45,2001
45,Kingston (OHL),167,Mike Zigomanis,46,2001
46,Tver (Russia-2),27,Alexander Polushin,47,2001
47,JyP HT Jyvaskyla (Finland),364,Tuomas Pihlman,48,2001
48,Michigan (CCHA),46,Mike Cammalleri,49,2001
49,North Bay (OHL),102,Chris Thorburn,50,2001
50,HIFK Helsinki (Finland),18,Jaroslav Bednar,51,2001
51,Exeter (High-NH),3,Ed Caron,52,2001
52,Kelowna (WHL),981,Kiel McLeod,53,2001
53,St. Sebastian's (High-MA),6,Noah Welch,54,2001
54,Shawinigan (QMJHL),552,Jason Pominville,55,2001
55,Spartak Moscow (KHL),116,Andrei Medvedev,56,2001
56,Brampton (OHL),24,Jay McClement,57,2001
57,Moose Jaw (WHL),372,Nathan Paetsch,58,2001
58,Spokane (WHL),291,Matt Keith,59,2001
59,Lokomotiv Yaroslavl 2 (Russia-3),8,Victor Uchevatov,60,2001
60,Hammarby (Sweden-2),4,Andreas Holmqvist,61,2001
61,CSK VVS Samara (Russia-3),506,Igor Grigorenko,62,2001
62,St. Michael's (OJHL),199,Peter Budaj,63,2001
63,Rimouski (QMJHL),920,Tomas Malec,64,2001
64,Ottawa (OHL),1,Brendan Bell,65,2001
65,Sudbury (OHL),723,Fedor Fedorov,66,2001
66,Baie-Comeau (QMJHL),287,Robin Leblanc,67,2001
67,Prince Albert (WHL),17,Grant McNeill,68,2001
68,Red Deer (WHL),8,Joel Stepp,69,2001
69,AIK Solna (Sweden),789,Yared Hagos,70,2001
70,Poldi Kladno (Czech),3,Tomas Plekanec,71,2001
71,Oshawa (OHL),1,Brandon Nolan,72,2001
72,Guelph (OHL),1,Craig Anderson,73,2001
73,Spokane (WHL),10,Chris Heid,74,2001
74,Saratov (Russia-2),10,Denis Platonov,75,2001
75,Ilves Tampere (Finland),15,Oliver Setzinger,76,2001
76,Seattle (WHL),126,Darren McLachlan,77,2001
77,Davos (Swiss),6,Beat Forster,78,2001
78,Regina (WHL),315,Garth Murray,79,2001
79,Saskatoon (WHL),128,Michael Garnett,80,2001
80,Notre Dame (CCHA),489,Neil Komadoski,81,2001
81,Brampton (OHL),56,Jay Harrison,82,2001
82,Karpat Oulu (Finland),96,Henrik Juntunen,83,2001
83,Harvard (ECAC),89,Kenny Smith,84,2001
84,Rimouski (QMJHL),1,Aaron Johnson,85,2001
85,St. Michael's (OJHL),405,Drew Fata,86,2001
86,Brynas Gavle (Sweden),14,Per Mars,87,2001
87,Sherbrooke (QMJHL),804,Nicolas Corbeil,88,2001
88,Kalpa Kuopio Jr. (Finland-Jr.),521,Tuomas Nissinen,89,2001
89,Calgary (WHL),71,Owen Fussey,90,2001
90,Chilliwack (BCHL),8,Kevin Estrada,91,2001
91,Merrimack (H-East),40,Anthony Aquino,92,2001
92,Val d'Or (QMJHL),853,Stephane Veilleux,93,2001
93,Podolsk (KHL),491,Evgeny Artyukhin,94,2001
94,Vermont (ECAC),836,Patrick Sharp,95,2001
95,Val d'Or (QMJHL),459,Alexandre Rouleau,96,2001
96,London (OHL),18,Danny Bois,97,2001
97,Brandon (WHL),125,Jordin Tootoo,98,2001
98,Sault Ste. Marie (OHL),937,Ray Emery,99,2001
99,Miami (Ohio) (CCHA),776,Brian Sipotz,100,2001
100,Kingston (OHL),8,Cory Stillman,101,2001
101,HPK Hameenlinna (Finland),277,Timo Parssinen,102,2001
102,TPS Turku (Finland),1,Tony Virta,103,2001
103,Rimouski (QMJHL),59,Brent MacLellan,104,2001
104,Spartak Moscow 2 (Russia-3),272,Vladimir Korsunov,105,2001
105,Krefeld (Germany),501,Christian Ehrhoff,106,2001
106,Erding,849,Dimitri Patzold,107,2001
107,Jokerit Helsinki Jr. (Finland-Jr.),156,Tomi Maki,108,2001
108,TPS Turku (Finland),6,Martti Jarventie,109,2001
109,Plymouth (OHL),13,Rob Zepp,110,2001
110,Blues Espoo Jr. (Finland-Jr.),344,Matti Kaltiainen,111,2001
111,Burnaby (BCHL),162,Milan Gajic,112,2001
112,Omaha (USHL),229,Bryce Lampman,113,2001
113,Magnitogorsk (KHL),228,Evgeny Gladskikh,114,2001
114,Khabarovsk (KHL),430,Vladimir Gusev,115,2001
115,Camrose (AJHL),221,Richard Petiot,116,2001
116,Cushing Academy (High-MA),17,Mike Woodford,117,2001
117,Hotchkiss (High-CT),13,Brandon Rogers,118,2001
118,Magnitogorsk (KHL),269,Alexei Zotkin,119,2001
119,Poprad (Slovakia),71,Tomas Surovy,120,2001
120,Sherbrooke (QMJHL),491,Drew MacIntyre,121,2001
121,North Bay (OHL),202,Igor Valeev,122,2001
122,London (OHL),15,Aaron Lobb,123,2001
123,Avangard Omsk (KHL),53,Yegor Shastin,124,2001
124,Spokane (WHL),2,Jeff Lucky,125,2001
125,Sparta Praha Jr. (Czech-Jr.),22,Daniel Volrab,126,2001
126,Munich (Germany),,Christoph Schubert,127,2001
127,Krylja Sovetov (Russia),,Andrei Posnov,128,2001
128,HC Vsetin Jr. (Czech-Jr.),,Miroslav Blatak,129,2001
129,Guelph (OHL),,Colt King,130,2001
130,Boston College (H-East),,Ben Eaves,131,2001
131,Plzen (Czech),,Dusan Salficky,132,2001
132,Tappara Tampere (Finland),,Jussi Markkanen,133,2001
133,Belleville (OHL),,Kyle Wellwood,134,2001
134,Colorado College (WCHA),,Colin Stuart,135,2001
135,Prince George (WHL),,Billy Thompson,136,2001
136,Baie-Comeau (QMJHL),,Joel Perrault,137,2001
137,Valley Jrs.,,Paul Lynch,138,2001
138,Quebec (QMJHL),,Shawn Collymore,139,2001
139,Liberec Jr. (Czech-Jr.),,Tomas Plihal,140,2001
140,Plymouth (OHL),,Cole Jarrett,141,2001
141,Espoo Jrs. (Finland-Jr.),,Tommi Jaminki,142,2001
142,Boston University (H-East),,Frantisek Skladany,143,2001
143,Belleville (OHL),,Cody McCormick,144,2001
144,Westminster (High-CT),,James Hakewill,145,2001
145,Kalpa Kuopio Jr. (Finland-Jr.),,Jussi Timonen,146,2001
146,Brandon (WHL),,Jiri Jakes,147,2001
147,Des Moines (USHL),,David Klema,148,2001
148,Vastra Frolunda Jr. (Sweden-Jr.),,Mikko Viitanen,149,2001
149,Tri-City (WHL),,Bernd Bruckler,150,2001
150,Bowling Green (CCHA),,Kevin Bieksa,151,2001
151,Weyburn (SJHL),,Terry Denike,152,2001
152,Tappara Tampere (Finland),,Tuukka Mantyla,153,2001
153,Breck (High-MN),,Jake Brenk,154,2001
154,Ceske Budejovice Jr. (Czech-Jr.),,Michal Vondrka,155,2001
155,Lincoln (USHL),,Andy Schneider,156,2001
156,Farjestad Jr. (Sweden-Jr.),,Andreas Jamtin,157,2001
157,Slavia Praha (Czech-2),,Roman Malek,158,2001
158,Spartak Moscow (KHL),,Dmitri Semin,159,2001
159,Sherbrooke (QMJHL),,Artem Ternavsky,160,2001
160,Sudbury (OHL),,Mike Smith,161,2001
161,Riebersee (German-2),,Stefan Schauer,162,2001
162,Djurgarden (Sweden),,Andreas Salomonsson,163,2001
163,St. Petersburg (KHL),,Yuri Trubachev,164,2001
164,Drummondville (QMJHL),,Pierre-Luc Emond,165,2001
165,St. Michael's (OJHL),,Andy Chiodo,166,2001
166,Vsetin Jr. (Czech-Jr.),,Michal Blazek,167,2001
167,Lada Togliatti 2 (Russia-3),,Maxim Kondratiev,168,2001
168,Seattle (WHL),,Dustin Johner,169,2001
169,Martin (Slovakia),,Jan Tabacek,170,2001
170,Sarnia (OHL),,Eric Himelfarb,171,2001
171,Mannheim (Germany),,Dennis Seidenberg,172,2001
172,Langley (BCHL),,Justin Aikins,173,2001
173,Avangard Omsk Jr. (KHL),,Alexander Golovin,174,2001
174,Rimouski (QMJHL),,Ryane Clowe,175,2001
175,HIFK Helsinki (Finland),,Marek Zidlicky,176,2001
176,Magnitogorsk (KHL),,Andrei Razin,177,2001
177,Ak Bars Kazan Jr. (Russia-Jr.),,Anton Lavrentiev,178,2001
178,Waterloo (USHL),,Andrew Alberts,179,2001
179,Sioux City (USHL),,Scott Polaski,180,2001
180,Cape Breton (QMJHL),,Daniel Boisclair,181,2001
181,Exeter (High-NH),,Tom Cavanagh,182,2001
182,Brno,,Jaroslav Sklenar,183,2001
183,Massachusetts (H-East),,Scott Horvath,184,2001
184,Vastra Frolunda Jr. (Sweden-Jr.),,Mikael Svensk,185,2001
185,Karlovy Vary (Czech),,Petr Puncochar,186,2001
186,Lada Togliatti Jr. (Russia-Jr.),,Artem Vostrikov,187,2001
187,Sioux City (USHL),,Art Femenella,188,2001
188,Jokerit Helsinki (KHL),,Pasi Nurminen,189,2001
189,Medicine Hat (WHL),,Brett Scheffelmaier,190,2001
190,Slavia Praha Jr. (Czech-Jr.),,Zbynek Novak,191,2001
191,Karpat Oulu Jr. (Finland-Jr.),,Jussi Jokinen,192,2001
192,Moose Jaw (WHL),,Brooks Laich,193,2001
193,Sioux Falls (USHL),,James Massen,194,2001
194,Seattle (WHL),,Nick Pannoni,195,2001
195,Guelph (OHL),,Charlie Stephens,196,2001
196,Liberec Jr. (Czech-Jr.),,Jan Holub,197,2001
197,Dukla Trencin Jr. (Slovak-Jr.),,Ivan Kolozvary,198,2001
198,Saskatoon (WHL),,Matt Suderman,199,2001
199,Lukko Rauma (Finland),,Toni Koivisto,200,2001
200,Exeter (High-NH),,Colin FitzRandolph,201,2001
201,Prince George (WHL),,Derek Boogaard,202,2001
202,Guelph (OHL),,Andrew Archer,203,2001
203,Lugano (Swiss),,Raffaele Sannitz,204,2001
204,Ilves Tampere Jr. (Finland-Jr.),,Teemu Jaaskelainen,205,2001
205,Quebec (QMJHL),,Petr Preucil,206,2001
206,Saskatoon (WHL),,Garrett Bembridge,207,2001
207,Baie-Comeau (QMJHL),,Thierry Douville,208,2001
208,Victoria (WHL),,Jordan Sigalet,209,2001
209,Kamloops (WHL),,Steve Belanger,210,2001
210,Tri-City (WHL),,Sean Curry,211,2001
211,Halifax (QMJHL),,Jason King,212,2001
212,Belleville (OHL),,Jan Chovan,213,2001
213,Lugano (Swiss),,Cristobal Huet,214,2001
214,Prince George (WHL),,Dan Baum,215,2001
215,Elektrostal (Russia-2),,Oleg Minakov,216,2001
216,Sparta Praha Jr. (Czech-Jr.),,Tomas Duba,217,2001
217,Barrie (OHL),,Jan Platil,218,2001
218,Harvard (ECAC),,Dennis Packard,219,2001
219,Cedar Rapids (USHL),,Dave Moss,220,2001
220,Victoriaville (QMJHL),,Johnny Oduya,221,2001
221,Ottawa (OHL),,Jeremy Van Hoof,222,2001
222,Lincoln (USHL),,Brandon Bochenski,223,2001
223,Brynas Gavle (Sweden),,Tony Martensson,224,2001
224,Great Falls,,David Printz,225,2001
225,Tingsryds (Sweden-2),,Pontus Petterstrom,226,2001
226,Kootenay (WHL),,Marek Svatos,227,2001
227,Quebec (QMJHL),,Mike Bray,228,2001
228,Victoria (WHL),,Aaron Voros,229,2001
229,Podolsk Jr. (Russia-Jr.),,Leonid Zhvachkin,230,2001
230,Prince Albert (WHL),,Kyle Bruce,231,2001
231,Langnau (Swiss),,Martin Gerber,232,2001
232,Des Moines (USHL),,Joe Campbell,233,2001
233,Huddinge Jr. (Sweden-Jr.),,Calle Aslund,234,2001
234,Kindersley (SJHL),,Neil Petruic,235,2001
235,Brampton (OHL),,Ryan Bowness,236,2001
236,Nebraska-Omaha (CCHA),,Mike Gabinet,237,2001
237,Medicine Hat (WHL),,Ryan Hollweg,238,2001
238,Seattle (WHL),,Jake Riddle,239,2001
239,Mora (Sweden-2),,Gustav Grasberg,240,2001
240,Halifax (QMJHL),,Milan Jurcina,241,2001
241,Selkirk,,Andrew Murray,242,2001
242,St. Michael's (OJHL),,Frantisek Lukes,243,2001
243,Ottawa (OHL),,Carter Trevisani,244,2001
244,Nizhnekamsk Jrs. (Russia-Jr.),,Konstantin Mikhailov,245,2001
245,Moose Jaw (WHL),,Tomas Mojzis,246,2001
246,Vsetin Jr. (Czech-Jr.),,Marek Dubec,247,2001
247,Jokerit Helsinki (KHL),,Kari Haakana,248,2001
248,Princeton (ECAC),,Matt Maglione,249,2001
249,Texas Tornado (NAHL),,Brandon Crawford-West,250,2001
250,SaiPa (Finland),,Ville Hamalainen,251,2001
251,Montreal (QMJHL),,J.F. Soucy,252,2001
252,Continental Zlin (Czech),,Petr Cajanek,253,2001
253,Nitra (Slovakia),,Peter Polcik,254,2001
254,Merrimack (H-East),,Marco Rosa,255,2001
255,Boston University (H-East),,Gregg Johnson,256,2001
256,Khimik Voskresensk (Russia-2),,Yevgeny Gamalei,257,2001
257,Ak Bars Kazan (Russia),,Dmitri Bykov,258,2001
258,Neftekhimik (KHL),,Dmitri Bezrukov,259,2001
259,Michigan Tech (WCHA),,Bryan Perez,260,2001
260,Neftekhimik (KHL),,Vitali Smolyaninov,261,2001
261,Trinec (Czech),,Mario Cartelli,262,2001
262,Dukla Trencin Jr. (Slovak-Jr.),,Jan Blanar,263,2001
263,Chicoutimi (QMJHL),,P.A. Parenteau,264,2001
264,Hull (QMJHL),,Dale Sullivan,265,2001
265,Slavia Praha (Czech-2),,Viktor Ujcik,266,2001
266,Ilves Tampere (Finland),,Ivan Majesky,267,2001
267,Vermont (ECAC),,Jeff Miles,268,2001
268,Lukko Rauma Jr. (Finland-Jr.),,Juris Stals,269,2001
269,Regina (WHL),,Grant Jacobsen,270,2001
270,Karpat Oulu (Finland),,Mikko Lehtonen,271,2001
271,Pardubice (Czech),,Ales Pisa,272,2001
272,Kloten (Swiss),,Severin Blindenbacher,273,2001
273,North Bay (OHL),,Peter Reynolds,274,2001
274,Mannheim (Germany),,Robert Muller,275,2001
275,Georgetown (OPJHL),,Mike Knoepfli,276,2001
276,Rayside-Balfour,,Sebastien Laplante,277,2001
277,Red Deer (WHL),,Shay Stephenson,278,2001
278,Tri-City (WHL),,Ryan Jorde,279,2001
279,Novokuznetsk (KHL),,Roman Kuhtinov,280,2001
280,Perm (Russia-2),,Ilja Solarev,281,2001
281,Peterborough (OHL),,Marcel Rodman,282,2001
282,Morrum (Sweden-2),,Simon Skoog,283,2001
283,Slavia Praha (Czech-2),,Viktor Hubl,284,2001
284,Slavia Praha (Czech-2),,Marek Tomica,285,2001
285,Ilves Tampere (Finland),,Toni Dahlman,286,2001
286,Lukko Rauma Jr. (Finland-Jr.),,Juha-Pekka Ketola,287,2001
287,RPI (ECAC),,Francois Senez,288,2001
288,Sodertalje (Sweden-2),,Henrik Bergfors,289,2001
