,Amateur Team,GP,Name,Overall Pick,Year
39,Hibbing (High-MN),575,Ken Wregget,40,1982
40,Sault Ste. Marie (OHL),193,Miroslav Dvorak,41,1982
41,Lethbridge (WHL),5,Steve Seguin,42,1982
42,Sudbury (OHL),55,Tom McMurchy,43,1982
43,Toronto (OHL),8,Mike Posavad,44,1982
44,Lethbridge (WHL),624,Troy Loney,45,1982
45,Ceske Budejovice (Czech-2),242,Mario Gosselin,46,1982
46,Montreal (QMJHL),1188,Kevin Dineen,47,1982
47,Kingston (OHL),335,Corey Millen,48,1982
48,Brandon (WHL),73,Milan Novy,49,1982
49,Peterborough (OHL),961,Dave Reid,50,1982
50,Seattle (WHL),1,Scott Harlow,51,1982
51,Lethbridge (WHL),6,Dave Gans,52,1982
52,Shawinigan (QMJHL),235,Craig Coxe,53,1982
53,Sherbrooke (QMJHL),1080,Ulf Samuelsson,54,1982
54,Shawinigan (QMJHL),10,Timo Jutila,55,1982
55,Denver (WCHA),115,Bill Watson,56,1982
56,Cloquet (High-MN),403,Mark Lamb,57,1982
57,Poldi SNOP Kladno (Czech),233,Vladimir Ruzicka,58,1982
58,Edina (High-MN),92,Tom Martin,59,1982
59,Peterborough (OHL),1129,Dave Ellett,60,1982
60,S.S. Braves H.S. (High-MA),74,Chris Jensen,61,1982
61,Cornwall (OHL),1061,Bob Rouse,62,1982
62,Sudbury (OHL),48,Dusan Pasek,63,1982
63,Oshawa (OHL),186,Jaroslav Pouzar,64,1982
64,Toronto (OHL),391,Alan Kerr,65,1982
65,St. Albert (AJHL),377,Brad Shaw,66,1982
66,Leksand (Sweden),1258,Ray Ferraro,67,1982
67,Tappara Tampere (Finland),803,Dean Evason,68,1982
68,Minneapolis (High-MN),3,Grant Sasser,69,1982
69,Prince Albert (WHL),50,Ulf Isaksson,70,1982
70,Ottawa (OHL),14,Todd Bergen,71,1982
71,Billings,42,Robert Logan,72,1982
72,CHZ Litvinov (Czech),9,Mike Moher,73,1982
73,Kelowna (BCHL),89,Claude Vilgrain,74,1982
74,Ottawa (CCHL),457,Randy Gilhen,75,1982
75,Dukla Jihlava (Czech-2),220,Ed Kastelic,76,1982
76,Stockholm (Sweden-2),141,Jeff Parker,77,1982
77,Kelowna (BCHL),42,Perry Ganchar,78,1982
78,Providence (ECAC),41,Taylor Hall,79,1982
79,Billings,608,Ron Hextall,80,1982
80,Slovan Bratislava (KHL),773,Tony Granato,81,1982
81,Victoria (WHL),639,Bob Sweeney,82,1982
82,Ceske Budejovice (Czech-2),43,Michael Dark,83,1982
83,Seattle (WHL),151,Raimo Summanen,84,1982
84,Mariner H.S. (High-MN),79,Roger Kortko,85,1982
85,Ottawa (OHL),2,Dom Campedelli,86,1982
86,Opava,25,Daniel Poudrier,87,1982
87,Penticton (BCHL),3,Viktor Nechayev,88,1982
88,Kamloops (WHL),1474,Doug Gilmour,89,1982
89,Ottawa (OHL),729,Dave Brown,90,1982
90,Penticton (BCHL),114,Sergei Kapustin,91,1982
91,Winnipeg (WHL),41,Hannu Jarvenpaa,92,1982
92,Toronto (OHL),7,Wally Schreiber,93,1982
93,Portland (WHL),5,Peter Helander,94,1982
94,AIK Solna (Sweden),14,Guy Gosselin,95,1982
95,East Grand Forks (High-MN),1,Claude Verret,96,1982
96,Calgary (WHL),4,Dean Clark,97,1982
97,Prince Albert (WHL),3,Todd Okerlund,98,1982
98,Shawinigan (QMJHL),56,Alan Hepple,99,1982
99,West Island Jr. (QJHL),707,Miroslav Ihnacak,100,1982
100,Superior (High-WI),40,Mike Hough,101,1982
101,Toronto (OHL),1057,Magnus Roupe,102,1982
102,Acton-Boxborough (High-MA),12,Kelly Miller,103,1982
103,Toronto (OHL),15,Pat Micheletti,104,1982
104,Granby (QMJHL),8,Doug Kostynski,105,1982
105,Kitchener (OHL),8,Leigh Verstraete,106,1982
106,Laval (QMJHL),3,Simo Saarinen,107,1982
107,Winnipeg (WHL),36,James Camazzola,108,1982
108,Winnipeg (WHL),4,Tommy Lehman,109,1982
109,London (OHL),,Dan Dorion,110,1982
110,Mariner (High-MN),,,111,1982
111,Detroit,,,112,1982
112,Saskatoon (WHL),,,113,1982
113,Ottawa (OHL),,,114,1982
114,Niagara Falls (OHL),,,115,1982
115,Regina (WHL),,,116,1982
116,St. Paul (High-MN),,,117,1982
117,Sodertalje (Sweden-2),,,118,1982
118,Brandon (WHL),,,119,1982
119,Northwood School (High-NY),,,120,1982
120,Almtuna (Sweden-2),,,121,1982
121,North St. Paul (High-MN),,,122,1982
122,Acton-Boxborough (High-MA),,,123,1982
123,Sarnia Jr. B,,,124,1982
124,Reipas Lahti (Finland),,,125,1982
125,Saskatoon (WHL),,,126,1982
126,Sarnia (OHL),,,127,1982
127,Troy,,,128,1982
128,Cohasset (High-MA),,,129,1982
129,Rochester (High-MN),,,130,1982
130,Shawinigan (QMJHL),,,131,1982
131,SKA Leningrad (KHL),,,132,1982
132,Greenbush (High-MN),,,133,1982
133,Cornwall (OHL),,,134,1982
134,Edmonton (WHL),,,135,1982
135,Lethbridge (WHL),,,136,1982
136,Calgary (WHL),,,137,1982
137,Seattle Jr. B,,,138,1982
138,Niagara Falls (OHL),,,139,1982
139,Saskatoon (WHL),,,140,1982
140,Spartak Moscow (KHL),,,141,1982
141,Niagara Falls (OHL),,,142,1982
142,CSKA Moscow (Russia),,,143,1982
143,Kingston (OHL),,,144,1982
144,Karpat Oulu (Finland),,,145,1982
145,Toronto,,,146,1982
146,Winthrop (High-MA),,,147,1982
147,Cobourg (OJHL),,,148,1982
148,Ottawa (OHL),,,149,1982
149,Ann Arbor (High-MI),,,150,1982
150,Detroit (High-MN),,,151,1982
151,Regina (WHL),,,152,1982
152,Skelleftea (Sweden),,,153,1982
153,Brampton (OHL),,,154,1982
154,Boston College (ECAC),,,155,1982
155,Thunder Bay (USHL),,,156,1982
156,Portland (WHL),,,157,1982
157,Michigan State (CCHA),,,158,1982
158,John Marshall (High-MN),,,159,1982
159,Tonawanda,,,160,1982
160,Shawinigan (QMJHL),,,161,1982
161,Kiruna (Sweden),,,162,1982
162,Trois-Rivieres (QMJHL),,,163,1982
163,Little Falls (High-MN),,,164,1982
164,Montreal (QMJHL),,,165,1982
165,Detroit (High-MI),,,166,1982
166,St. Albert (AJHL),,,167,1982
167,Burnsville (High-MN),,,168,1982
168,Ottawa (OHL),,,169,1982
169,Cornell (ECAC),,,170,1982
170,VSZ Kosice (Slovakia),,,171,1982
171,Belleville (OHL),,,172,1982
172,Melville,,,173,1982
173,Saskatoon (WHL),,,174,1982
174,Kemptville (CCHL),,,175,1982
175,Aurora (High-MN),,,176,1982
176,Kitchener (OHL),,,177,1982
177,Kapuskasing,,,178,1982
178,Kitchener (OHL),,,179,1982
179,Minneapolis (High-MN),,,180,1982
180,Kitchener (OHL),,,181,1982
181,Farjestad (Sweden),,,182,1982
182,Michigan State (CCHA),,,183,1982
183,Kingston (OHL),,,184,1982
184,Hibbing (High-MN),,,185,1982
185,Kamloops (WHL),,,186,1982
186,Fargo (WCHA),,,187,1982
187,Penticton (BCHL),,,188,1982
188,Hamiota,,,189,1982
189,Vancouver (WCHL),,,190,1982
190,Calgary (WHL),,,191,1982
191,Calgary (WHL),,,192,1982
192,HIFK Helsinki (Finland),,,193,1982
193,Tappara Tampere (Finland),,,194,1982
194,Reading,,,195,1982
195,Penticton (BCHL),,,196,1982
196,Stoneham,,,197,1982
197,Belleville (OHL),,,198,1982
198,Maple Creek,,,199,1982
199,Niagara Falls (OHL),,,200,1982
200,St. Catharines (OHL),,,201,1982
201,Dukla Jihlava (Czech-2),,,202,1982
202,Michigan Tech (High-MI),,,203,1982
203,Prince Albert (WHL),,,204,1982
204,Billings,,,205,1982
205,Most,,,206,1982
206,Strathroy,,,207,1982
207,Somerville (High-MA),,,208,1982
208,Nelson,,,209,1982
209,Toronto,,,210,1982
210,Woburn (High-MA),,,211,1982
211,Kitchener (OHL),,,212,1982
212,Grand Forks (High-ND),,,213,1982
213,Stockholm (Sweden-2),,,214,1982
214,Camrose (AJHL),,,215,1982
215,St. Paul (USHL),,,216,1982
216,Toronto (OHL),,,217,1982
217,Sibley (High-MN),,,218,1982
218,Minneapolis,,,219,1982
219,Exeter (High-NH),,,220,1982
220,Cornwall (OHL),,,221,1982
221,Vancouver (WCHL),,,222,1982
222,Montreal (QMJHL),,,223,1982
223,Lethbridge (WHL),,,224,1982
224,Park Ridge (High-NY),,,225,1982
225,Cloquet (High-MN),,,226,1982
226,Minneapolis (High-MN),,,227,1982
227,Stocksund (Sweden-2),,,228,1982
228,Fort Saskatchewan (AJHL),,,229,1982
229,Regina (WHL),,,230,1982
230,St. Paul (USHL),,,231,1982
231,Austin Prep (High-MA),,,232,1982
232,Kenora (MJHL),,,233,1982
233,Winnipeg (WHL),,,234,1982
234,Winnipeg (WHL),,,235,1982
235,Brampton (OHL),,,236,1982
236,Kiruna (Sweden),,,237,1982
237,Dartmouth (ECAC),,,238,1982
238,New Hope,,,239,1982
239,Golden,,,240,1982
240,Hibbing (High-MN),,,241,1982
241,Drayton Valley,,,242,1982
242,Boras (Sweden-3),,,243,1982
243,Kosice (Slovakia),,,244,1982
244,Moose Lake (High-MN),,,245,1982
245,Dorval,,,246,1982
246,St. Louis Jr. B,,,247,1982
247,Nitra (Slovakia),,,248,1982
248,Northern Michigan (CCHA),,,249,1982
249,Edina (High-MN),,,250,1982
250,Regina (WHL),,,251,1982
251,Grimsby,,,252,1982
