,Amateur Team,GP,Name,Overall Pick,Year
154,Aberdeen (NAHL),,Peter Thome,155,2016
155,HPK Jr. (Finland-Jr.),,Eetu Tuulola,156,2016
156,Team Russia U18 (Russia-Jr.),,Mikhail Berdin,157,2016
157,Oakville (OJHL),,Patrick Kudla,158,2016
158,Red Deer (WHL),,Brandon Hagel,159,2016
159,Sudbury (OHL),,Michael Pezzetta,160,2016
160,Culver Academy (High-IN),,Nathan Clurman,161,2016
161,AIK (Sweden-2),,Jesper Bratt,162,2016
162,TPS Jr. (Finland-Jr.),,Markus Nurmi,163,2016
163,Guelph (OHL),,Noah Carroll,164,2016
164,Farjestad Jr. (Sweden-Jr.),,Oskar Steen,165,2016
165,Victoria (WHL),,Matthew Phillips,166,2016
166,Djurgarden Jr. (Sweden-Jr.),,Filip Larsson,167,2016
167,SKA St. Petersburg 2 (Russia-Jr.),,Konstantin Volkov,168,2016
168,Lincoln (USHL),,Tanner Laczynski,169,2016
169,Muskegon (USHL),,Collin Adams,170,2016
170,Rouyn-Noranda (QMJHL),,Gabriel Fontaine,171,2016
171,Sarnia (OHL),,Anthony Salinitri,172,2016
172,Denver (NCHC),,Blake Hillman,173,2016
173,Leamington (GOJHL),,Tyler Wall,174,2016
174,CSKA (Russia),,Maxim Mamin,175,2016
175,Modo Jr. (Sweden-Jr.),,Jakob Stenqvist,176,2016
176,Quinnipiac (ECAC),,Chase Priskie,177,2016
177,Loko-Yunior Yaroslav (Russia-Jr.),,Oleg Sosunov,178,2016
178,London (OHL),,Nicolas Mattinen,179,2016
179,North Bay (OHL),,Mark Shoemaker,180,2016
180,Connecticut (H-East),,Joseph Masonius,181,2016
181,MVD Balashikha 2 (Russia),,Nikolai Chebykin,182,2016
182,Providence (H-East),,Vincent Desharnais,183,2016
183,Portland (WHL),,Rodrigo Abols,184,2016
184,Kelowna (WHL),,Calvin Thurkauf,185,2016
185,Ottawa (OHL),,Stepan Falkovsky,186,2016
186,AIK U18 (Sweden-Jr.),,Arvid Henrikson,187,2016
187,Portage (MJHL),,Dean Stewart,188,2016
188,Mississauga (OHL),,Austin Osmanski,189,2016
189,Lvy St. Petersburg 2 (Russia-Jr.),,Vasily Glotov,190,2016
190,Ottawa (OHL),,Travis Barron,191,2016
191,Bloomington (USHL),,Jeremy Davies,192,2016
192,USA U-18 (USHL),,Nick Pastujov,193,2016
193,North Bay (OHL),,Brett McKenzie,194,2016
194,Kimball Union (NEPSAC),,Benjamin Finkelstein,195,2016
195,Sudbury (OHL),,Dmitry Sokolov,196,2016
196,Malmo Jr. (Sweden),,Mattias Elfstrom,197,2016
197,Bowling Green (WCHA),,Adam Smith,198,2016
198,Djurgarden Jr. (Sweden-Jr.),,David Bernhardt,199,2016
199,Medicine Hat (WHL),,David Quenneville,200,2016
200,Vancouver (WHL),,Ty Ronning,201,2016
201,Owen Sound (OHL),,Jacob Friend,202,2016
202,Waterloo (USHL),,Jake Ryczek,203,2016
203,Kelowna (WHL),,Brayden Chizen,204,2016
204,Victoria (WHL),,Tyler Soy,205,2016
205,Halifax (QMJHL),,Otto Somppi,206,2016
206,WBS Knights (NAHL),,Dmitriy Zaitsev,207,2016
207,Waterloo (USHL),,Ryan Lohin,208,2016
208,Rodovre (DENMARK),,Nikolaj Krag Christensen,209,2016
209,Malmo Jr. (Sweden),,Joachim Blichfeld,210,2016
210,Litvinov Jr. (Czech-Jr.),,Filip Helt,211,2016
