,Amateur Team,GP,Name,Overall Pick,Year
86,Swift Current (WHL),705,Shawn Thornton,87,1997
87,Lethbridge (WHL),483,Antti Laaksonen,88,1997
88,Kingston (OHL),37,Cam Severson,89,1997
89,Belleville (OHL),58,Niklas Nordgren,90,1997
90,Brandon (WHL),907,Andrew Ference,91,1997
91,Kamloops (WHL),28,Kamil Piros,92,1997
92,HPK Hameenlinna (Finland),191,Scott Clemmensen,93,1997
93,Farjestad (Sweden),377,Mark Smith,94,1997
94,Krylja Sovetov (Russia),83,Jonathan Hedstrom,95,1997
95,Tri-City (WHL),15,Paul Comrie,96,1997
96,Halifax (QMJHL),32,Kent McDonell,97,1997
97,Slavia Praha (Czech-2),371,Karel Rachunek,98,1997
98,Ottawa (OHL),211,Wyatt Smith,99,1997
99,Belleville (OHL),385,Brett McLean,100,1997
100,Lethbridge (WHL),33,Jay Henderson,101,1997
101,Kelowna (WHL),,,102,1997
102,Torpedo Yaroslavl 2 (Russia-2),,,103,1997
103,Sarnia (OHL),,,104,1997
104,Mora (Sweden-2),,,105,1997
105,Seattle (WHL),,,106,1997
106,Erie (OHL),,,107,1997
107,Regina (WHL),,,108,1997
108,Chemopetrol Litvinov (Russia),,,109,1997
109,Notre Dame (CCHA),,,110,1997
110,Ceske Budejovice (Czech-2),,,111,1997
111,Kelowna (WHL),,,112,1997
112,Beauport (QMJHL),,,113,1997
113,Edmonton (WHL),,,114,1997
114,Bowling Green (CCHA),,,115,1997
115,Boston College (H-East),,,116,1997
116,Saskatoon (WHL),,,117,1997
117,Traktor Chelyabinsk (KHL),,,118,1997
118,Farjestad (Sweden),,,119,1997
119,RPI (ECAC),,,120,1997
120,Medicine Hat (WHL),,,121,1997
121,Kamloops (WHL),,,122,1997
122,Spokane (WHL),,,123,1997
123,Prince Albert (WHL),,,124,1997
124,Beauport (QMJHL),,,125,1997
125,Moose Jaw (WHL),,,126,1997
126,Detroit (OHL),,,127,1997
127,Seattle (WHL),,,128,1997
128,Lulea (Sweden),,,129,1997
129,Regina (WHL),,,130,1997
130,Kosice (Slovakia),,,131,1997
131,TPS Turku (Finland),,,132,1997
132,Green Bay (USHL),,,133,1997
133,HV 71 Jonkoping (Sweden),,,134,1997
134,CSKA Moscow 2 (Russia),,,135,1997
135,Michigan State (CCHA),,,136,1997
136,Prince Albert (WHL),,,137,1997
137,Detroit (OHL),,,138,1997
138,Brandon (WHL),,,139,1997
139,Dynamo-2 Moscow (Russia),,,140,1997
140,Windsor (OHL),,,141,1997
141,Owen Sound (OHL),,,142,1997
142,Djurgarden (Sweden),,,143,1997
143,Windsor (OHL),,,144,1997
144,Granby (QMJHL),,,145,1997
145,Halifax (QMJHL),,,146,1997
146,Green Bay (USHL),,,147,1997
147,Welland Jr. B (GOJHL),,,148,1997
148,Beauport (QMJHL),,,149,1997
149,Brandon (WHL),,,150,1997
150,Peterborough (OHL),,,151,1997
151,Sparta Praha (Czech),,,152,1997
152,TPS Turku (Finland),,,153,1997
153,Kitchener (OHL),,,154,1997
154,Barrie (OHL),,,155,1997
155,Ottawa (OHL),,,156,1997
156,Red Deer (WHL),,,157,1997
157,Moose Jaw (WHL),,,158,1997
158,Schwenningen (Germany),,,159,1997
159,Torpedo Yaroslavl 2 (Russia-2),,,160,1997
160,Fribourg,,,161,1997
161,Ottawa (OHL),,,162,1997
162,Notre Dame (CCHA),,,163,1997
163,Kelowna (WHL),,,164,1997
164,Victoriaville (QMJHL),,,165,1997
165,Imperial,,,166,1997
166,Swift Current (WHL),,,167,1997
167,Kelowna (WHL),,,168,1997
168,Michigan (CCHA),,,169,1997
169,Jokerit Helsinki (KHL),,,170,1997
170,Seattle (WHL),,,171,1997
171,U. of Maine (H-East),,,172,1997
172,Slavia Praha Jr. (Czech-Jr.),,,173,1997
173,Portland (WHL),,,174,1997
174,Brynas Gavle (Sweden),,,175,1997
175,Peterborough (OHL),,,176,1997
176,Dragon Presov (Slovakia-2),,,177,1997
177,Seattle (WHL),,,178,1997
178,Harvard (ECAC),,,179,1997
179,Oshawa (OHL),,,180,1997
180,North Iowa (NAHL),,,181,1997
181,Boston College (H-East),,,182,1997
182,Lake Superior State (CCHA),,,183,1997
183,Sudbury (OHL),,,184,1997
184,Victoriaville (QMJHL),,,185,1997
185,Kingston (OHL),,,186,1997
186,Moose Jaw (WHL),,,187,1997
187,Chicoutimi (QMJHL),,,188,1997
188,Barrie (OHL),,,189,1997
189,Peterborough (OHL),,,190,1997
190,Denver (WCHA),,,191,1997
191,Prince Albert (WHL),,,192,1997
192,North Iowa (NAHL),,,193,1997
193,Exeter (High-NH),,,194,1997
194,MoDo Ornskoldsvik (Sweden),,,195,1997
195,Petrolia Jr. B (GOJHL),,,196,1997
196,Petra Vsetin (Czech),,,197,1997
197,Seattle (WHL),,,198,1997
198,Detroit (OHL),,,199,1997
199,Drummondville (QMJHL),,,200,1997
200,CSKA Moscow 2 (Russia),,,201,1997
201,Salavat Yulayev Ufa (KHL),,,202,1997
202,Cushing Academy (High-MA),,,203,1997
203,Lada Togliatti (KHL),,,204,1997
204,Sudbury (OHL),,,205,1997
205,Des Moines (USHL),,,206,1997
206,Weyburn (SJHL),,,207,1997
207,Portland (WHL),,,208,1997
208,Thurgau (Swiss),,,209,1997
209,Sarnia (OHL),,,210,1997
210,Twin Cities Jr. (USHL),,,211,1997
211,Chemopetrol Litvinov (Russia),,,212,1997
212,Prince Albert (WHL),,,213,1997
213,JYP HT Jyvaskyla Jr. (Finland-Jr.),,,214,1997
214,Des Moines (USHL),,,215,1997
215,Dynamo-2 Moscow (Russia),,,216,1997
216,Waterloo (USHL),,,217,1997
217,Chicoutimi (QMJHL),,,218,1997
218,Lethbridge (WHL),,,219,1997
219,Medicine Hat (WHL),,,220,1997
220,Skelleftea (Sweden),,,221,1997
221,Lincoln (USHL),,,222,1997
222,Moose Jaw (WHL),,,223,1997
223,Denver (WCHA),,,224,1997
224,Guelph (OHL),,,225,1997
225,St. Lawrence (ECAC),,,226,1997
226,Powell River (BCHL),,,227,1997
227,Furuset,,,228,1997
228,ZPS Zlin Jr. (Czech-Jr.),,,229,1997
229,Ohio State (CCHA),,,230,1997
230,St. Albert (AJHL),,,231,1997
231,Neftekhimik (KHL),,,232,1997
232,Minnesota-Duluth (WCHA),,,233,1997
233,Avon Old Farms (High-CT),,,234,1997
234,Boston University (H-East),,,235,1997
235,Providence (H-East),,,236,1997
236,Shawinigan (QMJHL),,,237,1997
237,Lethbridge (WHL),,,238,1997
238,Kingston (OHL),,,239,1997
239,MoDo Ornskoldsvik (Sweden),,,240,1997
240,Petra Vsetin (Czech),,,241,1997
241,Kelowna (WHL),,,242,1997
242,Salisbury (High-CT),,,243,1997
243,Lethbridge (WHL),,,244,1997
244,Ottawa (OHL),,,245,1997
245,Edmonton (WHL),,,246,1997
