,Amateur Team,GP,Name,Overall Pick,Year
123,Vastra Frolunda Jr. ( ),,Nicklas Lasu,124,2008
124,Bjorkloven (Sweden-2),,Kristofer Berglund,125,2008
125,Victoriaville (QMJHL),,Kevin Poulin,126,2008
126,Brandon (WHL),,Matt Calvert,127,2008
127,Ohio (USHL),,Greg Pateryn,128,2008
128,Chicoutimi (QMJHL),,Joel Champagne,129,2008
129,Koln (Germany),,Jerome Flaake,130,2008
130,Seattle (WHL),,Prab Rai,131,2008
131,Saskatoon (WHL),,Teigan Zahn,132,2008
132,Rimouski (QMJHL),,Philippe Cornet,133,2008
133,Chicoutimi (QMJHL),,Jacob Lagace,134,2008
134,Plzen ( ),,Tomas Kubalik,135,2008
135,Langley (BCHL),,Taylor Stefishen,136,2008
136,Vancouver (WCHL),,Brent Regner,137,2008
137,Cherepovets 2 (Russia-3),,Maxim Trunev,138,2008
138,Smiths Falls (CJHL),,Mark Borowiecki,139,2008
139,Northern Michigan (CCHA),,Mark Olver,140,2008
140,PEI (QMJHL),,Chris Doyle,141,2008
141,Oshawa (OHL),,Kory Nagy,142,2008
142,Vasteras Jr. (Sweden-Jr.),,Stefan Warg,143,2008
143,Moose Jaw (WHL),,Joel Broda,144,2008
144,Lukko Rauma Jr. (Finland-Jr.),,Eero Elo,145,2008
145,Ottawa (OHL),,Julien Demers,146,2008
146,Brampton (OHL),,Kyle DeCoste,147,2008
147,Sarnia (OHL),,Matt Martin,148,2008
148,Vastra Frolunda (Sweden),,Philip Larsen,149,2008
149,Magnitogorsk 2 (Russia-3),,Alexander Pechurski,150,2008
150,Northwood School (High-NY),,Julien Cayer,151,2008
151,Moncton (QMJHL),,Mark Barberio,152,2008
152,Kitchener (OHL),,Justin Azevedo,153,2008
153,Mississauga St. Michael's (OHL),,Chris Carrozzi,154,2008
154,Guelph (OHL),,Anthony Nigro,155,2008
155,Spokane (WHL),,Jared Spurgeon,156,2008
156,Avon Old Farms (High-CT),,Cam Atkinson,157,2008
157,Trail (BCHL),,Grant Rollheiser,158,2008
158,Penticton (BCHL),,Brett Hextall,159,2008
159,Ohio (USHL),,Luke Witkowski,160,2008
160,Linkoping Jr. ( ),,Mats Froshaug ,161,2008
161,Brynas Gavle (Sweden),,Jonathan Carlsson,162,2008
162,Kalpa Kuopio Jr. (Finland-Jr.),,Teemu Hartikainen,163,2008
163,Saginaw (OHL),,Nick Crawford,164,2008
164,Belleville (OHL),,Mike Murphy,165,2008
165,RPI ( ),,Jeff Foss,166,2008
166,Victoriaville (QMJHL),,Joel Chouinard,167,2008
167,Moose Jaw (WHL),,Ryley Grantham,168,2008
168,Boston College ( ),,Ben Smith,169,2008
169,Sarpsborg (Norway),,Jonas Holos,170,2008
170,Erie (OHL),,Mitch Gaulton,171,2008
171,U.S. National U-18 (USNTDP),,David Wohlberg,172,2008
172,Smiths Falls (CJHL),,Nick Tremblay,173,2008
173,Jr. Monarchs (EJHL),,Greg Burke,174,2008
174,Sarnia (OHL),,Justin Dibenedetto,175,2008
175,Swift Current (WHL),,Matthew Tassone,176,2008
176,Miami (Ohio) (CCHA),,Tommy Wingels,177,2008
177,Mississauga St. Michael's (OHL),,Zac Rinaldo,178,2008
178,Oakville (OPJHL),,Braden Birch,179,2008
179,Brampton (OHL),,Patrick Killeen,180,2008
180,Belleville (OHL),,Stephen Johnston,181,2008
181,Ilves Tampere Jr. (Finland-Jr.),,Matias Sointu,182,2008
182,St. Cloud State (WCHA),,Garrett Roe,183,2008
183,Ferris State (CCHA),,Zach Redmond,184,2008
184,Wellington (OPJHL),,Paul Karpowich,185,2008
185,Victoriaville (QMJHL),,Jason Demers,186,2008
186,Waywayseecappo (MJHL),,Sean Collins,187,2008
187,Camrose (AJHL),,Andrew MacWilliam,188,2008
188,Mississauga St. Michael's (OHL),,Tim Billingsley,189,2008
189,Lincoln (USHL),,Matt Bartkowski,190,2008
190,Red Deer (WHL),,Morgan Clark,191,2008
191,Edina (High-MN),,Joe Gleason,192,2008
192,Medicine Hat (WHL),,Jordan Bendfeld,193,2008
193,Kent School (High-CT),,Drew Daniels,194,2008
194,Baie-Comeau (QMJHL),,Samuel Morneau,195,2008
195,Brynas Gavle Jr. (Sweden-Jr.),,Joacim Eriksson,196,2008
196,Choate-Rosemary (High-CT),,Mark Goggin,197,2008
197,Djurgarden Jr. ( ),,Alexander Deilert,198,2008
198,Brynas Gavle (Sweden),,Emil Sandin,199,2008
199,Wausau West (High-WI),,Nathan Condon,200,2008
200,Blues Espoo Jr. (Finland-Jr.),,Jani Lajunen,201,2008
201,Windsor (OHL),,Harry Young,202,2008
202,Shattuck-St. Mary's (High-MN),,David Carle,203,2008
203,Barrie (OHL),,Stefan Della Rovere,204,2008
204,Rouyn-Noranda (QMJHL),,Jean-Sebastien Berube,205,2008
205,Wisconsin (WCHA),,Patrick Johnson,206,2008
206,Almtuna (Sweden),,Anders Lindback,207,2008
207,U.S. National U-18 (USNTDP),,Nick Pryor,208,2008
208,Smiths Falls (CJHL),,Mike Bergin,209,2008
209,St. Michael's (OPJHL),,Nick D'Agostino,210,2008
210,Vita Hasten (Sweden),,Jesper Samuelsson,211,2008
