,Amateur Team,GP,Name,Overall Pick,Year
36,Michigan (CCHA),465,Ilya Bryzgalov,37,2000
37,Dukla Trencin (Slovakia),1,Mathieu Chouinard,38,2000
38,Jokerit Helsinki (KHL),872,Jarret Stoll,39,2000
39,Peterborough (OHL),17,Jared Aulin,40,2000
40,Jokerit Helsinki (KHL),3,Gerard Dicaire,41,2000
41,Plymouth (OHL),17,Jonas Nordqvist,42,2000
42,Calgary (WHL),45,Kris Vernarsky,43,2000
43,Lada Togliatti (KHL),580,Shane Endicott,44,2000
44,Shawinigan (QMJHL),1042,Andreas Lilja,45,2000
45,Kootenay (WHL),18,Antoine Vermette,46,2000
46,Kamloops (WHL),49,Alexander Suglobov,47,2000
47,Seattle (WHL),212,Ivan Huml,48,2000
48,Leksand (Sweden),8,Dan Ellis,49,2000
49,Krylja Sovetov (Russia),859,Jakub Cutta,50,2000
50,Plymouth (OHL),17,Paul Martin,51,2000
51,Seattle (WHL),4,Filip Novak,52,2000
52,Torpedo Yaroslavl 2 (Russia-2),134,Dave Morisset,53,2000
53,Malmo (Sweden),113,Joel Lundqvist,54,2000
54,Victoriaville (QMJHL),10,Mikael Tellqvist,55,2000
55,Torpedo Yaroslavl 2 (Russia-2),43,Sergei Zinovjev,56,2000
56,Minnesota (WCHA),81,Igor Radulov,57,2000
57,Novokuznetsk (KHL),610,Justin Papineau,58,2000
58,Langley (BCHL),18,Mike Rupp,59,2000
59,Omaha (USHL),179,Jozef Balej,60,2000
60,Swift Current (WHL),71,Ryan Bayda,61,2000
61,Elk River (High-MN),68,Alexander Kharitonov,62,2000
62,Owen Sound (OHL),10,Peter Hamerlik,63,2000
63,Regina (WHL),357,Ramzi Abid,64,2000
64,Seattle (WHL),1,Yanick Lehoux,65,2000
65,HIFK Helsinki (Finland),893,Kurt Sauer,66,2000
66,Newmarket (OHL),614,Libor Pivko,67,2000
67,Vastra Frolunda (Sweden),38,Dominic Moore,68,2000
68,Moose Jaw (WHL),6,Niclas Wallin,69,2000
69,Djurgarden (Sweden),2,Jonas Ronnqvist,70,2000
70,Rimouski (QMJHL),883,Jon DiSalvatore,71,2000
71,MoDo Ornskoldsvik (Sweden),7,Olli Malmivaara,72,2000
72,Novokuznetsk (KHL),190,Lubomir Visnovsky,73,2000
73,Torpedo Yaroslavl 2 (Russia-2),574,Brian Fahey,74,2000
74,Belleville (OHL),30,Michel Ouellet,75,2000
75,Erie (OHL),139,Matt Hendricks,76,2000
76,Deerfield Academy (High-MA),87,Maxim Sushinsky,77,2000
77,Portland (WHL),3,Petteri Nummelin,78,2000
78,Brampton (OHL),142,Mike Danton,79,2000
79,U. of North Dakota (WCHA),3,Mike Stuart,80,2000
80,Dynamo Moscow (Russia),747,David Koci,81,2000
81,Moose Jaw (WHL),493,Paul Flache,82,2000
82,Lada Togliatti (KHL),836,Matt Koalska,83,2000
83,Skalica (Slovakia),7,Travis Moen,84,2000
84,Halifax (QMJHL),95,Greg Zanon,85,2000
85,Baie-Comeau (QMJHL),48,John-Michael Liles,86,2000
86,Slavia Praha (Czech-2),212,Nolan Schaefer,87,2000
87,Spokane (WHL),102,Craig Weller,88,2000
88,Havirov (Czech-2),38,Erik Reitz,89,2000
89,Drummondville (QMJHL),542,Roman Cechmanek,90,2000
90,Dynamo Moscow (Russia),5,Jarno Kultanen,91,2000
91,Dynamo Moscow (Russia),529,Jukka Hentunen,92,2000
92,Barrie (OHL),4,Darcy Hordichuk,93,2000
93,St. Petersburg (KHL),795,Josh Olson,94,2000
94,Harvard (ECAC),13,Deryk Engelland,95,2000
95,Val d'Or (QMJHL),13,Ryan Caldwell,96,2000
96,Brynas Gavle (Sweden),536,Henrik Lundqvist,97,2000
97,Lulea (Sweden),727,Brandon Reid,98,2000
98,RPI (ECAC),539,Peter Bartos,99,2000
99,Ottawa (OHL),1,Matthew Lombardi,100,2000
100,Ilves Tampere (Finland),39,Paul Gaustad,101,2000
101,HV 71 Jonkoping (Sweden),213,Antti Miettinen,102,2000
102,Harvard (ECAC),14,Brian Eklund,103,2000
103,Providence (H-East),16,Guillaume Lefebvre,104,2000
104,HC Moscow (KHL),9,Lubomir Sekeras,105,2000
105,Regina (WHL),9,Janis Sprukts,106,2000
106,Victoriaville (QMJHL),32,Zdenek Kutlak,107,2000
107,Portland (WHL),1,Adam Berkhoel,108,2000
108,Leksand (Sweden),28,Chad Wiseman,109,2000
109,Plymouth (OHL),5,Darryl Bootland,110,2000
110,Baie-Comeau (QMJHL),27,Eric Johansson,111,2000
111,Dukla Jihlava (Czech-2),24,Sean McMorrow,112,2000
112,Mississauga (OHL),23,Reinhard Divis,113,2000
113,Chicoutimi (QMJHL),23,Thomas Ziegler,114,2000
114,North Bay (OHL),19,Jean-Philippe Cote,115,2000
115,Ottawa (OHL),63,Tomi Pettinen,116,2000
116,Jokerit Helsinki (KHL),28,Pavel Kolarik,117,2000
117,Bratislava (KHL),48,Micki DuPont,118,2000
118,Wisconsin (WCHA),,Reto Von Arx,119,2000
119,Kamloops (WHL),,Roman Simicek,120,2000
120,Sarnia (OHL),,Andrej Nedorost,121,2000
121,Fargo (USHL),,Simon Gamache,122,2000
122,Moscow (KHL),,,123,2000
123,Rimouski (QMJHL),,,124,2000
124,Lethbridge (WHL),,,125,2000
125,MoDo Ornskoldsvik (Sweden),,,126,2000
126,Dynamo Moscow (Russia),,,127,2000
127,Salavat Yulayev Ufa (KHL),,,128,2000
128,Des Moines (USHL),,,129,2000
129,Brampton (OHL),,,130,2000
130,Blaine (High-MN),,,131,2000
131,Avangard Omsk (KHL),,,132,2000
132,Columbus (Swiss),,,133,2000
133,Bratislava (KHL),,,134,2000
134,Barrie (OHL),,,135,2000
135,Nizhny Novgorod (KHL),,,136,2000
136,Colorado College (WCHA),,,137,2000
137,Sarnia (OHL),,,138,2000
138,Khabarovsk (KHL),,,139,2000
139,Chilliwack (BCHL),,,140,2000
140,Calgary (WHL),,,141,2000
141,Rouyn-Noranda (QMJHL),,,142,2000
142,Union (ECAC),,,143,2000
143,Nizhnekamsk (KHL),,,144,2000
144,Walpole (High-MA),,,145,2000
145,Sparta Praha (Czech),,,146,2000
146,Cornell (ECAC),,,147,2000
147,Djurgarden (Sweden),,,148,2000
148,Moscow (KHL),,,149,2000
149,Deerfield Academy (High-MA),,,150,2000
150,Torpedo Yaroslavl (KHL),,,151,2000
151,Brampton (OHL),,,152,2000
152,Boston College (H-East),,,153,2000
153,Twin Cities (USHL),,,154,2000
154,Kelowna (WHL),,,155,2000
155,U. Nebraska-Omaha (CCHA),,,156,2000
156,Lincoln (USHL),,,157,2000
157,Northern Michigan (CCHA),,,158,2000
158,Michigan State (CCHA),,,159,2000
159,Plymouth (OHL),,,160,2000
160,Khimik Voskresensk (Russia-2),,,161,2000
161,Novokuznetsk 2 (Russia-3),,,162,2000
162,Torpedo Yaroslavl 2 (Russia-2),,,163,2000
163,Zvolen (Slovakia),,,164,2000
164,Chilliwack (BCHL),,,165,2000
165,Providence (H-East),,,166,2000
166,Calgary (WHL),,,167,2000
167,Karlovy Vary (Czech),,,168,2000
168,Red Deer (WHL),,,169,2000
169,Barrie (OHL),,,170,2000
170,Vsetin (Czech),,,171,2000
171,Thayer Academy (High-MA),,,172,2000
172,Zilina (Slovakia-2),,,173,2000
173,HIFK Helsinki (Finland),,,174,2000
174,Kloten Jr. (Swiss-Jr.),,,175,2000
175,HPK Hameenlinna (Finland),,,176,2000
176,Dubuque (USHL),,,177,2000
177,Choate-Rosemary (High-CT),,,178,2000
178,Novokuznetsk 2 (Russia-3),,,179,2000
179,Saskatoon (WHL),,,180,2000
180,U.S. Nationals,,,181,2000
181,Plzen (Czech),,,182,2000
182,Martin (Slovakia),,,183,2000
183,Calgary (WHL),,,184,2000
184,New Hampshire (H-East),,,185,2000
185,Oshawa (OHL),,,186,2000
186,Grums (Sweden-2),,,187,2000
187,Brampton (OHL),,,188,2000
188,Clarkson (ECAC),,,189,2000
189,Omaha (USHL),,,190,2000
190,Kamloops (WHL),,,191,2000
191,Poldi Kladno (Czech),,,192,2000
192,Omaha (USHL),,,193,2000
193,Moose Jaw (WHL),,,194,2000
194,Cleveland (NAHL),,,195,2000
195,Sault Ste. Marie (OHL),,,196,2000
196,Vitkovice (Czech),,,197,2000
197,Vernon (BCHL),,,198,2000
198,Oshawa (OHL),,,199,2000
199,TPS Turku (Finland),,,200,2000
200,Molot-Perm (Russia),,,201,2000
201,Thunder Bay (USHL),,,202,2000
202,Green Bay (USHL),,,203,2000
203,Sarnia (OHL),,,204,2000
204,Vastra Frolunda (Sweden),,,205,2000
205,Vastra Frolunda (Sweden),,,206,2000
206,U. of Maine (H-East),,,207,2000
207,Halifax (QMJHL),,,208,2000
208,TPS Turku (Finland),,,209,2000
209,Green Bay (USHL),,,210,2000
210,Colorado College (WCHA),,,211,2000
211,Vastra Frolunda (Sweden),,,212,2000
212,CSKA Moscow 2 (Russia),,,213,2000
213,Ceske Budejovice (Czech-2),,,214,2000
214,Victoriaville (QMJHL),,,215,2000
215,New Hampshire (H-East),,,216,2000
216,Torpedo Yaroslavl 2 (Russia-2),,,217,2000
217,Seattle (WHL),,,218,2000
218,TPS Turku (Finland),,,219,2000
219,Portland (WHL),,,220,2000
220,London (OHL),,,221,2000
221,Trnava (Slovakia-2),,,222,2000
222,Zvolen (Slovakia),,,223,2000
223,HPK Hameenlinna (Finland),,,224,2000
224,Cherepovets (KHL),,,225,2000
225,Brown (ECAC),,,226,2000
226,Rouyn Noranda (QMJHL),,,227,2000
227,Vasteras (Sweden-2),,,228,2000
228,Montreal (QMJHL),,,229,2000
229,North Bay (OHL),,,230,2000
230,New England (EJHL),,,231,2000
231,Trinec (Czech),,,232,2000
232,St. Petersburg (KHL),,,233,2000
233,Lukko Rauma (Finland),,,234,2000
234,Detroit Compuware (NAHL),,,235,2000
235,Sodertalje (Sweden-2),,,236,2000
236,Ceske Budejovice (Czech-2),,,237,2000
237,RPI (ECAC),,,238,2000
238,Chomutov (Czech),,,239,2000
239,Twin Cities (USHL),,,240,2000
240,Lethbridge (WHL),,,241,2000
241,Notre Dame (CCHA),,,242,2000
242,Hermes (Finland-2),,,243,2000
243,Portland (WHL),,,244,2000
244,Minnesota (WCHA),,,245,2000
245,Mississauga (OHL),,,246,2000
246,Omaha (USHL),,,247,2000
247,Moose Jaw (WHL),,,248,2000
248,Tappara Tampere (Finland),,,249,2000
249,Fribourg,,,250,2000
250,U.S. Nationals,,,251,2000
251,St. Michael's (OJHL),,,252,2000
252,Swift Current (WHL),,,253,2000
253,Cherepovets (KHL),,,254,2000
254,Tri-City (WHL),,,255,2000
255,Ilves Tampere (Finland),,,256,2000
256,Lethbridge (WHL),,,257,2000
257,Kitchener (OHL),,,258,2000
258,Nipawin (OJHL),,,259,2000
259,Lada Togliatti 2 (Russia-3),,,260,2000
260,Leksand (Sweden),,,261,2000
261,Guelph (OHL),,,262,2000
262,Ambri-Piotta (Swiss),,,263,2000
263,Dizelist Penza 2,,,264,2000
264,Cape Breton (QMJHL),,,265,2000
265,Northwood School (High-NY),,,266,2000
266,Ilves Tampere (Finland),,,267,2000
267,Slavia Praha (Czech-2),,,268,2000
268,SaiPa (Finland),,,269,2000
269,Kamloops (WHL),,,270,2000
270,Davos (Swiss),,,271,2000
271,Spokane (WHL),,,272,2000
272,HPK Hameenlinna (Finland),,,273,2000
273,Nizhnekamsk (KHL),,,274,2000
274,Rouyn Noranda (QMJHL),,,275,2000
275,Michigan State (CCHA),,,276,2000
276,Windsor (OHL),,,277,2000
277,Vsetin (Czech),,,278,2000
278,Lulea (Sweden),,,279,2000
279,Dartmouth (ECAC),,,280,2000
280,Dukla Trencin (Slovakia),,,281,2000
281,KalPa Kuopio (Finland),,,282,2000
282,Portland (WHL),,,283,2000
283,Kloten (Swiss),,,284,2000
284,Tri-City (WHL),,,285,2000
285,Essen (German-3),,,286,2000
286,Slavia Praha (Czech-2),,,287,2000
287,Cornell (ECAC),,,288,2000
288,Djurgarden (Sweden),,,289,2000
289,Val d'Or (QMJHL),,,290,2000
290,Kloten (Swiss),,,291,2000
291,Rouyn Noranda (QMJHL),,,292,2000
292,Montreal (QMJHL),,,293,2000
