,Amateur Team,GP,Name,Overall Pick,Year
65,Brandon (WHL),2,Ian MacNeil,66,1995
66,Portland (WHL),1,Jonathan Delisle,67,1995
67,Drummondville (QMJHL),831,Sami Kapanen,68,1995
68,CSK VVS Samara (Russia-3),352,Daniel Tjarnqvist,69,1995
69,Dynamo Moscow (Russia),266,Vesa Toskala,70,1995
70,Moose Jaw (WHL),807,Marc Savard,71,1995
71,Medicine Hat (WHL),26,Sebastien Charpentier,72,1995
72,Detroit (OHL),56,Matt Davidson,73,1995
73,Prince George (WHL),93,Cameron Mann,74,1995
74,North Bay (OHL),113,Radovan Somik,75,1995
75,Sherbrooke (QMJHL),1009,Michal Handzus,76,1995
76,Oshawa (OHL),58,Benoit Gratton,77,1995
77,Sherbrooke (QMJHL),289,Vladimir Orszagh,78,1995
78,Ottawa (OHL),1,Igor Nikulin,79,1995
79,Peterborough (OHL),623,Alexei Vasiliev,80,1995
80,"Kiekko-67 Turku, FIN (Finland-Jr.)",181,Miikka Kiprusoff,81,1995
81,Windsor (OHL),44,Dale Purinton,82,1995
82,Chilliwack (BCHL),317,Jason Morgan,83,1995
83,Brandon (WHL),513,Chris Mason,84,1995
84,Oshawa (OHL),309,Jan Hrdina,85,1995
85,Hull (QMJHL),62,Brent Johnson,86,1995
86,HIFK Helsinki (Finland),35,Dmitri Tertyshny,87,1995
87,Rogle Angelholm (Sweden),659,Peter LeBoutillier,88,1995
88,Peterborough (OHL),390,Brent Sopel,89,1995
89,Ilves Tampere (Finland),455,Yannick Tremblay,90,1995
90,Oshawa (OHL),3,Clarke Wilm,91,1995
91,Seattle (WHL),10,Yevgeny Shaldybin,92,1995
92,Laval (QMJHL),192,Martin Spanhel,93,1995
93,Portland (WHL),937,Denis Hamel,94,1995
94,Beauport (QMJHL),324,Stephane Robidas,95,1995
95,Farjestad (Sweden),391,Byron Ritchie,96,1995
96,Tri-City (WHL),797,Peter Worrell,97,1995
97,Farjestad (Sweden),269,P.J. Axelsson,98,1995
98,Peterborough (OHL),22,Jean-Luc Grand-Pierre,99,1995
99,ZTS Martin (Slovakia),45,Dan Smith,100,1995
100,Banska Bystrica (Slovakia),7,Ray Schultz,101,1995
101,CSKA Moscow (Russia),836,Jaroslav Obsut,102,1995
102,London (OHL),7,Filip Kuba,103,1995
103,Torpedo Yaroslavl (KHL),18,Ryan Kraft,104,1995
104,Laval (QMJHL),11,Casey Hankinson,105,1995
105,Banska Bystrica (Slovakia),40,Derek Bekar,106,1995
106,Cherepovets (KHL),47,Libor Zabransky,107,1995
107,Dynamo Moscow (Russia),30,Zac Bierk,108,1995
108,Oshawa (OHL),26,Eric Houde,109,1995
109,Torpedo Yaroslavl 2 (Russia-2),538,Mike Rucinski,110,1995
110,Chemopetrol Litvinov (Russia),8,Danny Markov,111,1995
111,Djurgarden (Sweden),2,Rob Skrlac,112,1995
112,Spokane (WHL),,Jeff Lank,113,1995
113,Hull (QMJHL),,,114,1995
114,Regina (WHL),,,115,1995
115,TPS Turku (Finland),,,116,1995
116,Tacoma (WHL),,,117,1995
117,Kingston (OHL),,,118,1995
118,Seattle (WHL),,,119,1995
119,Guelph (OHL),,,120,1995
120,Brandon (WHL),,,121,1995
121,Prince George (WHL),,,122,1995
122,Val d'Or (QMJHL),,,123,1995
123,Guelph (OHL),,,124,1995
124,Regina (WHL),,,125,1995
125,Drummondville (QMJHL),,,126,1995
126,Belleville (OHL),,,127,1995
127,Seattle (WHL),,,128,1995
128,Owen Sound (OHL),,,129,1995
129,Olomouc Jr. (Czech-Jr.),,,130,1995
130,"Banik Sokolov, CZE (Czech-2)",,,131,1995
131,Traktor Chelyabinsk (KHL),,,132,1995
132,Red Deer (WHL),,,133,1995
133,Dynamo Moscow (Russia),,,134,1995
134,Belleville (OHL),,,135,1995
135,Shawinigan (QMJHL),,,136,1995
136,Torpedo Yaroslavl (KHL),,,137,1995
137,Tri-City (WHL),,,138,1995
138,Seattle (WHL),,,139,1995
139,Assat Pori (Finland),,,140,1995
140,Victoriaville (QMJHL),,,141,1995
141,Penticton (BCHL),,,142,1995
142,ZTK Zvolen (Slovakia),,,143,1995
143,Swift Current (WHL),,,144,1995
144,Beauport (QMJHL),,,145,1995
145,Des Moines (USHL),,,146,1995
146,Laval (QMJHL),,,147,1995
147,Windsor (OHL),,,148,1995
148,Oshawa (OHL),,,149,1995
149,Saskatoon (WHL),,,150,1995
150,Torpedo Yaroslavl (KHL),,,151,1995
151,ZPS Zlin (Czech),,,152,1995
152,Chicoutimi (QMJHL),,,153,1995
153,Krylja Sovetov (Russia),,,154,1995
154,Spokane (WHL),,,155,1995
155,Seattle (WHL),,,156,1995
156,Sherbrooke (QMJHL),,,157,1995
157,Detroit (OHL),,,158,1995
158,Calgary (WHL),,,159,1995
159,Sault Ste. Marie (OHL),,,160,1995
160,Dukla Trencin (Slovakia),,,161,1995
161,Kitchener (OHL),,,162,1995
162,Tappara Tampere (Finland),,,163,1995
163,Shawinigan (QMJHL),,,164,1995
164,Lethbridge (WHL),,,165,1995
165,Hull (QMJHL),,,166,1995
166,Lethbridge (WHL),,,167,1995
167,Interconex Plzen (Czech),,,168,1995
168,Wisconsin-River Falls (WIAC),,,169,1995
169,Colorado College (WCHA),,,170,1995
170,Dukla Jihlava (Czech-2),,,171,1995
171,Kitchener (OHL),,,172,1995
172,Moose Jaw (WHL),,,173,1995
173,Sudbury (OHL),,,174,1995
174,Drummondville (QMJHL),,,175,1995
175,North Bay (OHL),,,176,1995
176,Vastra Frolunda (Sweden),,,177,1995
177,Olomouc (Czech-2),,,178,1995
178,Val d'Or (QMJHL),,,179,1995
179,Halifax (QMJHL),,,180,1995
180,U. of British Columbia (CWUAA),,,181,1995
181,Djurgarden (Sweden),,,182,1995
182,Boston University (H-East),,,183,1995
183,Tri-City (WHL),,,184,1995
184,Sokol Kiev (Russia),,,185,1995
185,Spokane (WHL),,,186,1995
186,Niagara Falls (OHL),,,187,1995
187,North Battleford (SJHL),,,188,1995
188,Djurgarden (Sweden),,,189,1995
189,Kamloops (WHL),,,190,1995
190,Detroit (OHL),,,191,1995
191,Vitkovice Jr. (Czech-Jr.),,,192,1995
192,Sokol Kiev (Russia),,,193,1995
193,Minnesota (WCHA),,,194,1995
194,Torpedo Yaroslavl (KHL),,,195,1995
195,Swift Current (WHL),,,196,1995
196,Stratford Jr. B (GOJHL),,,197,1995
197,Oshawa (OHL),,,198,1995
198,CSKA Moscow (Russia),,,199,1995
199,Granby (QMJHL),,,200,1995
200,Minnesota (WCHA),,,201,1995
201,Dynamo Moscow (Russia),,,202,1995
202,Torpedo Yaroslavl (KHL),,,203,1995
203,Salavat Yulayev Ufa (KHL),,,204,1995
204,Powell River (BCHL),,,205,1995
205,Dynamo Moscow (Russia),,,206,1995
206,Ilves Tampere (Finland),,,207,1995
207,Torpedo Ust-Kamenogorsk (Russia-2),,,208,1995
208,Ceske Budejovice (Czech-2),,,209,1995
209,Sudbury (OHL),,,210,1995
210,Moose Jaw (WHL),,,211,1995
211,Peterborough (OHL),,,212,1995
212,Pardubice (Czech),,,213,1995
213,Kitchener (OHL),,,214,1995
214,Sault Ste. Marie (OHL),,,215,1995
215,Halifax (QMJHL),,,216,1995
216,Detroit (OHL),,,217,1995
217,Spokane (WHL),,,218,1995
218,Sault Ste. Marie (OHL),,,219,1995
219,TPS Turku (Finland),,,220,1995
220,Kamloops (WHL),,,221,1995
221,Kelowna (BCHL),,,222,1995
222,Spartak Moscow (KHL),,,223,1995
223,Kamloops (WHL),,,224,1995
224,Omaha (USHL),,,225,1995
225,Winnipeg,,,226,1995
226,Guelph (OHL),,,227,1995
227,Sarnia (OHL),,,228,1995
228,Peterborough (OHL),,,229,1995
229,Prince Albert (WHL),,,230,1995
230,Cleveland Jr.,,,231,1995
231,Oshawa (OHL),,,232,1995
232,Hotchkiss (High-CT),,,233,1995
233,Vallentuna,,,234,1995
