,Amateur Team,GP,Name,Overall Pick,Year
68,Shattuck St. Mary's (High-MN),2,Joe Basaraba,69,2010
69,Regina (WHL),3,Jordan Weal,70,2010
70,Shawinigan (QMJHL),40,Michael Bournival,71,2010
71,Gatineau (QMJHL),2,Adam Janosik,72,2010
72,Kootenay (WHL),1,Joey Leach,73,2010
73,Minnetonka (High-MN),149,Max Gardiner,74,2010
74,Chilliwack (WHL),83,Kevin Sundher,75,2010
75,Rimouski (QMJHL),88,Jakub Culek,76,2010
76,Orangeville (CCHL),45,Alexander Guptill,77,2010
77,Portland (WHL),3,Taylor Aronson,78,2010
78,MODO Jr. (Sweden-Jr.),89,Sondre Olden,79,2010
79,USA U-18 (USHL),1,Bryan Rust,80,2010
80,Montreal (QMJHL),159,Louis-Marc Aubry,81,2010
81,Shattuck St. Mary's (High-MN),162,Jason Clark,82,2010
82,Calgary (WHL),69,Matt MacKenzie,83,2010
83,Plymouth (OHL),283,Scott Wedgewood,84,2010
84,Plymouth (OHL),30,Austin Levi,85,2010
85,Saint John (QMJHL),234,Stanislav Galiev,86,2010
86,Newmarket (CCHL),4,Julian Melchiori,87,2010
87,Woodbury HS (High-MN),90,Max Gaede,88,2010
88,Lewiston (QMJHL),22,Michael Chaput,89,2010
89,AIK Jr. (Sweden-Jr.),168,Joakim Nordstrom,90,2010
90,Acadie-Bathurst (QMJHL),19,Jeremie Blain,91,2010
91,Canmore (AJHL),385,Sam Brittain,92,2010
92,Camrose (AJHL),68,Ben Gallacher,93,2010
93,Sault Ste. Marie (OHL),242,Brandon Archibald,94,2010
94,Belleville (OHL),271,Stephen Silas,95,2010
95,Owen Sound (OHL),137,Geoffrey Schemitsch,96,2010
96,Vancouver (WCHL),8,Craig Cunningham,97,2010
97,Owen Sound (OHL),88,Steven Shipley,98,2010
98,Karpat (Finland),1,Joonas Donskoi,99,2010
99,Erie (OHL),301,Andrew Yogan,100,2010
100,Saginaw (OHL),244,Ivan Telegin,101,2010
101,Halifax (QMJHL),5,Mathieu Corbeil,102,2010
102,Wisconsin (WCHA),2,John Ramage,103,2010
103,K-Vantaa U18 (Finland-Jr.),1,Jani Hakanpaa,104,2010
104,Windsor (OHL),70,Justin Shugg,105,2010
105,Sodertalje Jr. (Sweden-Jr.),,Marcus Sorensen,106,2010
106,Ilves Jr. (Finland-Jr.),,Sami Aittokallio,107,2010
107,USA U-18 (USHL),,Bill Arnold,108,2010
108,Everett (WHL),,Alex Theriau,109,2010
109,Landshut Cann. (German-2),,Tom Kuhnhackl,110,2010
110,Jokerit (Finland),,Teemu Pulkkinen,111,2010
111,Windsor (OHL),,Philipp Grubauer,112,2010
112,Alberni Valley (BCHL),,Mark MacMillan,113,2010
113,Bloomington-Jeff. (High-MN),,Joe Faust,114,2010
114,Milton Academy (High-MA),,Patrick McNally,115,2010
115,Skelleftea Jr. (Sweden-Jr.),,Petter Granberg,116,2010
116,Cape Breton (QMJHL),,Morgan Ellis,117,2010
117,Shattuck St. Mary's (High-MN),,Jimmy Mullin,118,2010
118,Gatineau (QMJHL),,Tye McGinn,119,2010
119,Mississauga (OHL),,Rob Flick,120,2010
120,Medicine Hat (WHL),,Tyler Bunz,121,2010
121,South Shore (EJHL),,Chris Wagner,122,2010
122,Hamilton (CCHL),,Zach Hyman,123,2010
123,Kamloops (WHL),,Austin Madaisky,124,2010
124,Oshawa (OHL),,Tony Dehart,125,2010
125,Djurgarden (Sweden),,Patrick Cehlin,126,2010
126,Governor's Acad. (High-MA),,Cody Ferriero,127,2010
127,Almtuna (Sweden-2),,Fredrik Pettersson-Wentzel,128,2010
128,Niagara (OHL),,Freddie Hamilton,129,2010
129,Owen Sound (OHL),,Jason Wilson,130,2010
130,Frolunda Jr. (Sweden-Jr.),,John Klingberg,131,2010
131,Sodertalje (Sweden),,Tim Heed,132,2010
132,Brandon (WHL),,Micheal Ferland,133,2010
133,Calgary (WHL),,Cody Beach,134,2010
134,Northern Mich. (CCHA),,Justin Florek,135,2010
135,Penticton (BCHL),,Isaac MacLeod,136,2010
136,Portland (WHL),,Troy Rutkowski,137,2010
137,Quebec (QMJHL),,Louis Domingue,138,2010
138,Portland (WHL),,Luke Walker,139,2010
139,Delbarton (High-NJ),,Kenny Agostino,140,2010
140,Ottawa (OHL),,Petr Mrazek,141,2010
141,Bloomington-Jeff. (High-MN),,Caleb Herbert,142,2010
142,Mississauga (OHL),,Gregg Sutch,143,2010
143,Brampton (OHL),,Sam Carrick,144,2010
144,P.E.I. (QMJHL),,Adam Polasek,145,2010
145,Djurgarden (Sweden),,Daniel Brodin,146,2010
146,Vancouver (WCHL),,Brendan Gallagher,147,2010
147,Sioux City (USHL),,Kevin Gravel,148,2010
148,Cedar Rapids (USHL),,Michael Parks,149,2010
149,Des Moines (USHL),,Yasin Cisse,150,2010
150,Heilbronn (German-2),,Mirko Hoefflin,151,2010
151,Sarnia (OHL),,Joe Rogalski,152,2010
152,Kingston (OHL),,Corey Durocher,153,2010
153,Barrie (OHL),,Dalton Prout,154,2010
154,Moose Jaw (WHL),,Kendall McFaull,155,2010
155,Winnipeg South (MJHL),,Brendan O'Donnell,156,2010
156,HV 71 Jr. (Sweden-Jr.),,Jesper Fast,157,2010
157,Novokuznetsk (Russia),,Maxim Kitsyn,158,2010
158,Skare (Sweden-3),,Johan Gustafsson,159,2010
159,Detroit Lakes (High-MN),,Tanner Lane,160,2010
160,AIK (Sweden-2),,Andreas Dahlstrom,161,2010
161,Regina (WHL),,Brandon Davidson,162,2010
162,Halifax (QMJHL),,Konrad Abeltshauser,163,2010
163,Saint John (QMJHL),,Stephen Macaulay,164,2010
164,Thief River Falls (High-MN),,Zane Gothberg,165,2010
165,Kootenay (WHL),,Drew Czerwonka,166,2010
166,Chilliwack (WHL),,Tyler Stahl,167,2010
167,Indiana (USHL),,Anthony Bitetto,168,2010
168,Timra (Sweden),,Sebastian Owuya,169,2010
169,London (OHL),,Reid McNeill,170,2010
170,Tri-City (WHL),,Brooks Macek,171,2010
171,Niagara (OHL),,Alex Friesen,172,2010
172,Val D'Or (QMJHL),,Cedrick Henley,173,2010
173,Gatineau (QMJHL),,Maxime Clermont,174,2010
174,Blues Jr. (Finland-Jr.),,Jonathan Iilahti,175,2010
175,Lewiston (QMJHL),,Samuel Carrier,176,2010
176,Chicago (USHL),,Kevin Lind,177,2010
177,Brandon (WHL),,Mark Stone,178,2010
178,The Gunnery (High-CT),,Nick Luukko,179,2010
179,Indiana (USHL),,Nick Mattson,180,2010
180,Dyn. Jr. Riga (Belarus-Jr.),,Kristians Pelss,181,2010
181,Saskatoon (WHL),,Josh Nicholls,182,2010
182,Cushing Academy (High-MA),,R.J. Boyd,183,2010
183,Kimball Union (High-NH),,Martin Ouellette,184,2010
184,Clarkson (ECAC),,Cody Rosen,185,2010
185,Saskatoon (WHL),,Teigan Zahn,186,2010
186,Frederikshavn (Denmark),,Frederik Andersen,187,2010
187,Michigan (CCHA),,Lee Moffie,188,2010
188,Chilliwack (WHL),,Dylen McKinlay,189,2010
189,Saskatoon (WHL),,Randy McNaught,190,2010
190,Portland (WHL),,Mac Carruth,191,2010
191,Michigan State (CCHA),,Brett Perlini,192,2010
192,Tri-City (WHL),,Patrick Holland,193,2010
193,Landshut Cann. (German-2),,David Elsner,194,2010
194,Cherepovets (Russia),,Maxim Chudinov,195,2010
195,Cedar Rapids (USHL),,Bryce Aneloski,196,2010
196,USA U-18 (USHL),,Luke Moffatt,197,2010
197,Ilves (Finland),,Joonas Rask,198,2010
198,Winnipeg South (MJHL),,Peter Stoykewych,199,2010
199,Green Bay (USHL),,Chris Crane,200,2010
200,Mahtomedi (High-MN),,Ben Marshall,201,2010
201,Vernon (BCHL),,Kellen Jones,202,2010
202,St. Thomas (High-MN),,Christian Isackson,203,2010
203,Lugano (Swiss),,Mauro Jorg,204,2010
204,Halifax (QMJHL),,Sawyer Hannay,205,2010
205,AIK Jr. (Sweden-Jr.),,Ricard Blidstrand,206,2010
206,MODO Jr. (Sweden-Jr.),,John Westin,207,2010
207,Portland (WHL),,Riley Boychuk,208,2010
208,Kamloops (WHL),,Brendan Ranford,209,2010
209,Lake Superior (CCHA),,Zach Trotman,210,2010
