,Amateur Team,GP,Name,Overall Pick,Year
55,Sodertalje Jr. (Sweden-Jr.),32,Nicklas Grossmann,56,2004
56,U.S. National U-18 (USNTDP),360,Geoff Paukovich,57,2004
57,CSKA Moscow (Russia),439,Kirill Lyamin,58,2004
58,Ottawa (OHL),243,Kyle Wharton,59,2004
59,Portland (WHL),14,Brandon Dubinsky,60,2004
60,Sioux Falls (USHL),7,Alex Goligoski,61,2004
61,Krylja Sovetov (Russia),738,Mikhail Yunkov,62,2004
62,Poldi Kladno Jr. (Czech-Jr.),4,David Krejci,63,2004
63,Moncton (QMJHL),205,Martins Karsums,64,2004
64,Rimouski (QMJHL),602,Mark Tobin,65,2004
65,Jokerit Helsinki (KHL),220,Sami Lepisto,66,2004
66,St. Albert (AJHL),527,Nick Johnson,67,2004
67,Oshawa (OHL),44,Adam Berti,68,2004
68,St. Cloud State (WCHA),252,Casey Borer,69,2004
69,London (OHL),90,Brandon Prust,70,2004
70,Dukla Trencin Jr. (Slovak-Jr.),334,Andrej Sekera,71,2004
71,CSKA Moscow 2 (Russia),100,Denis Parshin,72,2004
72,Chemopetrol Litvinov Jr. (Czech),129,Zdenek Bahensky,73,2004
73,Green Bay (USHL),5,Kyle Klubertanz,74,2004
74,St. Michael's (OJHL),249,Tim Brent,75,2004
75,St. Michael's (OJHL),3,Scott Lehman,76,2004
76,Capital District (EJHL),11,Shawn Weller,77,2004
77,Dukla Trencin Jr. (Slovak-Jr.),651,Peter Olvecky,78,2004
78,Tri-City (WHL),690,Clayton Stoner,79,2004
79,Cushing Academy (High-MA),641,Billy Ryan,80,2004
80,Plymouth (OHL),259,Vaclav Meidl,81,2004
81,Tver (Russia-2),157,Sergei Ogorodnikov,82,2004
82,Novokuznetsk (KHL),17,Viktor Alexandrov,83,2004
83,CSK VVS Samara (Russia-3),6,Alexei Emelin,84,2004
84,Moorhead (High-MN),26,Brian Gifford,85,2004
85,Lethbridge (WHL),534,John Lammers,86,2004
86,Herning IK (Denmark),10,Peter Regin,87,2004
87,Seattle (WHL),7,Clayton Barthel,88,2004
88,Kootenay (WHL),407,Jeff Glass,89,2004
89,Prince George (WHL),24,Justin Pogge,90,2004
90,Jamtland (Sweden),342,Alexander Edler,91,2004
91,New England (EJHL),73,Rob Bellamy,92,2004
92,Owen Sound (OHL),348,Dan LaCosta,93,2004
93,Koln Jr.,406,Thomas Greiss,94,2004
94,Deerfield Academy (High-MA),673,Paul Baier,95,2004
95,Nizhnekamsk 2 (Russia-3),14,Andrey Plekhanov,96,2004
96,Linkoping (Sweden),47,Johan Franzen,97,2004
97,Moose Jaw (WHL),95,Dustin Boyd,98,2004
98,Sault Ste. Marie (OHL),159,Tyler Kennedy,99,2004
99,Blake (High-MN),12,J.T. Wyman,100,2004
100,Centennial (High-MN),55,R.J. Anderson,101,2004
101,U. of Maine (H-East),6,Mike Lundin,102,2004
102,Povazska Bystrica (Slovakia-2),22,Roman Tomanek,103,2004
103,Vasteras (Sweden-2),139,Fredrik Naslund,104,2004
104,Prince Albert (WHL),42,Evan Schafer,105,2004
105,Mississauga (OHL),744,Chad Painchaud,106,2004
106,Gatineau (QMJHL),41,Nick Fugere,107,2004
107,Moose Jaw (WHL),7,Ashton Rome,108,2004
108,Calgary (WHL),3,Brett Carson,109,2004
109,Spokane (WHL),516,Ned Lukacevic,110,2004
110,Chatham (GOJHL),440,Ryan Jones,111,2004
111,Peterborough (OHL),1,Liam Reddox,112,2004
112,Dukla Trencin (Slovakia),4,Roman Kukumberg,113,2004
113,Val d'Or (QMJHL),174,Patrick Bordeleau,114,2004
114,Notre Dame (CCHA),38,Wes O'Neill,115,2004
115,Praha Slava Jr. (Czech-Jr.),4,Michal Birner,116,2004
116,Fribourg,26,Julien Sprunger,117,2004
117,Prince Albert (WHL),553,Aki Seitsonen,118,2004
118,U.S. National U-18 (USNTDP),786,Kevin Porter,119,2004
119,Windsor (OHL),13,Mitch Maunu,120,2004
120,Kamloops (WHL),779,Kris Hogg,121,2004
121,CSKA Moscow 2 (Russia),2,Alexander Nikulin,122,2004
122,Sparta Praha Jr. (Czech-Jr.),7,Karel Hromas,123,2004
123,PEI (QMJHL),205,David Laliberte,124,2004
124,Langley (BCHL),39,Andrew Sarauer,125,2004
125,Hotchkiss (High-CT),208,Torrey Mitchell,126,2004
126,Guelph (OHL),11,Ryan Callahan,127,2004
127,Kitchener (OHL),617,Evan McGrath,128,2004
128,Halifax (QMJHL),,Jason Churchill,129,2004
129,Rimouski (QMJHL),,Michal Sersen,130,2004
130,London (OHL),,Trevor Kell,131,2004
131,MODO Ornskoldsvik (Sweden),,Oscar Hedman,132,2004
132,Gatineau (QMJHL),,Petr Pohl,133,2004
133,Lethbridge (WHL),,Kris Versteeg,134,2004
134,Zlin Jr. (Slovak-Jr.),,Roman Psurny,135,2004
135,Avangard Omsk 2 (KHL),,Nikita Nikitin,136,2004
136,HV 71 Jonkoping Jr. (Sweden-Jr.),,Magnus Akerlund,137,2004
137,HIFK Helsinki Jr. (Finland-Jr.),,Pasi Salonen,138,2004
138,Swift Current (WHL),,Kyle Moir,139,2004
139,Wisconsin (WCHA),,Jake Dowell,140,2004
140,Sioux Falls (USHL),,Jim McKenzie,141,2004
141,Topolcany (Slovakia-2),,Juraj Gracik,142,2004
142,Rimouski (QMJHL),,Eric Neilson,143,2004
143,Tri-City (WHL),,Chris Zarb,144,2004
144,Martin Jr. (Slovak-Jr.),,Michal Valent,145,2004
145,Peterborough (OHL),,Bryan Young,146,2004
146,Lukko Rauma (Finland),,Janne Niskala,147,2004
147,Medicine Hat (WHL),,Steve Regier,148,2004
148,Plymouth (OHL),,Gino Pisellini,149,2004
149,Nizhnekamsk (KHL),,Mikhail Grabovski,150,2004
150,Minsk (Belarus-Jr.),,Sergei Kolosov,151,2004
151,Oshawa (OHL),,Bret Nasby,152,2004
152,Northwood School (High-NY),,Steven Zalewski,153,2004
153,Vastra Frolunda Jr. (Sweden-Jr.),,Richard Demen-Willaume,154,2004
154,Spartak Moscow 2 (Russia-3),,Alexander Mikhailishin,155,2004
155,Kloten (Swiss),,Roman Wick,156,2004
156,Lada Togliatti (KHL),,Dmitri Vorobiev,157,2004
157,Mississauga (OHL),,Brandon Elliott,158,2004
158,Michigan (CCHA),,Mike Brown,159,2004
159,Massachusetts (H-East),,Ben Walter,160,2004
160,Cape Breton (QMJHL),,Jean-Claude Sawyer,161,2004
161,St. Michael's (OJHL),,Tyler Haskins,162,2004
162,Northern Michigan (CCHA),,Dusty Collins,163,2004
163,Kamloops (WHL),,Moises Gutierrez,164,2004
164,Grande Prairie (AJHL),,Scott McCulloch,165,2004
165,Davos (Swiss),,Peter Guggisberg,166,2004
166,Blake (High-MN),,Rob Page,167,2004
167,Moncton (QMJHL),,Kevin Cormier,168,2004
168,Nanaimo (BCHL),,Jordan Foote,169,2004
169,Spisska Nova Ves Jr. (Slovak-Jr.),,Ladislav Scurko,170,2004
170,Halifax (QMJHL),,Frederik Cabana,171,2004
171,U.S. National U-18 (USNTDP),,Matt Auffrey,172,2004
172,Cape Breton (QMJHL),,Adam Pardy,173,2004
173,Nebraska-Omaha (CCHA),,Scott Parse,174,2004
174,Tri-City (WHL),,Aaron Boogaard,175,2004
175,Peterborough (OHL),,Patrick Kaleta,176,2004
176,Kamloops (WHL),,Max Gordichuk,177,2004
177,Vernon (BCHL),,Mike Santorelli,178,2004
178,Sparta Praha Jr. (Czech-Jr.),,Jaroslav Mrazek,179,2004
179,Vitkovice Jr. (Czech-Jr.),,Roman Polak,180,2004
180,Baie-Comeau (QMJHL),,Loic Lacasse,181,2004
181,Vastra Frolunda Jr. (Sweden-Jr.),,Fred Wikner,182,2004
182,Texas (NAHL),,Trevor Ludwig,183,2004
183,Cedar Rapids (USHL),,Derek Peltier,184,2004
184,Erie (OHL),,Josh Disher,185,2004
185,Oshawa (OHL),,Dan Turple,186,2004
186,Wisconsin (WCHA),,Robbie Earl,187,2004
187,Vsetin Jr. (Czech-Jr.),,Jan Zapletal,188,2004
188,Shawinigan (QMJHL),,Julien Ellis,189,2004
189,HIFK Helsinki Jr. (Finland-Jr.),,Lennart Petrell,190,2004
190,Pelicans Jr. (Finland-Jr.),,Karri Ramo,191,2004
191,Vastra Frolunda Jr. (Sweden-Jr.),,Anton Axelsson,192,2004
192,Boston University (H-East),,Kevin Schaeffer,193,2004
193,Brainerd (High-MN),,Chris Peluso,194,2004
194,Saginaw (OHL),,Jean-Michel Rizk,195,2004
195,Tappara Tampere (Finland),,Petri Kontiola,196,2004
196,Notre Dame (SJHL),,Andrew Gordon,197,2004
197,Shawinigan (QMJHL),,Justin Vienneau,198,2004
198,U.S. National U-18 (USNTDP),,Chad Kolarik,199,2004
199,Tri-City (WHL),,Matt Schneider,200,2004
200,Brampton (OHL),,Mike Vernace,201,2004
201,London (OHL),,Ryan Pottruff,202,2004
202,Gatineau (QMJHL),,Gabriel Bouthillette,203,2004
203,TuTo (Finland-2),,Miikka Tuomainen,204,2004
204,Sioux City (USHL),,Mike Curry,205,2004
205,Magnitogorsk 2 (Russia-3),,Anton Khudobin,206,2004
206,Ottawa (OHL),,Mark Mancari,207,2004
207,Quebec (QMJHL),,Stephane Goulet,208,2004
208,Zlin Jr. (Slovak-Jr.),,Stanislav Balan,209,2004
209,Orebro (Sweden-2),,Emil Axelsson,210,2004
210,HV 71 Jonkoping Jr. (Sweden-Jr.),,David Fredriksson,211,2004
211,Cornell (ECAC),,Jon Gleed,212,2004
212,Sioux City (USHL),,James Spratt,213,2004
213,Moose Jaw (WHL),,Troy Brouwer,214,2004
214,Cleveland (NAHL),,Ian Keserich,215,2004
215,Baie-Comeau (QMJHL),,Pierre-Luc Letourneau-Leblond,216,2004
216,South Surrey (BCHL),,Tyler Eckford,217,2004
217,Junost Minsk (Belarus-Jr.),,Sergei Kukushkin,218,2004
218,Miami (Ohio) (CCHA),,Joe Cooper,219,2004
219,Lada Togliatti (KHL),,Maxim Semenov,220,2004
220,Guelph (OHL),,Daniel Taylor,221,2004
221,Peterborough (OHL),,Jordan Morrison,222,2004
222,Red Deer (WHL),,Jared Walker,223,2004
223,Michigan (CCHA),,Matt Hunwick,224,2004
224,New England (EJHL),,David MacDonald,225,2004
225,Calgary (WHL),,Steven Covington,226,2004
226,Erie (OHL),,Chris Campoli,227,2004
227,Notre Dame (CCHA),,David Brown,228,2004
228,Prince George (WHL),,Eric Hunter,229,2004
229,Estevan (SJHL),,Justin Mrazek,230,2004
230,Governor Dummer (High-MA),,Brian McGuirk,231,2004
231,Cape Breton (QMJHL),,Martin Houle,232,2004
232,White Bear (High-MN),,Matt Greer,233,2004
233,Soo (NAHL),,Derek MacIntyre,234,2004
234,Plymouth (OHL),,Jonas Fiedler,235,2004
235,Miami (Ohio) (CCHA),,Matt Christie,236,2004
236,Cornell (ECAC),,Mitch Carefoot,237,2004
237,Japan Nationals,,Yutaka Fukufuji,238,2004
238,Coquitlam (BCHL),,Brandon Yip,239,2004
239,Seattle (WHL),,Aaron Gagnon,240,2004
240,Kelowna (WHL),,Mike Card,241,2004
241,Kelowna (WHL),,Tyler Spurgeon,242,2004
242,CSKA Moscow (Russia),,Denis Kulyash,243,2004
243,Sault Ste. Marie (OHL),,Jason Pitton,244,2004
244,Kelowna (WHL),,Justin Keller,245,2004
245,Peterborough (OHL),,Greg Stewart,246,2004
246,Lewiston (QMJHL),,Jonathan Paiement,247,2004
247,Ceske Budejovice (Czech-2),,Lukas Vomela,248,2004
248,Denver (WCHA),,J.D. Corbin,249,2004
249,Cedar Rapids (USHL),,Nathan Perkovich,250,2004
250,Chicago (USHL),,Matthew McIlvane,251,2004
251,Halifax (QMJHL),,Jan Steber,252,2004
252,Trail (BCHL),,Travis Gawryletz,253,2004
253,Swift Current (WHL),,David Schulz,254,2004
254,Stocksund (Sweden-2),,Anton Hedman,255,2004
255,Sioux Falls (USHL),,Matthew Ford,256,2004
256,Tver (Russia-2),,Gennady Stolyarov,257,2004
257,Karpat Oulu (Finland),,Pekka Rinne,258,2004
258,Brown (ECAC),,Brian Ihnacak,259,2004
259,LeKi Lempaala (Finland-2),,Marko Anttila,260,2004
260,Blake (High-MN),,Will Engasser,261,2004
261,Zurich (Swiss),,Mark Streit,262,2004
262,Minnesota State (WCHA),,Travis Morin,263,2004
263,JyP HT Jyvaskyla (Finland),,Valtteri Tenkanen,264,2004
264,New Hampshire (H-East),,Daniel Winnik,265,2004
265,Chemopetrol Litvinov (Russia),,Jakub Petruzalek,266,2004
266,Salmon Arm (BCHL),,Spencer Dillon,267,2004
267,Gatineau (QMJHL),,Martin Vagner,268,2004
268,Karpat Oulu (Finland),,Janne Pesonen,269,2004
269,Powell River (BCHL),,Matt Siddall,270,2004
270,Nepean (CCHL),,Grant Clitsome,271,2004
271,Colgate (ECAC),,Kyle Wilson,272,2004
272,London (OHL),,Dylan Hunter,273,2004
273,Djurgarden (Sweden),,Bjorn Bjurling,274,2004
274,Salmon Arm (BCHL),,Craig Switzer,275,2004
275,Drummondville (QMJHL),,Sylvain Michaud,276,2004
276,Shawinigan (QMJHL),,Jonathan Michel Boutin,277,2004
277,Baie-Comeau (QMJHL),,Alex Dulac-Lemelin,278,2004
278,Kootenay (WHL),,Adam Cracknell,279,2004
279,Camrose (AJHL),,Matt McKnight,280,2004
280,Catholic Memorial (High-MA),,Steve McClellan,281,2004
281,Spartak Moscow 2 (Russia-3),,Valeri Klimov,282,2004
282,Green Bay (USHL),,Luke Beaverson,283,2004
283,Vastra Frolunda Jr. (Sweden-Jr.),,John Wikner,284,2004
284,Thayer Academy (High-MA),,Pierce Norton,285,2004
285,Vancouver (WCHL),,Triston Grant,286,2004
286,Rodovre (Denmark),,Jannik Hansen,287,2004
287,Catholic Memorial (High-MA),,Brian Mahoney-Wilson,288,2004
288,New Jersey Jrs. (EJHL),,Christian Jensen,289,2004
289,Stocksund (Sweden-2),,Nils Backstrom,290,2004
290,Brewster Jrs.,,John Carter,291,2004
