,Amateur Team,GP,Name,Overall Pick,Year
68,Henry Carr Jr. B (MJHL),85,Gordon Mark,69,1983
69,Vancouver (WCHL),1,Chris Pusey,70,1983
70,Medicine Hat (WHL),874,Kevin Stevens,71,1983
71,St. Albert,20,Joel Baillargeon,72,1983
72,Orebro (Sweden-2),1084,Dave Lowry,73,1983
73,Kirkland Lake,18,Jim Hofford,74,1983
74,Lincoln High (High-MN),4,Jari Torkki,75,1983
75,Duluth (High-MN),14,Arto Javanainen,76,1983
76,Virginia (High-MN),78,Mark LaVarre,77,1983
77,Portland (WHL),115,Don Barber,78,1983
78,Tucson,1144,Rick Tocchet,79,1983
79,HIFK Helsinki (Finland),902,Joe Reekie,80,1983
80,Worcester Academy (High-MA),2,Cam Plante,81,1983
81,Ponteix,127,Iain Duncan,82,1983
82,Prince Albert (WHL),621,Christian Ruuttu,83,1983
83,Detroit Lakes (High-MN),1,Sean Toomey,84,1983
84,Providence (ECAC),546,Vladislav Tretiak,85,1983
85,Dukla Jihlava (Czech-2),193,Viacheslav Fetisov,86,1983
86,North Bay (OHL),952,Ken Hammond,87,1983
87,Saskatoon (WHL),47,Tommy Albelin,88,1983
88,Alaska-Anchorage (NCAA-Ind.),12,Don McSween,89,1983
89,Red Deer (WHL),132,Don Biggs,90,1983
90,Dukla Jihlava (Czech-2),37,Dale Henry,91,1983
91,Quebec (QMJHL),594,Kent Paynter,92,1983
92,Belleville (OHL),6,Pelle Eklund,93,1983
93,Regina (WHL),1,Todd Flichel,94,1983
94,Granby (QMJHL),5,Wayne Groulx,95,1983
95,St. Paul (High-MN),629,Paul Jerrard,96,1983
96,Powell River (BCHL),729,Brian Noonan,97,1983
97,Edina (High-MN),7,Stu Grimson,98,1983
98,Toronto (OHL),91,Scott Shaunessy,99,1983
99,Bowling Green (CCHA),11,Mark Ferner,100,1983
100,Verdun (QMJHL),2,Yves Beaudoin,101,1983
101,Medicine Hat (WHL),735,Thomas Rundqvist,102,1983
102,Hull (QMJHL),64,Dominik Hasek,103,1983
103,Two Harbors,141,Allan Stewart,104,1983
104,Kamloops (WHL),729,Mike Tomlak,105,1983
105,Abbotsford Jr.,1,Uwe Krupp,106,1983
106,Minneapolis (High-MN),14,Alain Raymond,107,1983
107,Silver Lake H.S. (High-MA),13,John Miner,108,1983
108,Hull (QMJHL),2,Norm Foster,109,1983
109,London (OHL),383,Dave Goertz,110,1983
110,Harvard (ECAC),47,Alexei Kasatonov,111,1983
111,Calgary (WHL),424,Jay Mazur,112,1983
112,St. Paul (High-MN),130,Sergei Makarov,113,1983
113,Windsor (OHL),,Bo Berglund,114,1983
114,Lukko Rauma (Finland),,,115,1983
115,Norwood (High-RI),,,116,1983
116,Duluth (High-MN),,,117,1983
117,Assat Pori (Finland),,,118,1983
118,Stratford Jr. B (GOJHL),,,119,1983
119,Kelowna (WHL),,,120,1983
120,Sault Ste. Marie (OHL),,,121,1983
121,Edmonton (WHL),,,122,1983
122,Woburn (High-MA),,,123,1983
123,North Bay (OHL),,,124,1983
124,St. Paul (USHL),,,125,1983
125,Toronto,,,126,1983
126,Oshawa (OHL),,,127,1983
127,Brandon (WHL),,,128,1983
128,North York Jr. B,,,129,1983
129,Sault Ste. Marie (OHL),,,130,1983
130,Guelph (OHL),,,131,1983
131,Grand Forks (High-MN),,,132,1983
132,St. Cloud (High-MN),,,133,1983
133,Assat Pori (Finland),,,134,1983
134,Edmonton (WHL),,,135,1983
135,Cretin-Derham (High-MN),,,136,1983
136,Cloquet (High-MN),,,137,1983
137,CSKA Moscow (Russia),,,138,1983
138,Cornwall (OHL),,,139,1983
139,Regina (WHL),,,140,1983
140,Longueuil (QMJHL),,,141,1983
141,Peterborough (OHL),,,142,1983
142,Chicoutimi (QMJHL),,,143,1983
143,Montreal (QMJHL),,,144,1983
144,CSKA Moscow (Russia),,,145,1983
145,Kelowna (WHL),,,146,1983
146,RPI (ECAC),,,147,1983
147,Burnaby (BCHL),,,148,1983
148,Laval (QMJHL),,,149,1983
149,Minnetonka,,,150,1983
150,Barrie (OHL),,,151,1983
151,Djurgarden (Sweden),,,152,1983
152,Welland,,,153,1983
153,Regina,,,154,1983
154,Toronto (OHL),,,155,1983
155,Oshawa (OHL),,,156,1983
156,Saskatoon (WHL),,,157,1983
157,Henry Carr H.S. (High-ON),,,158,1983
158,Kitchener (OHL),,,159,1983
159,Abbotsford Jr.,,,160,1983
160,AIK Solna (Sweden),,,161,1983
161,Montreal (QMJHL),,,162,1983
162,Cloquet (High-MN),,,163,1983
163,Sudbury (OHL),,,164,1983
164,Providence (High-RI),,,165,1983
165,Pontiac,,,166,1983
166,St. Paul (USHL),,,167,1983
167,Princeton (ECAC),,,168,1983
168,Gloucester (CCHL),,,169,1983
169,Calgary (WHL),,,170,1983
170,North Bay (OHL),,,171,1983
171,Sault Ste. Marie (OHL),,,172,1983
172,Notre Dame (SJHL),,,173,1983
173,Welland,,,174,1983
174,Washburn (High-MN),,,175,1983
175,Duluth (High-MN),,,176,1983
176,Fort William,,,177,1983
177,Lethbridge (WHL),,,178,1983
178,Archbishop Wms. (High-MA),,,179,1983
179,Burnaby,,,180,1983
180,Hamilton (OHL),,,181,1983
181,Lahti,,,182,1983
182,Windsor (OHL),,,183,1983
183,Flint (High-ON),,,184,1983
184,Voskresensk (Russia-2),,,185,1983
185,Regina (WHL),,,186,1983
186,Brynas Gavle (Sweden),,,187,1983
187,Dryden,,,188,1983
188,Alaska-Anchorage (NCAA-Ind.),,,189,1983
189,Apple Valley (High-MN),,,190,1983
190,Lake Placid (High-NH),,,191,1983
191,St. John's (High-MA),,,192,1983
192,Sodertalje (Sweden-2),,,193,1983
193,Kamloops (WHL),,,194,1983
194,Shawinigan (QMJHL),,,195,1983
195,Prerov (Czech-2),,,196,1983
196,Burford,,,197,1983
197,Farjestad (Sweden),,,198,1983
198,Tesla Pardubice (Czech),,,199,1983
199,Edmonton (WHL),,,200,1983
200,Winchester (High-CT),,,201,1983
201,Wethersfield,,,202,1983
202,Cardston,,,203,1983
203,Saskatoon (WHL),,,204,1983
204,Prince Albert (WHL),,,205,1983
205,Seattle (WHL),,,206,1983
206,Trois-Rivieres (QMJHL),,,207,1983
207,Cornwall (OHL),,,208,1983
208,St. Georges (High-RI),,,209,1983
209,Ottawa (OHL),,,210,1983
210,Dukla Jihlava (Czech-2),,,211,1983
211,Dukla Jihlava ( ),,,212,1983
212,Red Deer (WHL),,,213,1983
213,Koln (Germany),,,214,1983
214,Trois-Rivieres (QMJHL),,,215,1983
215,Solleftea,,,216,1983
216,Warroad (High-MN),,,217,1983
217,Hibbing (High-MN),,,218,1983
218,Sherbrooke (QMJHL),,,219,1983
219,Regina (WHL),,,220,1983
220,Bridgewater (High-MA),,,221,1983
221,Penticton (BCHL),,,222,1983
222,Regina (WHL),,,223,1983
223,Lethbridge (WHL),,,224,1983
224,CSKA Moscow (Russia),,,225,1983
225,Cranbrook (High-MI),,,226,1983
226,Roseau (High-MN),,,227,1983
227,Trois-Rivieres (QMJHL),,,228,1983
228,St. Louis (CCHA),,,229,1983
229,Breck (High-MN),,,230,1983
230,CSKA Moscow (Russia),,,231,1983
231,Djurgarden (Sweden),,,232,1983
232,Skelleftea (Sweden),,,233,1983
233,Shawinigan (QMJHL),,,234,1983
234,Northwood School (High-NY),,,235,1983
235,Minneapolis (High-MN),,,236,1983
236,Watertown (High-RI),,,237,1983
237,Shawinigan (QMJHL),,,238,1983
238,Chemopetrol Litvinov (Russia),,,239,1983
239,Verdun (QMJHL),,,240,1983
240,Ogdensburg (High-MA),,,241,1983
241,Cranston (High-NY),,,242,1983
